verse_key,ngc,fr
MAT.22.25,"Enakobea, edaka ta tei e biso, edaka na bana bami sambo. O boso aasɔkɔ mwali ko agwaka pɛ bobota bana, akinaka mwali omina na mwange e nde momi.","Or, il y avait parmi nous sept frères. Le premier se maria, et mourut; et, comme il navait pas denfants, il laissa sa femme à son frère."
MAT.22.26,"Ekɔmɔkɔ oko bea na yona o babae, pongono na yona o basato ko mbunoko yona o sambo.","Il en fut de même du second, puis du troisième, jusquau septième."
MAT.22.27,"Ngɔngɔ i bogwa bo ibo basusu, mwali omina agwaka pongono.","Après eux tous, la femme mourut aussi."
MAT.22.28,"Ta isu ipusoakabi bago, mwali omina adabi o nda? Tengasa bo basusu bamoasɔkɔ.».","A la résurrection, duquel des sept sera-t-elle donc la femme? Car tous lont eue."
MAT.22.29,"Yesu abasɔmbedjaka: «Odini ta ibunga, tine boo otasipoakani makomi, nongo sueya e Ndjakomba.","Jésus leur répondit: Vous êtes dans lerreur, parce que vous ne comprenez ni les Écritures, ni la puissance de Dieu."
MAT.22.30,"Na bea, ehole epusoakabi bago, bamina abali basɔnetebi, endolo badabi elenge babwɛndji ta busa.","Car, à la résurrection, les hommes ne prendront point de femmes, ni les femmes de maris, mais ils seront comme les anges de Dieu dans le ciel."
MAT.22.31,"Ko ta modjɔ moendji bopusoa bo bago, oipakalangani meako motɔndeakani Ndjakomba?.","Pour ce qui est de la résurrection des morts, navez-vous pas lu ce que Dieu vous a dit:."
MAT.22.32,"Nadi Ndjakomba o Abalayama, Ndjakomba o Isaka ko Ndjakomba o Djakobo. Ndjakomba aditi Ndjakomba o bato ba bogo, endolo adi Ndjakomba o bato ba bomɔ.».","Je suis le Dieu dAbraham, le Dieu dIsaac, et le Dieu de Jacob? Dieu nest pas Dieu des morts, mais des vivants."
MAT.22.33,"Emumu e bato yena emohokamedjaka, bakamoaka mɛnɛ eleho e nde.","La foule, qui écoutait, fut frappée de lenseignement de Jésus."
MAT.22.34,"Ehole eokaka bapalusai boo Yesu asukedji bowɛi bo basadokai, baputoanaka.","Les pharisiens, ayant appris quil avait réduit au silence les sadducéens, se rassemblèrent."
MAT.22.35,"Ko omɔti o bobo, molehi o mobeko, ahombaka bopikea Yesu elambo; ko amohɔdjɔkɔ:.","et lun deux, docteur de la loi, lui fit cette question, pour léprouver:."
MAT.22.36,"«Molehi, mobeko monɔi na bonɛnɛ ta mibeko misusu nda?».","Maître, quel est le plus grand commandement de la loi?."
MAT.22.37,"Yesu amosɔmbedjaka: «Otungi bopala Kumu Ndjakomba o wɛ, na molema mo wɛ mosusu, na dongi i wɛ isusu ko na bowɛi bo wɛ bosusu.","Jésus lui répondit: Tu aimeras le Seigneur, ton Dieu, de tout ton cœur, de toute ton âme, et de toute ta pensée."
MAT.22.38,Yena edi mobeko mo boso monɔi na bonɛnɛ.,Cest le premier et le plus grand commandement.
MAT.22.39,Endja mobeko mo babae modi elenge mo boso: Otungi bopala mwange e wɛ elenge akasapale wɛ mɛnɛ .,"Et voici le second, qui lui est semblable: Tu aimeras ton prochain comme toi-même."
MAT.22.40,Mobeko mosusu mo Mose ko eleho esusu e ba mbaeli ba Ndjakomba midi ta mibeko imi mibae.».,De ces deux commandements dépendent toute la loi et les prophètes.
MAT.22.41,"Yana aputoanaka bapalusai, Yesu abahɔdjɔkɔ ihɔdjɔ di:.","Comme les pharisiens étaient assemblés, Jésus les interrogea."
MAT.22.42,«Alɛdjɛkɛno ta tina e Kilito nde? Adi motitani o nda?» Bamosɔmbedjaka: «Adi motitani o Dapiti.».,en disant: Que pensez-vous du Christ? De qui est-il fils? Ils lui répondirent: De David.
MAT.22.43,"Yesu abasɔmbedjaka: «Moda ndani Dapiti, na bolindedjama bo Mwembo mo Ndjakomba, amobeaka Kumu, ehole ebalaka yo:.","Et Jésus leur dit: Comment donc David, animé par lEsprit, lappelle-t-il Seigneur, lorsquil dit:."
MAT.22.44,"Kumu abalaka na Kumu o mbi: Daa ta ebɔ e mbi e bami, Mbunoko naise baloni ba wɛ Ta na se i bigbota bi wɛ? .","Le Seigneur a dit à mon Seigneur: Assieds-toi à ma droite, Jusquà ce que je fasse de tes ennemis ton marchepied?."
MAT.22.45,"Ekadabo Dapiti amobeaka Kumu, moda ndani Kumu aboani boda naikina mwana o nde?».","Si donc David lappelle Seigneur, comment est-il son fils?."
MAT.22.46,"Pɛ moto oboanaka bomosɔmbedja kɔpi emɔti. Donga busa bua, pɛ moto omohɔdjɔkɔ naikina ihɔdjɔ.","Nul ne put lui répondre un mot. Et, depuis ce jour, personne nosa plus lui proposer des questions."
MAT.23.1,Na bea Yesu abalaka na emumu e bato ko na batingami ba nde:.,"Alors Jésus, parlant à la foule et à ses disciples, dit:."
MAT.23.2,«Bidie bi boleha mobeko mo Mose bipama na balehi ba mobeko ko na bapalusai.,Les scribes et les pharisiens sont assis dans la chaire de Moïse.
MAT.23.3,"Otungini bosuma misusu mikolehenibo ko mida mi bino mikuane na bileho bikolehenibo. Endolo pɛ bokwanani mida mi bobo, tengasa ibo tebakokedjake meako mikolehebo.","Faites donc et observez tout ce quils vous disent; mais nagissez pas selon leurs œuvres. Car ils disent, et ne font pas."
MAT.23.4,Bakabɔngedje migumba mi mandi mɛnɛ tine bolwadjaka bato bakina. Endolo bo bɛnɛ tebabɛndjɛke nongo mandi mamina na mosapi mo bobo tine bosunga bato bamina.,"Ils lient des fardeaux pesants, et les mettent sur les épaules des hommes, mais ils ne veulent pas les remuer du doigt."
MAT.23.5,"Misala mikakɔebo misusu, bomikɔkɔ bɛngi bato babaenɛ. Na bea, baabigbɔkɔsɔ bi makomi bidakabo bolwa ta ehole e miongɔnɔ bidaka binɛnɛnɛ bonɔ bato basusu ko milenda mi matoka ma bisendja bi bobo bidaka biyai bonɔ bato basusu.","Ils font toutes leurs actions pour être vus des hommes. Ainsi, ils portent de larges phylactères, et ils ont de longues franges à leurs vêtements;."
MAT.23.6,Bakapale boda ta polo i gala ta tɛkɛ ko ta polo i boso ta tei i sinagoga;.,"ils aiment la première place dans les festins, et les premiers sièges dans les synagogues;."
MAT.23.7,bakapale bato babapake ndese ta polo i bhuda ko bababeake Molehi.,"ils aiment à être salués dans les places publiques, et à être appelés par les hommes Rabbi, Rabbi."
MAT.23.8,"Endolo ino, pɛ bopalakani bato bobeakeni molehi, tengasa odini no basusu bange i bato ko odini oko na Molehi omɔti.","Mais vous, ne vous faites pas appeler Rabbi; car un seul est votre Maître, et vous êtes tous frères."
MAT.23.9,"Pɛ bobeani moto omɔti tata ta ngondo, tengasa odini oko na tata o bino omɔti, yona odi o diko.","Et nappelez personne sur la terre votre père; car un seul est votre Père, celui qui est dans les cieux."
MAT.23.10,"Pɛ bopalani bato bobeeni mokondji, tengasa odini oko na mokondji o bino omɔti, Kilito.","Ne vous faites pas appeler directeurs; car un seul est votre Directeur, le Christ."
MAT.23.11,Moto yona onɔi bonɛnɛ ta tei e bino aboani boda mosali o bino.,Le plus grand parmi vous sera votre serviteur.
MAT.23.12,"Moto okasangɔkɔbi, bamotitedjabi, endolo moto yona okasatitedjakabi, bamoangɔdjɔbi.».","Quiconque sélèvera sera abaissé, et quiconque sabaissera sera élevé."
MAT.23.13,"Yesu abalaka naikina: «Ndjokwa tina e bino balehi ba mobeko ko na bapalusai, ndjɔ ba melo mibae! Okadipeni bato ndjea e Bokumu bo diko tine basakakwea; ino bɛnɛ oikweani ko oipani ndjea adi bato badi ibapalaka bokwea.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous fermez aux hommes le royaume des cieux; vous ny entrez pas vous-mêmes, et vous ny laissez pas entrer ceux qui veulent entrer."
MAT.23.14,"Ndjokwa e bino, balehi ba mobeko ko na bapalusai, ndjɔ ba melo mibae! Okaibeni leka lo bali bagwa na bami ko okakɔeni miongɔnɔ miyai miyai tine bokosa bato. Ta tina emina, odiabini etumbo enɔi na bopipo!.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous dévorez les maisons des veuves, et que vous faites pour lapparence de longues prières; à cause de cela, vous serez jugés plus sévèrement."
MAT.23.15,"Ndjokwa e bino, balehi ba mobeko ko na bapalusai, ndjɔ ba melo mibae! Okadaleni pamba na pamba i ngondo ko ta duwa inɛnɛnɛ, tine boduedja mokɛndɛli oko omɔti ta edimeli e bobo ko akakwea, okamoimedjeni moto o ipelu mbala ibae bonɔ no bɛnɛ.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous courez la mer et la terre pour faire un prosélyte; et, quand il lest devenu, vous en faites un fils de la géhenne deux fois plus que vous."
MAT.23.16,"Ndjokwa e bino, badaledji ba bato i bagwa miso! Okabaleni: Ekadabo moto abhɛli bhɛli na kombe e tepelo, yena editi modjɔ; endolo ekadabo abhɛli bhɛli na kombe e wolo e tepelo, ena atungi bokokedja bhɛli e nde.","Malheur à vous, conducteurs aveugles! Qui dites: Si quelquun jure par le temple, ce nest rien; mais, si quelquun jure par lor du temple, il est engagé."
MAT.23.17,"Bigegele, bato bagwa miso! Eka mɛnɛ enɔi na motuya nde: palanga kaoko tepelo yena ekimedje wolo esɛnodjamake?.","Insensés et aveugles! Lequel est le plus grand, lor, ou le temple qui sanctifie lor?."
MAT.23.18,"Okabaleni pongono: Ekadabo moto abhɛli bhɛli na kombe e polo ekatumbebo mbeka, yena editi modjɔ; endolo ekadabo abhɛli bhɛli na ndjea e ikabo dia idi diko i polo ekatumbe bo mbeka, atungi bokokedje bhɛli e nde.","Si quelquun, dites-vous encore, jure par lautel, ce nest rien; mais, si quelquun jure par loffrande qui est sur lautel, il est engagé."
MAT.23.19,Bato bagwa miso! Eka mɛnɛ enɔi na motuya nde: ikabo kaoko polo ekatumbebo mbeka ekaimedje ikabo isɛnodjamake?.,"Aveugles! Lequel est le plus grand, loffrande, ou lautel qui sanctifie loffrande?."
MAT.23.20,"Endolo moto obhɛli bhɛli na kombe e polo ekatumbebo mbeka, akabhɛlɛ ambuku na kombe e polo ekatumbebo mbeka ko na leka losusu lobaki diko i yu.",Celui qui jure par lautel jure par lautel et par tout ce qui est dessus;.
MAT.23.21,"Moto yona obhɛli bhɛli na kombe e tepelo, abhɛli ambuku na kombe e tepelo ko na kombe Ndjakomba yona okadae ta tei eyu.",celui qui jure par le temple jure par le temple et par celui qui lhabite;.
MAT.23.22,"Moto yona obhɛli bhɛli na kombe e busa, abhɛli ambuku na kombe e ngbɛndɛ e Ndjakomba ko yona okaedae .",et celui qui jure par le ciel jure par le trône de Dieu et par celui qui y est assis.
MAT.23.23,"Ndjokwa e bino, balehi ba Mobeko ko bapalusai, ndjɔ ba melo mibae! Okadimeni boputa ekenge emɔti na domi e matungulu, e bamusikadi ko e leka lokɛkɛkɛ lo so e itindi, endolo okaenɛni ngasa midjɔ i minɔi na motuya ta tei e mobeko elenge: bodjo, molema mo ndjokwa, bosɛnɔ. Edi eka eboani na nu bokɔ, napɛ bobedja lua lodiki.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous payez la dîme de la menthe, de laneth et du cumin, et que vous laissez ce qui est plus important dans la loi, la justice, la miséricorde et la fidélité: cest là ce quil fallait pratiquer, sans négliger les autres choses."
MAT.23.24,"Ino badaledji ba miso mago! Okakɔngeni ingenangena idi ta mana ma bino, endolo okameeni kamela mosusu!.","Conducteurs aveugles! Qui coulez le moucheron, et qui avalez le chameau."
MAT.23.25,"Ndjokwa e bino, balehi ba mobeko ko bapalusai, ndjɔ ba melo mibae! Okasɛnodjeni bopele sokolu i kɔbɔ ko saani, endolo otei i yu ilumi na leka loiba ko na ekpaka.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous nettoyez le dehors de la coupe et du plat, et quau dedans ils sont pleins de rapine et dintempérance."
MAT.23.26,"Mopalusai miso mago! Banga boso bosɛnodja otei e kɔbɔ ko na saani, na bea sokolu enɛmɛke pongono esɛnɔke.","Pharisien aveugle! Nettoie premièrement lintérieur de la coupe et du plat, afin que lextérieur aussi devienne net."
MAT.23.27,"Ndjokwa e bino balehi ba mobeko ko bapalusai, ndjɔ ba melo mibae! Odini elenge makila masuowabo pɛmbɛ epu makenɛme bopele sokolu, endolo otei i yu iluma na kuwa i bato bago ko na moda mosusu mo djɛti.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous ressemblez à des sépulcres blanchis, qui paraissent beaux au-dehors, et qui, au-dedans, sont pleins dossements de morts et de toute espèce dimpuretés."
MAT.23.28,"Ino pongono, sokolu wenɛmɛkɛ bodjo ta miso ma bato, endolo otei e bino odini ndjɔ ba melo mibae ko olumini na bobe.","Vous de même, au-dehors, vous paraissez justes aux hommes, mais, au-dedans, vous êtes pleins dhypocrisie et diniquité."
MAT.23.29,"Ndjokwa e bino, balehi ba mobeko ko bapalusai, ndjɔ ba melo mibae! Okatongeni makila tine ba mbaeli ba Ndjakomba ko okalɛmoleni makila ma bato ba bodjo.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous bâtissez les tombeaux des prophètes et ornez les sépulcres des justes."
MAT.23.30,"ko okabaleni: Esedabo iso lodaka ta ehole e bakɔkɔ ba biso, loikɔkɔ putoana na bu, tine bosopa makia ma ba mbaeli ba Ndjakomba.","et que vous dites: Si nous avions vécu du temps de nos pères, nous ne nous serions pas joints à eux pour répandre le sang des prophètes."
MAT.23.31,"Na bea, okapɛni tati ino bɛnɛ boo odini batitani ba bato bia bowaka ba mbaeli ba Ndjakomba.",Vous témoignez ainsi contre vous-mêmes que vous êtes les fils de ceux qui ont tué les prophètes.
MAT.23.32,Kɔɔni ko sidjani mosala mua mobangaka ba kɔkɔ ba bino bokɔ!.,Comblez donc la mesure de vos pères.
MAT.23.33,Ibota i ndjɔ! Walɛdjɛkɛni boo na ndjea yena oboanini botia etumbo e mosa mo ipelu?.,"Serpents, race de vipères! Comment échapperez-vous au châtiment de la géhenne?."
MAT.23.34,"Na tina emina, mbi nabalaka na nu: nolomeakeni ba mbaeli ba Ndjakomba, bato ba badjebi ko na balehi ba mobeko. Owakabini ko obakakabini bamɔti ta ekulusu, obomakabini bakina na mbalake ta basinagoga i bino ko obakimanakabini ta ibonga na ibonga.","Cest pourquoi, voici, je vous envoie des prophètes, des sages et des scribes. Vous tuerez et crucifierez les uns, vous battrez de verges les autres dans vos synagogues, et vous les persécuterez de ville en ville."
MAT.23.35,"Na bea, bitumbo bisusu bikwakabi ta diko i bino tine makia ma bato ba bodjo mia masopano ta kpɔtɔ: bodonga makia ma Abɛlɛ, moto o bodjo, mbunoko makia ma Djakalia, mwana o Balaki, yona owano ta pakaso e polo esɛnɔke ko polo ekatumbebo mbeka.","afin que retombe sur vous tout le sang innocent répandu sur la terre, depuis le sang dAbel le juste jusquau sang de Zacharie, fils de Barachie, que vous avez tué entre le temple et lautel."
MAT.23.36,"Okobea, nabalaka na nu edi soti: misusu mikwakabi diko i bato ba busa bu!».","Je vous le dis en vérité, tout cela retombera sur cette génération."
MAT.23.37,"«Yelusalɛmɛ, Yelusalɛmɛ, wɛ yona okowoe ba mbaeli ba Ndjakomba ko okabowoe na mabanga bato ibolomeaka Ndjakomba! Mbala djeka ipalaka mbi boputoanedja bana ba wɛ, moda mokabongoanedje bana ba kɔkɔ ta na se i mangbangu ma yu, endolo oipalakani!.","Jérusalem, Jérusalem, qui tues les prophètes et qui lapides ceux qui te sont envoyés, combien de fois ai-je voulu rassembler tes enfants, comme une poule rassemble ses poussins sous ses ailes, et vous ne lavez pas voulu!."
MAT.23.38,"Na bea, ndako i bino idikabi mipɔtu mɛnɛ.","Voici, votre maison vous sera laissée déserte;."
MAT.23.39,"Tengasa, nabalaka na nu: donga edɛdi otenɛkenini naikina mbunoko obalebini: Adjongoame yona odoi na kombe e Kumu !».","car, je vous le dis, vous ne me verrez plus désormais, jusquà ce que vous disiez: Béni soit celui qui vient au nom du Seigneur!."
MAT.24.1,"Yana aimaka Yesu ta bopango bo petelo, batingami ba nde baduaka mbuti na nde tine bomoinedja moda ndani motongabo tepelo.","Comme Jésus sen allait, au sortir du temple, ses disciples sapprochèrent pour lui en faire remarquer les constructions."
MAT.24.2,"Endolo Yesu abalaka na bu: «Oenini tepelo ye? Nabalaka na nu edi soti: pɛ ibanga imɔti idikabi diko i ibanga ikina, masusu mabukeanabi.».","Mais il leur dit: Voyez-vous tout cela? Je vous le dis en vérité, il ne restera pas ici pierre sur pierre qui ne soit renversée."
MAT.24.3,"Yana adaka Yesu adi ta makoli ma olipa, batingami babatamaka mbuti ba nde basasuaka mootɔtɔkɔ ko bamohɔdjɔkɔ: «Lotɔndea ehole ndani ekɔmɔke midjɔ mimina ko embete ndani einedjaka boo bodua bo wɛ ko na suka e ngondo.».","Il sassit sur la montagne des oliviers. Et les disciples vinrent en particulier lui faire cette question: Dis-nous, quand cela arrivera-t-il, et quel sera le signe de ton avènement et de la fin du monde?."
MAT.24.4,Yesu abasɔmbedjaka: «Daani engelɛ boo moto adae pɛ bokoseani.,Jésus leur répondit: Prenez garde que personne ne vous séduise.
MAT.24.5,Tengasa bato banɛnɛ baduake na kombe e mbi ko babalakabi: Edi mbi Kilito! Ko bapangoakabi bato banɛnɛ.,"Car plusieurs viendront sous mon nom, disant: Cest moi qui suis le Christ. Et ils séduiront beaucoup de gens."
MAT.24.6,"Okakeni ngilimo ko gala e bitumba mbuti kaoko bohali; pɛ bobangani: etungi na midjɔ mimina boimea, endolo edaetebi nongo suka e ngondo.","Vous entendrez parler de guerres et de bruits de guerres: gardez-vous dêtre troublés, car il faut que ces choses arrivent. Mais ce ne sera pas encore la fin."
MAT.24.7,"Ekomi emɔti eanedjakabi ekomi ekina, bokumu bomɔti boanedjakabi bokumu bokina; edabi na ndja ipipo ko na bokumana bo kpɔtɔ ta ngondo dɔngɔ na dɔngɔ.","Une nation sélèvera contre une nation, et un royaume contre un royaume, et il y aura, en divers lieux, des famines et des tremblements de terre."
MAT.24.8,Midjɔ mimina misusu midabi elenge mbangi e epeko e mwali yona abotaka.,Tout cela ne sera que le commencement des douleurs.
MAT.24.9,"Na bea, bokedjakabini saya ko bowakabini. Bato ba bikomi bisusu bolonakabini tine mbi.","Alors on vous livrera aux tourments, et lon vous fera mourir; et vous serez haïs de toutes les nations, à cause de mon nom."
MAT.24.10,"Ta ehole emina, bato banɛnɛ badumbakabi edimeli; basakababi ko basalonakabi.","Alors aussi plusieurs succomberont, et ils se trahiront, se haïront les uns les autres."
MAT.24.11,Ba mbaeli ba boloa bapangoakabi bato banɛnɛ.,"Plusieurs faux prophètes sélèveront, et ils séduiront beaucoup de gens."
MAT.24.12,"Elenge bobe bohɛkɛbi mɛnɛ, epaeli e bato banɛnɛ etitakabi.","Et, parce que liniquité se sera accrue, la charité du plus grand nombre se refroidira."
MAT.24.13,Endolo moto yona osagbindeakabi mbunoko suka ahelakabi.,Mais celui qui persévérera jusquà la fin sera sauvé.
MAT.24.14,"Bwɛndi Bopele bu bo Bokumu bo Ndjakomba botɔndɔmɔkɔbi ta bikomi bisusu bi ngondo, tine boo edae tati ta tine bikomi bisusu. Ko na bea suka eduake.».","Cette bonne nouvelle du royaume sera prêchée dans le monde entier, pour servir de témoignage à toutes les nations. Alors viendra la fin."
MAT.24.15,"«Na tina emina, wenɛkeni yona okabeebo mobedji onɔi na bobe, yona Danyɛlɛ, mbaeli o Ndjakomba, otɔndɔkɔ ; boemeama ta polo esɛnɔke. Kinabo molangi asipoe midjɔ mimina!.","Cest pourquoi, lorsque vous verrez labomination de la désolation, dont a parlé le prophète Daniel, établie en lieu saint, que celui qui lit fasse attention!."
MAT.24.16,"Na bea, bia badakabi ta Yuda batie ta dɔngɔ i makoli.","alors, que ceux qui seront en Judée fuient dans les montagnes;."
MAT.24.17,"yona odakabi ta mbalasani e diko i ndako e nde adae pɛ botita, tine botomba leka lo nde ta tei e ndako;.",que celui qui sera sur le toit ne descende pas pour prendre ce qui est dans sa maison;.
MAT.24.18,ko yona odakabi ta gbie atasɔmbɔ tine botomba esendja e nde.,et que celui qui sera dans les champs ne retourne pas en arrière pour prendre son manteau.
MAT.24.19,"Ndjokwa edakabi ta masu mia, tina e bali bamemi ko bia badakabi bonungea bana!.",Malheur aux femmes qui seront enceintes et à celles qui allaiteront en ces jours-là!.
MAT.24.20,Ongɔnɔni Ndjakomba tine boo meako mimina midae pɛ bokɔmɔ ta ehole e piyɔ kaoko ta isu i sabata!.,"Priez pour que votre fuite narrive pas en hiver, ni un jour de sabbat."
MAT.24.21,"Tengasa ta ehole emina, enɔngi edakabi epipo, na bea enɔngi emina eipakaenɛmɛ donga ta mbangi e ngondo mbunoko edɛdi: eenɛmetebi naikina.","Car alors, la détresse sera si grande quil ny en a point eu de pareille depuis le commencement du monde jusquà présent, et quil ny en aura jamais."
MAT.24.22,"Esedabo Ndjakomba aikuedja ehole emina, pɛ moto okɔkɔ helama. Endolo aekuedjaka ta tina e bato i bahɔ yo.","Et, si ces jours nétaient abrégés, personne ne serait sauvé; mais, à cause des élus, ces jours seront abrégés."
MAT.24.23,"Ekada moto abali na nu boo: Endjani Kilito adi iya! Kaoko: Adi bo, pɛ bomodimeani.","Si quelquun vous dit alors: Le Christ est ici, ou: Il est là, ne le croyez pas."
MAT.24.24,"Tengasa bakilito ba boloa ko ba mbaeli ba boloa baenɛmɛkɛbi. Bakɔkɔbi bingengo bi ngindola binɛnɛ tine bopangoa, nongo bato i bahɔmɔkɔ na Ndjakomba.","Car il sélèvera de faux Christs et de faux prophètes; ils feront de grands prodiges et des miracles, au point de séduire, sil était possible, même les élus."
MAT.24.25,Hokamedjani! Nabalaka na nu donga ehele.,"Voici, je vous lai annoncé davance."
MAT.24.26,"«Ekada babali na nu: Endjani, adi ta etengelenge! Pɛ bokɛni. Kaoko bakabala na nu: Endjani, abolami iya! Pɛ bomodimeani.","Si donc on vous dit: Voici, il est dans le désert, ny allez pas; voici, il est dans les chambres, ne le croyez pas."
MAT.24.27,"Tengasa oko moda mokangɛsɛ mokaikai ta pamba e satina na sadiko, edi oko moda moduabi Mwana o Moto.","Car, comme léclair part de lorient et se montre jusquen occident, ainsi sera lavènement du Fils de lhomme."
MAT.24.28,"Polo esusu esambi ebembe, bingbondo ikaputoane ena.».","En quelque lieu que soit le cadavre, là sassembleront les aigles."
MAT.24.29,"«Oko ngɔngɔ i ehole emina e enɔngi, Modakabusa mohindakabi Songe apɛtebi bongɛsɛ bo yu Ndjɔtɔ bakwakabi donga ta busa Ko ngulu i diko ikumanakabi .","Aussitôt après ces jours de détresse, le soleil sobscurcira, la lune ne donnera plus sa lumière, les étoiles tomberont du ciel, et les puissances des cieux seront ébranlées."
MAT.24.30,"Na bea embete e Mwana o Moto eenɛmɛbi ta busa. Bato basusu ba bikomi bi ngondo basayeanabi, baenɛbi Mwana o Moto boimea ta matute ma busa na sueya esusu ko na ekumu enɛnɛ.","Alors le signe du Fils de lhomme paraîtra dans le ciel, toutes les tribus de la terre se lamenteront, et elles verront le Fils de lhomme venant sur les nuées du ciel avec puissance et une grande gloire."
MAT.24.31,"Na ngilimo enɛnɛ e panda, alomakabi babwɛndji ba nde ba busa boputoanedja bahɔmi ba nde donga ta makono masusu manɛi ma ngondo, donga ta suka emɔti mbunoko ta suka ekina.».","Il enverra ses anges avec la trompette retentissante, et ils rassembleront ses élus des quatre vents, depuis une extrémité des cieux jusquà lautre."
MAT.24.32,"«Kinani olehameni na isɛ i mole mo pigi: yana abangi mosua bodala ta tape ko kasa ibangi botɔ, okadjebeni boo yanga e moi mopipo eimei mbuti.","Instruisez-vous par une comparaison tirée du figuier. Dès que ses branches deviennent tendres, et que les feuilles poussent, vous connaissez que lété est proche."
MAT.24.33,"Oko moda momɔti na nu, ehole eenɛbino bea, djebani boo Mwana o Moto aimei mbuti, aimei ta bikukɛ bi bino.","De même, quand vous verrez toutes ces choses, sachez que le Fils de lhomme est proche, à la porte."
MAT.24.34,"Edi soti, nabalaka na nu: bato ba ehole ye badimoetebi boso bo baenɛ midjɔ mi boimea.","Je vous le dis en vérité, cette génération ne passera point, que tout cela narrive."
MAT.24.35,"Busa na kpɔtɔ bonɔbi, endolo mobalo mo mbi monɔetebi.».","Le ciel et la terre passeront, mais mes paroles ne passeront point."
MAT.24.36,"«Ta modjɔ moindji isu kaoko ehole, pɛ moto omɔti odjebaka, edae babwɛndji ba busa kaoko Mwana o Moto; endolo oko Sesa yo mɛnɛ.","Pour ce qui est du jour et de lheure, personne ne le sait, ni les anges des cieux, ni le Fils, mais le Père seul."
MAT.24.37,"Moda mokɔmɔkɔ ta masu ma Nowa, ekɔmɔbi oko moda momɔti ta bodua bo Mwana o Moto.",Ce qui arriva du temps de Noé arrivera de même à lavènement du Fils de lhomme.
MAT.24.38,"Tengasa, ta ehole emina, boso boo pela enɛnɛ edue, bato badaka boya, bomwa, boasɔnɔ kaoko boasɔedja bana ba bobo, mbunoko ta busa bokweaka Nowa ta masua.","Car, dans les jours qui précédèrent le déluge, les hommes mangeaient et buvaient, se mariaient et mariaient leurs enfants, jusquau jour où Noé entra dans larche;."
MAT.24.39,"Baidjebaka nongo eka emɔti yena ekɔkɔ kɔmɔ, mbunoko pela eduaka ko ebowaka bo basusu. Edabi pongono bea ehole eduabi Mwana o Moto.","et ils ne se doutèrent de rien, jusquà ce que le déluge vînt et les emportât tous: il en sera de même à lavènement du Fils de lhomme."
MAT.24.40,"Na bea, bami babae badabi ta gbie: omɔti atombamabi ko okina adikabi.","Alors, de deux hommes qui seront dans un champ, lun sera pris et lautre laissé;."
MAT.24.41,Bali babae basianakabi mbuma ta igbata: omɔti atombamabi ko okina adikabi.,"de deux femmes qui moudront à la meule, lune sera prise et lautre laissée."
MAT.24.42,"Pɛ bohwɛɛni, tengasa otadjebakeni isu iduabi Kumu o bino.","Veillez donc, puisque vous ne savez pas quel jour votre Seigneur viendra."
MAT.24.43,"Sipoani bopele modjɔ mu: esedabo moswa ndako adjebe ehole eboanaka moibi bodua na bulu, akɔkɔ dikama mɔsu ko aikɔkɔ kwea ta ndako e nde.","Sachez-le bien, si le maître de la maison savait à quelle veille de la nuit le voleur doit venir, il veillerait et ne laisserait pas percer sa maison."
MAT.24.44,"Na tina emina, ino pongono daani mbuti, tengasa Mwana o Moto aduake ta ehole edakabino pɛ bolɛdjɛ.».","Cest pourquoi, vous aussi, tenez-vous prêts, car le Fils de lhomme viendra à lheure où vous ny penserez pas."
MAT.24.45,"«Odi mɛnɛ mosali o bodjo ko o bowɛi nda? Mosala yona kumu o nde amopaka botomba basali ta tei e ndako e nde, tine boo abayedjake mia ta ehole eboani?.","Quel est donc le serviteur fidèle et prudent, que son maître a établi sur ses gens, pour leur donner la nourriture au temps convenable?."
MAT.24.46,"Sepi adi mosali yona, ekadabo kumu o nde ahuli, amotaneake asala mosala!.","Heureux ce serviteur, que son maître, à son arrivée, trouvera faisant ainsi!."
MAT.24.47,Edi soti nabalaka na nu: kumu o nde amopabi mosala mo bobanea bodieli bo nde bosusu.,"Je vous le dis en vérité, il létablira sur tous ses biens."
MAT.24.48,"Endolo akalɛdjɛ boo adi mosali mobe, asabaleabi: mokondji o mbi ayeyoi ta bohula.","Mais, si cest un méchant serviteur, qui dise en lui-même: Mon maître tarde à venir."
MAT.24.49,"na bea abangabi boboma binande ba mosala, boyaka ko bomwaka engbanga na balangoi ba mana.","sil se met à battre ses compagnons, sil mange et boit avec les ivrognes."
MAT.24.50,Kumu o nde ahulabi isu imɔti idabi mosali pɛ boamba ko na ehole edabiyo pɛ bodjeba;.,le maître de ce serviteur viendra le jour où il ne sy attend pas et à lheure quil ne connaît pas.
MAT.24.51,"amobenganabi ko amopabi iputi ta polo emɔti na bato bapokotoi, ta polo yena edabi biyo ko bokpɛkɛnɛ mino.».","il le mettra en pièces, et lui donnera sa part avec les hypocrites: cest là quil y aura des pleurs et des grincements de dents."
