verse_key,ngc,fr
MAT.21.7,Bamolwɛɛ tito o mwali okabeebo ane ko na mwana o nde moomi; ibia bakunda bo bisendja bi bobo ko Yesu akonda ta diko di bu.,"Ils amenèrent lânesse et lânon, mirent sur eux leurs vêtements, et le firent asseoir dessus."
MAT.21.8,Bato banɛnɛ ba emumu baanda bisendja bi bobo na ndjea; bakina balenaka tape dji mele ko badjiandaka na ndjea .,"La plupart des gens de la foule étendirent leurs vêtements sur le chemin; dautres coupèrent des branches darbres, et en jonchèrent la route."
MAT.21.9,Bimumu bi bato badalaka boso bo nde ko bakina bamokimanaka ko bagamaka bo: «Odjana adii Mwana o Dhapiti! Yɛɛ bo adjongoame Iyona okɛkɛ adoe na kombe e Kumu! Odjana ta bisika binɔi o diko !».,Ceux qui précédaient et ceux qui suivaient Jésus criaient: Hosanna au Fils de David! Béni soit celui qui vient au nom du Seigneur! Hosanna dans les lieux très hauts!.
MAT.21.10,"Ta ehole ekwea yo ta Yelusalɛmɛ, ngando enɛnɛ esusu ekumana. Bawadjaka bo: «Iyoo oko omina nda?».","Lorsquil entra dans Jérusalem, toute la ville fut émue, et lon disait: Qui est celui-ci?."
MAT.21.11,"Bimumu basɔmbedjaka bo: «Edii Yesu, motɛli o Nadjalɛtɛ e Galileya.».","La foule répondait: Cest Jésus, le prophète, de Nazareth en Galilée."
MAT.21.12,Yesu akwea ta tepelo ko abengana bato basusu batɛkɛkɛ ko basombaka ta tepelo; akukea mesa dji bato basɔmbɔtɔnɔkɔ palanga ko na bidie dji bato batɛkɛkɛ bimbenga.,"Jésus entra dans le temple de Dieu. Il chassa tous ceux qui vendaient et qui achetaient dans le temple; il renversa les tables des changeurs, et les sièges des vendeurs de pigeons."
MAT.21.13,Ko abala na bu bo: «Ekomama bo Ndako e mbi ebeamabi ndako e miɔngɔnɔ. Endelo ino oeimedjini esabalaka e bapundji !».,"Et il leur dit: Il est écrit: Ma maison sera appelée une maison de prière. Mais vous, vous en faites une caverne de voleurs."
MAT.21.14,Bato ba miso mago ko na bitumbɛ babatama mbuti na Yesu ta tepelo ko abaheledja.,Des aveugles et des boiteux sapprochèrent de lui dans le temple. Et il les guérit.
MAT.21.15,Endelo banganga ba Ndjakomba banɛnɛnɛnɛ ko na balehi ba mobeko balemoa amabo ɛnɛ midjɔ mibokamwa mikɔɔ iyo ko na bɛngɛ ibia bagamaka ta tepelo bo: «Odjana ta dii Mwana o Dhapiti!».,"Mais les principaux sacrificateurs et les scribes furent indignés, à la vue des choses merveilleuses quil avait faites, et des enfants qui criaient dans le temple: Hosanna au Fils de David!."
MAT.21.16,Iboa bamowadja bo: «Okakadea eka ebalakadea bo?» Endelo Yesu abasɔmbedja bo: «Okoboa. Oilangani nongo mobalo imumu mo Makomi: Odiakadea ekumu e wɛ ta minɔkɔ mi bɛngɛ bakɛkɛkɛkɛ ko na ibia banungakadea mabɛi ?».,"Ils lui dirent: Entends-tu ce quils disent? Oui, leur répondit Jésus. Navez-vous jamais lu ces paroles: Tu as tiré des louanges de la bouche des enfants et de ceux qui sont à la mamelle?."
MAT.21.17,Ngɔngɔ djimina abakina ko aimana ta ngando enɛnɛ bɛngi akɛe ta Betania ta esika e wɛɛ iyo.,"Et, les ayant laissés, il sortit de la ville pour aller à Béthanie, où il passa la nuit."
MAT.21.18,"Amaya busa, ta ihule di nde ta ngando enɛnɛ, Yesu aso aoka ndja.","Le matin, en retournant à la ville, il eut faim."
MAT.21.19,"Aɛnɛ mole mopigi na ndjea ko abatama mbuti na mu, endelo atanea oto kasa. Ko abala na mu bo: «Otabotabi mbuma naikina!» Na mbala emɔti mole mo pigi mokakana.","Voyant un figuier sur le chemin, il sen approcha; mais il ny trouva que des feuilles, et il lui dit: Que jamais fruit ne naisse de toi! Et à linstant le figuier sécha."
MAT.21.20,"Ama ɛnɛ batingami iboa, bakamoa. Bawadja adii Yesu bo: «Ndenge ndani mole imumu mo pigi mobwani bokakana na mbala emɔti?».","Les disciples, qui virent cela, furent étonnés, et dirent: Comment ce figuier est-il devenu sec en un instant?."
MAT.21.21,"Yesu abasɔmbedja bo: «Naotɔndeakadeani sooti mɛnɛ bo: okadaani na bodhima ko na pɛpɛ boisa kitɛ, obwanitini oto bokɔɔ midjɔ imimi misakɔɔ mbi ta mole imumu mo pigi, endelo ehole ebaladeano na ngomba iyeye bo: Donga iyaya ko sadumba ta dua enɛnɛ, ebwani bokɔɔmɔ.","Jésus leur répondit: Je vous le dis en vérité, si vous aviez de la foi et que vous ne doutiez point, non seulement vous feriez ce qui a été fait à ce figuier, mais quand vous diriez à cette montagne: Ote-toi de là et jette-toi dans la mer, cela se ferait."
MAT.21.22,"Eka esusu ewadjabi ino na bodhima ta yuunga, oebolodjabini.».","Tout ce que vous demanderez avec foi par la prière, vous le recevrez."
MAT.21.23,"Akwea Yesu ta tepelo ko ta ehole edaaka iyo aleha, banganga ba Ndjakomba banɛnɛnɛnɛ ko basuku ba Bayudha babatama mbuti na nde ko bamowadja bo: «Bokondji ndani bokɔkɔdea na wɛ midjɔ imimi? Oopa bokondji bomina nda?».","Jésus se rendit dans le temple, et, pendant quil enseignait, les principaux sacrificateurs et les anciens du peuple vinrent lui dire: Par quelle autorité fais-tu ces choses, et qui ta donné cette autorité?."
MAT.21.24,"Yesu abasɔmbedja bo: «Mbi pongono naowadjakadeani iwadja dimɔti, dimɔti pɛ; okasɔmbedjadeanini, iboa, naotɔndeadeani bokondji ndani bokɔkɔdea na mbi midjɔ imimi.","Jésus leur répondit: Je vous adresserai aussi une question; et, si vous my répondez, je vous dirai par quelle autorité je fais ces choses."
MAT.21.25,"Batisimo ba Yoane adonga bo djɔ ? Ta busa isa adii bato?» Ibo balɛdjɛ ko, basaleana bo: «Lokasɔmbedja bo: Ta busa, alowadjadea bo: Iboa oimodhimeani tina ndani.","Le baptême de Jean, doù venait-il? Du ciel, ou des hommes? Mais ils raisonnèrent ainsi entre eux; Si nous répondons: Du ciel, il nous dira: Pourquoi donc navez-vous pas cru en lui?."
MAT.21.26,"Endelo, lokasɔmbedja bo: Badonga ta dii bato, lodii na bɔɔ na emumu e bato, modjɔ mo bato basusu bakatombe Yoane ondingo motɛli.».","Et si nous répondons: Des hommes, nous avons à craindre la foule, car tous tiennent Jean pour un prophète."
MAT.21.27,"Iboa, basɔmbedja ta dii Yesu bo: «Lotadjebakadea.» Yesu abasɔmbedja bo: «Ta dii mbiko ngasa, nataotɔndeakadeani bokondji ndani bokɔkɔdea na mbi midjɔ imimi.».","Alors ils répondirent à Jésus: Nous ne savons. Et il leur dit à son tour: Moi non plus, je ne vous dirai pas par quelle autorité je fais ces choses."
MAT.21.28,"«Olɛdjɛkɛdeani bo? Moomi omɔti adaaka na baana ba nde baami babae. Abala na mwana o boso bo: Mwana o mba, busa ibubu kɛɛ asale ta gbie e mele mi vino.","Que vous en semble? Un homme avait deux fils; et, sadressant au premier, il dit: Mon enfant, va travailler aujourdhui dans ma vigne."
MAT.21.29,"Mwana omina amosɔmbedja bo: Naloni; endelo ngɔngɔ dji moo ehole, asɔmbɔtɔnɔ malɛi ko aso akɛɛ ta gbie.","Il répondit: Je ne veux pas. Ensuite, il se repentit, et il alla."
MAT.21.30,"Moomi o mina abala adii mwana o babae oko mondumba momina momɔti. Iyoyo obabae asɔmbedja bo: Okoboa moswa mba nakɛkɛdea akɛe, endelo aikɛ.","Sadressant à lautre, il dit la même chose. Et ce fils répondit: Je veux bien, seigneur. Et il nalla pas."
MAT.21.31,"Okɔɔ bopala bo sangwabu ta tei e bobo babae nda?» Bamosɔmbedja bo: «Mwana o boso». Iboa, Yesu abala na bu bo: «Naotɔndeakadeani sooti mɛnɛ bo: baputedji ba puti na bali ba ndukeli bakweabi boso bo bino ta Bokumu bo Ndjakomba.","Lequel des deux a fait la volonté du père? Ils répondirent: Le premier. Et Jésus leur dit: Je vous le dis en vérité, les publicains et les prostituées vous devanceront dans le royaume de Dieu."
MAT.21.32,"Modjɔ mo Yoane adua adii ino na ndjea e bodju, ko ino oimodhimeani; endelo baputedji ba puti na bali ba ndukeli bato bamodhimea. Nongo aɛnɛ ino midjɔ mimina, oisɔmbɔtɔnɔni milema ta tei e bino bɛngi omodhimeeni.».","Car Jean est venu à vous dans la voie de la justice, et vous navez pas cru en lui. Mais les publicains et les prostituées ont cru en lui; et vous, qui avez vu cela, vous ne vous êtes pas ensuite repentis pour croire en lui."
MAT.21.33,"«Hokamedjani ekuanedji ekina: Edaaka na moswa ndako omɔti oana gbie e nde e mele mi vino; aehikaka ikutu, alongea mombɔndɔ mo songa e boama mbuma dji vino, apika diako di ekpalaka eyai tina e bosɛndjɛlɛ . Ngɔngɔ djimina, aisa baaneli ba gbie e mele mi vino baputele ena ko aso akɛɛ mɔɔngɔ.","Écoutez une autre parabole. Il y avait un homme, maître de maison, qui planta une vigne. Il lentoura dune haie, y creusa un pressoir, et bâtit une tour; puis il lafferma à des vignerons, et quitta le pays."
MAT.21.34,"Iyana aimea mbuti na ehole e bobuka mbuma, aloma basali ba nde ta dii baaneli ba gbie e mele mi vino bɛngi bakɛe amotombea mbuma dji nde.","Lorsque le temps de la récolte fut arrivé, il envoya ses serviteurs vers les vignerons, pour recevoir le produit de sa vigne."
MAT.21.35,"Endelo baaneli ba gbie e mele mi vino bapea basali ba mina, boso baboma o babae bamoowa, ko o basato bamoowa na mabɔkɔ.","Les vignerons, sétant saisis de ses serviteurs, battirent lun, tuèrent lautre, et lapidèrent le troisième."
MAT.21.36,"Iboa, aloma pongono basali bakina banɛnɛ, bonɔ ibia bakɛkɛ boso; endelo baaneli ba gbie e vino babakɔɔ oko mondumba momina momɔti.","Il envoya encore dautres serviteurs, en plus grand nombre que les premiers; et les vignerons les traitèrent de la même manière."
MAT.21.37,"Ta suka, abalomea mwana o nde iyo mɛnɛ o moomi ko abalaka bo: Basumadea mwana o mbi.","Enfin, il envoya vers eux son fils, en disant: Ils auront du respect pour mon fils."
MAT.21.38,Endelo ehole aɛnɛ baaneli ba gbie e vino Mwana baso basabaleana bo: Indjani mosangoi! Doani lomowoe ko losangoadea bodieli bo nde.,"Mais, quand les vignerons virent le fils, ils dirent entre eux: Voici lhéritier; venez, tuons-le, et emparons-nous de son héritage."
MAT.21.39,"Iboa, bamopea, bamodumba sokolu e gbie e mele mi vino ko bamoowa.","Et ils se saisirent de lui, le jetèrent hors de la vigne, et le tuèrent."
MAT.21.40,«Ta ehole edoabi moswa gbie e mele mi vino akɔɔbi iyo baaneli ba gbie e mele mi vino nde?».,"Maintenant, lorsque le maître de la vigne viendra, que fera-t-il à ces vignerons?."
MAT.21.41,"Bamosɔmbedja bo: «Abaowedjabi yogo emɔti ebe mɛnɛ ko aisabi baputeli bakina baaneli ta gbie e mele mi vino, ibia babwani bomopa mbuma ta ehole ekoki.».","Ils lui répondirent: Il fera périr misérablement ces misérables, et il affermera la vigne à dautres vignerons, qui lui en donneront le produit au temps de la récolte."
MAT.21.42,"Yesu abala na bu bo: «Oilangani ta makomi? Ibanga idia didumba batongeli ba ndako diimea ikwee indonga. Ido diidonga ta dii Kumu, edii modjɔ mobokamwa ta miso ma biso .","Jésus leur dit: Navez-vous jamais lu dans les Écritures: La pierre quont rejetée ceux qui bâtissaient Est devenue la principale de langle; Cest du Seigneur que cela est venu, Et cest un prodige à nos yeux?."
MAT.21.43,"«Ta tina emina, naotɔndeakadeani sooti mɛnɛ bo: Bokondji bo Ndjakomba bodongedjamabi ta tei e bino ko bopamabi ta ekomi ekina emɔti ebotabi mbuma. .","Cest pourquoi, je vous le dis, le royaume de Dieu vous sera enlevé, et sera donné à une nation qui en rendra les fruits."
MAT.21.44,"Moto mosusu okwabi ta diko di ibanga imina abukeanabi bikenge bikenge ko moto iyona oo gbatimedjabi ibanga dimina, aminianabi bipɛndjɛ bipɛndjɛ .».","Celui qui tombera sur cette pierre sy brisera, et celui sur qui elle tombera sera écrasé."
MAT.21.45,"Ngɔngɔ dji booka bikuanedji bimina ibia bi nde, banganga ba Ndjakomba banɛnɛnɛnɛ ko Bapalisai basipoa bo Yesu abalaka na bu.","Après avoir entendu ses paraboles, les principaux sacrificateurs et les pharisiens comprirent que cétait deux que Jésus parlait."
MAT.21.46,"Bahomba mondumba mo bopea, endelo babangaka bimumu bi bato ta tina e bo bimumu bitombaka Yesu olongo motɛli.","et ils cherchaient à se saisir de lui; mais ils craignaient la foule, parce quelle le tenait pour un prophète."
MAT.22.1,Yesu abatubanea naikina na ekuanedji bo:.,"Jésus, prenant la parole, leur parla de nouveau en paraboles, et il dit:."
MAT.22.2,«Bokumu bo busa bobwani na mokondji omɔti iyoyo okɔɔkɔ tɛkɛ e moki e mwana o nde o moomi.,Le royaume des cieux est semblable à un roi qui fit des noces pour son fils.
MAT.22.3,"Aloma basali ba nde bakɛe abea bato ibia babeamaka ta tɛkɛ, endelo bato baipala bodoa.",Il envoya ses serviteurs appeler ceux qui étaient invités aux noces; mais ils ne voulurent pas venir.
MAT.22.4,"Aloma naikina basali bakina abala na bu bo: Kɛɛni atɔndeeni bato ibia babeamaki bo: edɛyeye nasidji bobɔngedja mia, naowodji ngɔmbɔ ba mbi ba baami ko na tito ba mbi ba miita, midjɔ misusu misi. Pɛpɛ bodimboani oko ta tɛkɛ e moki.","Il envoya encore dautres serviteurs, en disant: Dites aux conviés: Voici, jai préparé mon festin; mes bœufs et mes bêtes grasses sont tués, tout est prêt, venez aux noces."
MAT.22.5,"Endelo bato babeamaka ta tɛkɛ pɛpɛ nongo moto omɔti obɛɛ moposo: bakina bakɛkɛ ta gbie dji bobo, ko bakina bakɛkɛ aɛngɛdje leka lo bobo;.","Mais, sans sinquiéter de linvitation, ils sen allèrent, celui-ci à son champ, celui-là à son trafic;."
MAT.22.6,"Iboa bakina bapea basali, babanɔngedja ko babaowa.","et les autres se saisirent des serviteurs, les outragèrent et les tuèrent."
MAT.22.7,Iboa mokondji aoka kɛlɛ: aloma bosodha ba nde bɛngi baowoe baoweli ba bato bamina ko batumbe ngando enɛnɛ e bobo.,"Le roi fut irrité; il envoya ses troupes, fit périr ces meurtriers, et brûla leur ville."
MAT.22.8,"Ngɔngɔ djimina, abala na basali ba nde bo: Mia ma tɛkɛ e moki mabakami ta mesa, endelo bato ibia babeamaki ta tɛkɛ emina babwanakiti na mu.",Alors il dit à ses serviteurs: Les noces sont prêtes; mais les conviés nen étaient pas dignes.
MAT.22.9,"Natina emina kɛɛni ta matano, ko beani bato basusu otaneadea ino ta tɛkɛ e moki.","Allez donc dans les carrefours, et appelez aux noces tous ceux que vous trouverez."
MAT.22.10,"Basali ba nde bakɛɛ ta ndjea baputoanedja bato basusu batanea bo, babe na bapele; ko ndako e tɛkɛ e moki eso eluma na bato.","Ces serviteurs allèrent dans les chemins, rassemblèrent tous ceux quils trouvèrent, méchants et bons, et la salle des noces fut pleine de convives."
MAT.22.11,Mokondji akwea bɛngi aindje bato ibia babeamaka ko aso aɛnɛ moomi omɔti ailwaka esendja e tɛkɛ e moki.,"Le roi entra pour voir ceux qui étaient à table, et il aperçut là un homme qui navait pas revêtu un habit de noces."
MAT.22.12,"Amowadja bo: Mina mba, okwei iyaya pɛpɛ bolwa esendja e tɛkɛ na mondumba nda? Moomi omina aimosɔmbedja nongo eka emɔti.","Il lui dit: Mon ami, comment es-tu entré ici sans avoir un habit de noces? Cet homme eut la bouche fermée."
MAT.22.13,Iboa mokondji abala na basali bo: Monangani mako na mɔmɔ ko modumbani sokolu ta modidi. Iho ayeabi ko akpɛkɛnɛbi miino.,"Alors le roi dit aux serviteurs: Liez-lui les pieds et les mains, et jetez-le dans les ténèbres du dehors, où il y aura des pleurs et des grincements de dents."
MAT.22.14,Modjɔ mo banɛnɛ babeama endelo bakɛkɛ bahɔɔmɔ.».,"Car il y a beaucoup dappelés, mais peu délus."
MAT.22.15,Iboa Bapalisai bakɛɛ akɔɔ inginda di bohomba mondumba ndani mo bopikea Yesu elambo na ndjea e mibalo mi nde.,Alors les pharisiens allèrent se consulter sur les moyens de surprendre Jésus par ses propres paroles.
MAT.22.16,"Bamolomea batingami ba bobo na bato ba iputo di Elode bɛngi babale na nde bo: «Molehi, lodjebaka bo okabale bosooti: ko okalehe ndjea e Ndjakomba na bosooti bosusu; tokakoanake malɛi ma bato; modjɔ mo toindjake mbanda dji bato.","Ils envoyèrent auprès de lui leurs disciples avec les hérodiens, qui dirent: Maître, nous savons que tu es vrai, et que tu enseignes la voie de Dieu selon la vérité, sans tinquiéter de personne, car tu ne regardes pas à lapparence des hommes."
MAT.22.17,Lotɔndea eka ndani elɛnɛkɛdea wɛ ta modjɔ imumu: etungi na su lopute puti e Kaisala kaoko ngasa?».,"Dis-nous donc ce quil ten semble: est-il permis, ou non, de payer le tribut à César?."
MAT.22.18,"Endelo Yesu odjebaka malɛno ma bobo mabe; abasɔmbedja bo: «Bato ba ndango e mongi, tina epikeakadeanini na nu elambo nda?.","Jésus, connaissant leur méchanceté, répondit: Pourquoi me tentez-vous, hypocrites?."
MAT.22.19,Inedjanini pata e palanga ekapute na bu puti.» Bamoinedja pata e palanga emɔti.,Montrez-moi la monnaie avec laquelle on paie le tribut. Et ils lui présentèrent un denier.
MAT.22.20,Ko abawadja bo: «Epweya iyeye ko makomi imimi ma nda?».,Il leur demanda: De qui sont cette effigie et cette inscription?.
MAT.22.21,"Bamosɔmbedja bo: «Ma Kaisala». Iboa Yesu abasɔmbedja bo: «Pani na Kaisala midjɔ mi Kaisala, ko pani na Ndjakomba midjɔ mi Ndjakomba.».","De César, lui répondirent-ils. Alors il leur dit: Rendez donc à César ce qui est à César, et à Dieu ce qui est à Dieu."
MAT.22.22,Baso bakamwa na misɔmbedja miokabo. Bamokina ko bakɛɛ.,"Étonnés de ce quils entendaient, ils le quittèrent, et sen allèrent."
MAT.22.23,"Oko busa bomina, Basadukai ibibi bakabale bo bosisoa ta bogwa boditi bakɛɛ awadja Yesu bo:.","Le même jour, les sadducéens, qui disent quil ny a point de résurrection, vinrent auprès de Jésus, et lui firent cette question:."
MAT.22.24,"«Molehi, Mose abala bo: Moto akagwa pɛpɛ bobota baana, mwanango atungi boasɔ mwali ogwedji moomi bɛngi amobotedje baana babwani bodaa batitani ba mowei .","Maître, Moïse a dit: Si quelquun meurt sans enfants, son frère épousera sa veuve, et suscitera une postérité à son frère."
MAT.22.25,"Enakoboa, ta tei e biso edaaka na baana baami sambo. Mwana o boso asɔkɔ mwali ko agwa, abonie aibota, akina mwali o nde na mwana o nango.","Or, il y avait parmi nous sept frères. Le premier se maria, et mourut; et, comme il navait pas denfants, il laissa sa femme à son frère."
MAT.22.26,Ekɔɔmɔ mondumba momɔti na mwana o babae ko na o basato tii mbunoko mwana o sambo.,"Il en fut de même du second, puis du troisième, jusquau septième."
MAT.22.27,Ngɔngɔ dji bobo ibo basusu mwali aso agwa.,"Après eux tous, la femme mourut aussi."
MAT.22.28,"Ta busa bo bosisoa ta bogwa, mwali omina adaabi o nda ta tei e baami sambo? Modjɔ mo ibo basusu bamoasɔkɔ!».","A la résurrection, duquel des sept sera-t-elle donc la femme? Car tous lont eue."
MAT.22.29,"Yesu abasɔmbedja bo: «Odiini ta tei e ibunga ta tina e bo otasipoakani edae Makomi, edae ngulu e Ndjakomba.","Jésus leur répondit: Vous êtes dans lerreur, parce que vous ne comprenez ni les Écritures, ni la puissance de Dieu."
MAT.22.30,"Modjɔ mo ta ehole e bosisoa ta bogwa, bali na baami batasɔnɔbi, endelo badaabi ondingo babwɛndi ta busa.","Car, à la résurrection, les hommes ne prendront point de femmes, ni les femmes de maris, mais ils seront comme les anges de Dieu dans le ciel."
MAT.22.31,"Ta modjɔ moindji bosisoa ta bogwa, oilangani eka ebala Ndjakomba na nu? Abala bo:.","Pour ce qui est de la résurrection des morts, navez-vous pas lu ce que Dieu vous a dit:."
MAT.22.32,"Edii mbi odii Ndjakomba o Abalayama, Ndjakomba O Isaka ko Ndjakomba o Yakobo . Ndjakomba adiiti o bato bago, endelo o bato badii na bomɔ.».","Je suis le Dieu dAbraham, le Dieu dIsaac, et le Dieu de Jacob? Dieu nest pas Dieu des morts, mais des vivants."
MAT.22.33,Bimumu bi bato bamookaka bakamoa bobuke mɛnɛ na eleho e nde.,"La foule, qui écoutait, fut frappée de lenseignement de Jésus."
MAT.22.34,"Ehole eoka Bapalisai bo Yesu asidji Basadukai esɔndjɔ, ibo pongono baputoana.","Les pharisiens, ayant appris quil avait réduit au silence les sadducéens, se rassemblèrent."
MAT.22.35,"Ko molehi o mobeko omɔti ta tei e bobo , amopikea elambo ko amowadja bo:.","et lun deux, docteur de la loi, lui fit cette question, pour léprouver:."
MAT.22.36,"«Molehi, mobeko monɔi na bonɛnɛ nda?».","Maître, quel est le plus grand commandement de la loi?."
MAT.22.37,"Amosɔmbedja bo: «Pala Kumu Ndjakomba o wɛ na molema mo wɛ itombo, na dongi di wɛ itombo ko na bowɛi bo wɛ bosusu .","Jésus lui répondit: Tu aimeras le Seigneur, ton Dieu, de tout ton cœur, de toute ton âme, et de toute ta pensée."
MAT.22.38,Iyena edii mobeko monɔi na bonɛnɛ ko mo boso.,Cest le premier et le plus grand commandement.
MAT.22.39,Mobeko mo babae mokuani na imumu: Pala minɔ ondingo wɛ mɛnɛ .,"Et voici le second, qui lui est semblable: Tu aimeras ton prochain comme toi-même."
MAT.22.40,Mobeko mosusu na bileho bi batɛli bidii ta tei e mibeko imia mibae.».,De ces deux commandements dépendent toute la loi et les prophètes.
MAT.22.41,"Iyana aputoanaka Bapalisai, Yesu abawadja bo:.","Comme les pharisiens étaient assemblés, Jésus les interrogea."
MAT.22.42,«Ekalɛne ino nde ta tina Kilito? Adii motitani o nda?» Bamosɔmbedja bo: «Adii motitani o Dhapiti».,en disant: Que pensez-vous du Christ? De qui est-il fils? Ils lui répondirent: De David.
MAT.22.43,Abawadja naikina bo: «Ndenge ndani Dhapiti na ndjea e Mwembo abwani bomobea Kumu? Modjɔ mo Dhapiti abala bo:.,"Et Jésus leur dit: Comment donc David, animé par lEsprit, lappelle-t-il Seigneur, lorsquil dit:."
MAT.22.44,"Kumu abala adii Kumu o mbi bo: Daa ta ebɔ e mbi e baami, mbunoko naise baloni ba wɛ ta nase dji bigbota bi wɛ .","Le Seigneur a dit à mon Seigneur: Assieds-toi à ma droite, Jusquà ce que je fasse de tes ennemis ton marchepied?."
MAT.22.45,"«Iboa, Dhapiti akamobea Kumu, mondumba ndani mobwani na Kilito bodaa motitani o Dhapiti?».","Si donc David lappelle Seigneur, comment est-il son fils?."
MAT.22.46,"Pɛpɛ nongo moto omɔti omosɔmbedja kɔpi emɔti ko, donga busa ibua pɛpɛ nongo moto omɔti omeka bomowadja naikina.","Nul ne put lui répondre un mot. Et, depuis ce jour, personne nosa plus lui proposer des questions."
MAT.23.1,Iboa Yesu abala na bimumu bi bato ko na batingami ba nde bo:.,"Alors Jésus, parlant à la foule et à ses disciples, dit:."
MAT.23.2,«Balehi ba mobeko ko na Bapalisai badii ta mesa e eleho ta elomu e botingodja bato mobeko mo Mose.,Les scribes et les pharisiens sont assis dans la chaire de Moïse.
MAT.23.3,"Kokoledjani ko kɔɔni eka esusu ebalakadea bo na nu; endelo pɛpɛ bokwanani oko midjɔ mi bobo, modjɔ mo tebakɔe imia mikabale ibo.","Faites donc et observez tout ce quils vous disent; mais nagissez pas selon leurs œuvres. Car ils disent, et ne font pas."
MAT.23.4,Bakanange mina mi mandi ko na bopipo ta bolwa bɛngi ba mibakeake ta malokuloku ma bato; endelo ibo bɛnɛ te bapale nongo bobɛndjɛ na mosapi.,"Ils lient des fardeaux pesants, et les mettent sur les épaules des hommes, mais ils ne veulent pas les remuer du doigt."
MAT.23.5,"Mikɔ mi bobo misusu, bakamikɔe oto bɛngi bato ba baɛnɛ. Iboa ta mbanda ko ta mabɔ ma bobo bakalwae biale bi bisendja bidii na Makomi ko bakakadje sɔngɔ dji bisendja djikadae na Makomi .","Ils font toutes leurs actions pour être vus des hommes. Ainsi, ils portent de larges phylactères, et ils ont de longues franges à leurs vêtements;."
MAT.23.6,Bakapale bodaa ta bisika bi ekumu ta tɛkɛ ko ta bisika bi boso ta ndako dji miɔngɔnɔ mi Bayudha;.,"ils aiment la première place dans les festins, et les premiers sièges dans les synagogues;."
MAT.23.7,bakapale babaiseake ndese ta bisika bi maputo ma bato ko na bobabeaka Molehi na bato.,"ils aiment à être salués dans les places publiques, et à être appelés par les hommes Rabbi, Rabbi."
MAT.23.8,"Endelo ino, pɛpɛ bopalani oko baobeakeni Molehi, modjɔ mo ino denga odiini oko na Molehi omɔti.","Mais vous, ne vous faites pas appeler Rabbi; car un seul est votre Maître, et vous êtes tous frères."
MAT.23.9,"Ko iyaya ta kpɔtɔ pɛpɛ bobeani moto omɔti Sangwanu, modjɔ mo Sesa adii oko omɔti, Iyona odii ta busa.","Et nappelez personne sur la terre votre père; car un seul est votre Père, celui qui est dans les cieux."
MAT.23.10,"Pɛpɛ bosabeani Modaledji, modjɔ mo odiini na Modaledji omɔti oko Kilito.","Ne vous faites pas appeler directeurs; car un seul est votre Directeur, le Christ."
MAT.23.11,Moto odii monɛnɛ ta tei e bino adae mosali o bino.,Le plus grand parmi vous sera votre serviteur.
MAT.23.12,"Iyona osangɔdjɔdea bamotitedjadea, ko iyona osatitedjadea bamongɔdjɔdea.».","Quiconque sélèvera sera abaissé, et quiconque sabaissera sera élevé."
MAT.23.13,"«Ndjokwa e bino balehi ba mobeko ko na Bapalisai, bato ba ndango e mongi! Odipeakadeani bato ndjea bɛngi badae pɛpɛ bokwea ta Bokumu bo busa; modjɔ mo, ino bɛɛnɛ otakweadeani, ko osiakadeani bato ibia bapalakadea bokwea. .","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous fermez aux hommes le royaume des cieux; vous ny entrez pas vous-mêmes, et vous ny laissez pas entrer ceux qui veulent entrer."
MAT.23.14,"«Ndjokwa e bino balehi ba mobeko ko na Bapalisai, bato ba ndango e mongi! Okakatoeni leka lo bali bagwedja baami ko, okakɔɔeni yuunga dji yai dji yai bɛngi okoseakeni bato. Ta tina emina obolodjadeani etumbu enɔɔke .","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous dévorez les maisons des veuves, et que vous faites pour lapparence de longues prières; à cause de cela, vous serez jugés plus sévèrement."
MAT.23.15,"«Ndjokwa e bino balehi ba mobeko ko na Bapalisai, bato ba ndango e mongi! Okakɛɛni mɛɛngɔ ta dua djinɛnɛ ko na o ngondo bɛngi baemedje nongo moto omɔti modhimi o Ndjakomba o Bayudha , ta ndelo e mobolodji ino okamoimedjeni moto o ipelu mbala ibae bonɔ ino.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous courez la mer et la terre pour faire un prosélyte; et, quand il lest devenu, vous en faites un fils de la géhenne deux fois plus que vous."
MAT.23.16,"«Ndjokwa e bino, badaledji bagwa miso! Ino okabaleni bo: Moto akakata seleka na kombe e tepelo, iyena idiiti na modjɔ; endelo moto akakata seleka na kombe e wolo e tepelo etungi na nde bokokedja seleka e nde.","Malheur à vous, conducteurs aveugles! Qui dites: Si quelquun jure par le temple, ce nest rien; mais, si quelquun jure par lor du temple, il est engagé."
MAT.23.17,Bindanga! Bato bagwa miso! Eka enɔi tɛtɔ nda: wolo isa tepelo iyeye ikaimedje wolo esɛnɔke?.,"Insensés et aveugles! Lequel est le plus grand, lor, ou le temple qui sanctifie lor?."
MAT.23.18,"Okabale naikina bo: Moto akakata seleka na kombe e etumbelo, ediiti na modjɔ; endelo moto akakata seleka na kombe e ibondja dji dii ta diko di etumbelo, etungi na nde bokokedja seleka e nde.","Si quelquun, dites-vous encore, jure par lautel, ce nest rien; mais, si quelquun jure par loffrande qui est sur lautel, il est engagé."
