verse_key,yaf,fr
MAT.23.18,"Amana lwisi zimbula hika: Honi mutu kadya ndefi mu khumbu ya mesa ma kimenga, ka kima ku; kaasi yuka ni mutu mosi kadya ndefi mu khumbu ya kabu dina dyenina ha mesa ma kimenga, kafweti lungisa ndefi yandi.","Si quelquun, dites-vous encore, jure par lautel, ce nest rien; mais, si quelquun jure par loffrande qui est sur lautel, il est engagé."
MAT.23.19,"Baphofu! Amana biki biluti mupfunu, kabu ho mesa ma kimenga mana misi sakumuna kabu?.","Aveugles! Lequel est le plus grand, loffrande, ou lautel qui sanctifie loffrande?."
MAT.23.20,"Disongidila, wuna wisi dya ndefi mu khumbu ya mesa ma kimenga kisiya dya mu khumbu ya mesa ma kimenga yi mu khumbu ya bima byosu byenina hana thandu;.",Celui qui jure par lautel jure par lautel et par tout ce qui est dessus;.
MAT.23.21,"amana wuna wisi dya ndefi mu khumbu ya nzu ya Nzambi, kisiya dya mu khumbu ya nzu ya Nzambi yi mu khumbu ya wuna wisimwa kala.",celui qui jure par le temple jure par le temple et par celui qui lhabite;.
MAT.23.22,"Amana wuna wisi dya ndefi mu khumbu ya zilu, kisiya dya mu khumbu ya kiti kya luyalu kya Nzambi yi mu khumbu ya wuna wenina hana wazakala.",et celui qui jure par le ciel jure par le trône de Dieu et par celui qui y est assis.
MAT.23.23,"«Khi kyadi kwena benu, balongi ba mitsiku yi bafwadisi, bakavungalosi! Kikuma lwisi hana kimosi kya kumi kya khaya za tsudi ya kitoku yi bithundu yi miti mya kitoku, kaasi lusisi bima bya mupfunu mu mitsiku: kusungama, khenda yi lukwikilu; byabina biluti mboti mu kusala, konda kusisa bina bisadi.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous payez la dîme de la menthe, de laneth et du cumin, et que vous laissez ce qui est plus important dans la loi, la justice, la miséricorde et la fidélité: cest là ce quil fallait pratiquer, sans négliger les autres choses."
MAT.23.24,"Bathwadisi baphofu, lwisi kenza malafu mu kukatula biyingayinga kaasi lwisi mina Kamela wa muthu!.","Conducteurs aveugles! Qui coulez le moucheron, et qui avalez le chameau."
MAT.23.25,"«Khi kyadi kwena benu, balongi ba mitsiku yi bafwadisi, bakavungalosi! Kikuma lwisi semisa phenza ya kopha yi dilonga, amana mu kati bya kabasi yi bima bina lwisi yiba yi kukonda kwa kusipha kwa mbundu.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous nettoyez le dehors de la coupe et du plat, et quau dedans ils sont pleins de rapine et dintempérance."
MAT.23.26,Mufwadisi phofu! Semisa theti kati dya kopha ndangu phenza yandi phi yasema.,"Pharisien aveugle! Nettoie premièrement lintérieur de la coupe et du plat, afin que lextérieur aussi devienne net."
MAT.23.27,"«Khi kyadi kwena benu, balongi ba mitsiku yi Bafwadisi, bakavungalosi! Kikuma lufwanani yi mazyamu basiti phemba mabati monika kitoku ku phenza, kaasi mu kati mabasa yi mifufwa mya bamvumbi yi bima byosu bya mvindu.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous ressemblez à des sépulcres blanchis, qui paraissent beaux au-dehors, et qui, au-dedans, sont pleins dossements de morts et de toute espèce dimpuretés."
MAT.23.28,"Phila mosi phi yi benu, lwisi monika batu ba masonga kwena batu, kaasi mu kati lwabasa yi mvunga yi mambu mambi.","Vous de même, au-dehors, vous paraissez justes aux hommes, mais, au-dedans, vous êtes pleins dhypocrisie et diniquité."
MAT.23.29,"«Khi kyadi kwena benu, balongi ba mitsiku yi Bafwadisi, bakavungalosi! Lwisi tunga mazyamu ma bambikudi, yi kunenga mazyamu ma batu ba masonga.","Malheur à vous, scribes et pharisiens hypocrites! Parce que vous bâtissez les tombeaux des prophètes et ornez les sépulcres des justes."
MAT.23.30,"amana lwisi zimbula: Wadi betu phi twazingila mu tangwa dya batata betu, wadi twakanaku kala mu kithwadi kya mbi yi bawu kikuma kya kunokisa menga ma bambikudi.","et que vous dites: Si nous avions vécu du temps de nos pères, nous ne nous serions pas joints à eux pour répandre le sang des prophètes."
MAT.23.31,Abwabuna lwisi ta kimbangi kwena benu-benu ni lwenina bana ba batu bana báhonda bambikudi.,Vous témoignez ainsi contre vous-mêmes que vous êtes les fils de ceux qui ont tué les prophètes.
MAT.23.32,"Amana benu, landenu, manisenu mana báyandika batata benu!.",Comblez donc la mesure de vos pères.
MAT.23.33,"Banyoka, mbandu ya masawa! Abweti lubati banza kutina kyana pfundusu ya bilungi?.","Serpents, race de vipères! Comment échapperez-vous au châtiment de la géhenne?."
MAT.23.34,"Ihana ni tala meni phitiki kwena benu bambikudi yi batu ba nduka yi balongi ba mitsiku. Muna kati dya bawu, bahika, lwabáhonda amana lwabákhoka ha kitakani, bakwawu hika, lwabázyatula muna nzu za kimvuka za Bayuta zenu amana bakwawu hika phi, lwabányokuniki mbanza muna mbanza;.","Cest pourquoi, voici, je vous envoie des prophètes, des sages et des scribes. Vous tuerez et crucifierez les uns, vous battrez de verges les autres dans vos synagogues, et vous les persécuterez de ville en ville."
MAT.23.35,"ndangu yalubwila mbesi ya menga moosu ma batu ba masonga mana mátyakana ha tsi tukidila ku menga ma Abelu mutu wa masonga yi kuna menga ma Zakadiya, mwana wa yakala wa Balakiya, wuna lwáhonda ha kati dya nzu ya Nzambi yi mesa ma kimenga.","afin que retombe sur vous tout le sang innocent répandu sur la terre, depuis le sang dAbel le juste jusquau sang de Zacharie, fils de Barachie, que vous avez tué entre le temple et lautel."
MAT.23.36,Mu kyedika yiluzimbwadi: mambu mana moosu mabwíla kwena batu ba mbandu yayi.».,"Je vous le dis en vérité, tout cela retombera sur cette génération."
MAT.23.37,"«Yelusalemi, Yesulusalemi, ngeyi wisi honda bambikudi yi kubatimbwala matadi bana bisi kutumina! Mbala kwa nzodi kedi kukutikisa bana baku bwosu kisi kutikisa, ngudi wa khoku, bana bandi ku tsi ya mahela mandi, kaasi lwázolabwoku.","Jérusalem, Jérusalem, qui tues les prophètes et qui lapides ceux qui te sont envoyés, combien de fois ai-je voulu rassembler tes enfants, comme une poule rassemble ses poussins sous ses ailes, et vous ne lavez pas voulu!."
MAT.23.38,"Tala buthwena, balúyambwadidiya nzu yenu, yakítuka zumbu!.","Voici, votre maison vous sera laissée déserte;."
MAT.23.39,"Mukuma, yiluzimbwadi, mu kyedika: Tuka lelu dyadi lwambónaku hika tii yi kuna lwazímbwala: Kasakumuka wuna wukwisila mu khumbu ya Pfumu!».","car, je vous le dis, vous ne me verrez plus désormais, jusquà ce que vous disiez: Béni soit celui qui vient au nom du Seigneur!."
MAT.24.1,"Mu kulubuka kwa Yesu mu nzu ya Nzambi, balonguki bandi bábwesuka ndangu bamusongila thungidi ya nzu ya Nzambi.","Comme Jésus sen allait, au sortir du temple, ses disciples sapprochèrent pour lui en faire remarquer les constructions."
MAT.24.2,"Amana yandi mu kubavutwala, wuzimbudi: «Lwisibyoku tala bima byabi byosu? Mu kyedika, yiluzimbwadi, hasálaku keti tadi dimosi ha thandu ya tadi dikwawu dyakonda wulumuka.».","Mais il leur dit: Voyez-vous tout cela? Je vous le dis en vérité, il ne restera pas ici pierre sur pierre qui ne soit renversée."
MAT.24.3,"Amana buna kázakala yandi hana mongu wuna bisi tela ni mongu wa Olive, balonguki bábwesuka kwena yandi, mu kingenga bazimbudi: «Tuzimbwala khi tangwa makála mambu mana amana khi kidimbu kyasóngila ngisilu yaku yi tsuka ya tsi?».","Il sassit sur la montagne des oliviers. Et les disciples vinrent en particulier lui faire cette question: Dis-nous, quand cela arrivera-t-il, et quel sera le signe de ton avènement et de la fin du monde?."
MAT.24.4,"Amana mu kubavutwala, Yesu wuzimbudi: «Kebenu, ka mutu ku kalutotisa!.",Jésus leur répondit: Prenez garde que personne ne vous séduise.
MAT.24.5,"Kikuma lawu bakwísa mu khumbu ya meni, mu kuzimbula: Meni yenina Kidisitu amana lawu babátotisa.","Car plusieurs viendront sous mon nom, disant: Cest moi qui suis le Christ. Et ils séduiront beaucoup de gens."
MAT.24.6,"Amana lwayúka kuzonzila mvita yi pfweta-pfweta za mvita: talenu, lukalaku mu bidilu; mukuma mboti mambu mana masalama, kaasi yakálaku kedi tsuka.","Vous entendrez parler de guerres et de bruits de guerres: gardez-vous dêtre troublés, car il faut que ces choses arrivent. Mais ce ne sera pas encore la fin."
MAT.24.7,"Mukuma tsi yimosi yanwánisa tsi yikwawu, amana kipfumu kimosi kyanwánisa kipfumu kikwawu; amana nzala yi kunikana kwa mafu byakála muma mwahika.","Une nation sélèvera contre une nation, et un royaume contre un royaume, et il y aura, en divers lieux, des famines et des tremblements de terre."
MAT.24.8,Amana mambu mana moosu makála hanga misongu mya theti.,Tout cela ne sera que le commencement des douleurs.
MAT.24.9,Hanga balulambudi ku kiwayi amana balúhonda amana balúmenga muna makanda moosu kikuma kya khumbu ya meni.,"Alors on vous livrera aux tourments, et lon vous fera mourir; et vous serez haïs de toutes les nations, à cause de mon nom."
MAT.24.10,"Muna tangwa meni dina, kyakála kisinza kikuma kya batu balawu, amana bamosi badílambula bawu yi bawu, amana bahika badímenga bawu yi bawu.","Alors aussi plusieurs succomberont, et ils se trahiront, se haïront les uns les autres."
MAT.24.11,"Amana bambikudi ba bukamvi lawu batélama, bahukumuna batu balawu.","Plusieurs faux prophètes sélèveront, et ils séduiront beaucoup de gens."
MAT.24.12,Kikuma kya mambu mambi mana ma lawu; lungongu lwa batu balawu lwakúlumuka.,"Et, parce que liniquité se sera accrue, la charité du plus grand nombre se refroidira."
MAT.24.13,"Kaasi wuna wakwámina tii yi kuna tsuka, yandi kahúluka.",Mais celui qui persévérera jusquà la fin sera sauvé.
MAT.24.14,"Musamu wa Bukheti wawu wa Kipfumu kya mazilu basámunawa muna tsi yosu yina bisi zingila, kyakála kimbangi kikuma kya makanda moosu, hanga tsuka yisi.».","Cette bonne nouvelle du royaume sera prêchée dans le monde entier, pour servir de témoignage à toutes les nations. Alors viendra la fin."
MAT.24.15,"«Tangwa lwamóna muzangi wanzanzi wakutelamisa muna kizika kyahedila, bwosu kázonza mbikudi Tanyela, mutu wuna wubati tanga kabakula!.","Cest pourquoi, lorsque vous verrez labomination de la désolation, dont a parlé le prophète Daniel, établie en lieu saint, que celui qui lit fasse attention!."
MAT.24.16,Hanga bana bakala mu kinzunga kya Yuteya batini muna myongu;.,"alors, que ceux qui seront en Judée fuient dans les montagnes;."
MAT.24.17,"wuna wakála ha thandu ya mudilu, katulukaku kikuma kya kulubula bima mu nzu yandi;.",que celui qui sera sur le toit ne descende pas pour prendre ce qui est dans sa maison;.
MAT.24.18,amana wuna wakala mu kilanga kavutukaku kikuma kya kubonga muledi wandi.,et que celui qui sera dans les champs ne retourne pas en arrière pour prendre son manteau.
MAT.24.19,Khi kyadi kwena mukhetu wuna wakala ku vumu yi kwena wuna wakala yemika muna bilumbu meni bina!.,Malheur aux femmes qui seront enceintes et à celles qui allaiteront en ces jours-là!.
MAT.24.20,"Lombilenu ndangu lutinaku mu tangwa dya kyosi kya lawu, keti mu kilumbu kya sabata!.","Priez pour que votre fuite narrive pas en hiver, ni un jour de sabbat."
MAT.24.21,"Mukuma, kiwayi kya lawu kyakála, hanga kina kyakonda kedi kala tuka ku luyandiku lwa tsi yi buthwena bwabu, amana zakálaku hika.","Car alors, la détresse sera si grande quil ny en a point eu de pareille depuis le commencement du monde jusquà présent, et quil ny en aura jamais."
MAT.24.22,"Wadi ni bilumbu bina byákalaku bya khufi, wadi keti mutu káhulukaku, kaasi kikuma kya bana básolama bákhufikisilabya bilumbu bina.","Et, si ces jours nétaient abrégés, personne ne serait sauvé; mais, à cause des élus, ces jours seront abrégés."
MAT.24.23,Yuka ni mutu kaluzimbwala: Kidisitu haha kenina! Holo: Kuna kenina! Lukwikilaku.,"Si quelquun vous dit alors: Le Christ est ici, ou: Il est là, ne le croyez pas."
MAT.24.24,"Mukuma bamasiya ba bukamvi yi bambikudi ba bukamvi balúbuka; basóngila biphadi yi mambu ma kuyituka mukuma, yuka bwalendakana, bahúkumuna keti bana kásola Nzambi.","Car il sélèvera de faux Christs et de faux prophètes; ils feront de grands prodiges et des miracles, au point de séduire, sil était possible, même les élus."
MAT.24.25,Tala buna thekidi luzimbwala.,"Voici, je vous lai annoncé davance."
MAT.24.26,"«Disongidila yuka ni baluzimbwala: Talenu, mu nganga kenina, lulubukaku; holo, talenu ku suku kenina, lukwikilaku.","Si donc on vous dit: Voici, il est dans le désert, ny allez pas; voici, il est dans les chambres, ne le croyez pas."
MAT.24.27,"Kikuma bwosu wisi lubuka mutsyenzya tuka ku malubwakidi amana wukenzudi yi kuna mazyokidi, bwabuna kwakála kukwisa kwa Mwana wa mutu.","Car, comme léclair part de lorient et se montre jusquen occident, ainsi sera lavènement du Fils de lhomme."
MAT.24.28,"Kuna kwakála kivundisila, kwakuna bakútakanina bangandwanganga.».","En quelque lieu que soit le cadavre, là sassembleront les aigles."
MAT.24.29,"«Hanga kunima dya bilumbu bina bya kiwayi, tangwa kaphínda, ngondi kaséngulaku myesi myandi, bathetimbwa babwa tukidila ku zilu, amana ngolu za mazilu zaníkana.","Aussitôt après ces jours de détresse, le soleil sobscurcira, la lune ne donnera plus sa lumière, les étoiles tomberont du ciel, et les puissances des cieux seront ébranlées."
MAT.24.30,"Hanga kidimbu kya Mwana wa mutu kimoniki muna zilu; amana bikanda byosu bya tsi mu khondu byakála, bamóna Mwana wa mutu buna kakwísa hana matuti ma zilu yi ngolu yi khembu ya lawu.","Alors le signe du Fils de lhomme paraîtra dans le ciel, toutes les tribus de la terre se lamenteront, et elles verront le Fils de lhomme venant sur les nuées du ciel avec puissance et une grande gloire."
MAT.24.31,"Katúma banzyo bandi yi phungi ya mbuta, amana bakútikisa batu ba tselu ya bana kásola tukidila tselu ya tsi yi tselu ya zilu.».","Il enverra ses anges avec la trompette retentissante, et ils rassembleront ses élus des quatre vents, depuis une extrémité des cieux jusquà lautre."
MAT.24.32,"«Mbandu ya kingana kya mufiki yaluheka dilongi: tangwa lwamóna ni miti wusawakidini, zayenu ni tsungi ya pha yibwesukini.","Instruisez-vous par une comparaison tirée du figuier. Dès que ses branches deviennent tendres, et que les feuilles poussent, vous connaissez que lété est proche."
MAT.24.33,"Phila mosi yi kwena benu, tangwa lwamóna bima bina byosu, zayenu ni Mwana wa mutu wekina mu kukwisa.","De même, quand vous verrez toutes ces choses, sachez que le Fils de lhomme est proche, à la porte."
MAT.24.34,"Mu kyedika, yiluzimbwadi: mbandu yayi, yahítaku kedi yi kuna masálamina mambu mana moosu.","Je vous le dis en vérité, cette génération ne passera point, que tout cela narrive."
MAT.24.35,"Zilu yi tsi byatóta, kaasi ndinga zama zalendaku tota.».","Le ciel et la terre passeront, mais mes paroles ne passeront point."
MAT.24.36,"«Kikuma kya kilumbu meni kina yi tangwa, ka mutu ku wuzayibya, keti banzyo muna mazilu, keti Mwana; kaasi Tata yandi hika.","Pour ce qui est du jour et de lheure, personne ne le sait, ni les anges des cieux, ni le Fils, mais le Père seul."
MAT.24.37,"Mukuma bwosu bwákala mu tangwa dya Nowa, yibwana phi bwakála mu kukwisa kwa Mwana wa mutu.",Ce qui arriva du temps de Noé arrivera de même à lavènement du Fils de lhomme.
MAT.24.38,"Amana bwosu bwákala muna bilumbu meni bina byátekila kithombu, batu bakala dya yi kunwa, bakala kwelana yi kukwedisa, tii yi kuna kilumbu kina kákota Nowa mu nzasa;.","Car, dans les jours qui précédèrent le déluge, les hommes mangeaient et buvaient, se mariaient et mariaient leurs enfants, jusquau jour où Noé entra dans larche;."
MAT.24.39,"amana bakalaku bakula kima tii yi kuna kyisila kithombu amana kinati byosu, yibwabuna phi bwakála mu kukwisa kwa Mwana wa mutu.","et ils ne se doutèrent de rien, jusquà ce que le déluge vînt et les emportât tous: il en sera de même à lavènement du Fils de lhomme."
MAT.24.40,Hanga batu bodi bakála muna kilanga: mosi batámbula amana mosi bamúsisa.,"Alors, de deux hommes qui seront dans un champ, lun sera pris et lautre laissé;."
MAT.24.41,"Bakhetu bodi bakala toka muna yanda, mosi bamúnata, mukwawu bamúsisa.","de deux femmes qui moudront à la meule, lune sera prise et lautre laissée."
MAT.24.42,"Disongidila kalenu batemuna, mukuma luzayiku keti khi kilumbu kakwísa Pfumu wenu.","Veillez donc, puisque vous ne savez pas quel jour votre Seigneur viendra."
MAT.24.43,"Amana zayenu bwabu: Wadi mukwa nzu kazayaka tangwa dina kakwisa mwifi, kakhanaku nimba amana kakhanaku yambwadila ni kalungula nzu yandi.","Sachez-le bien, si le maître de la maison savait à quelle veille de la nuit le voleur doit venir, il veillerait et ne laisserait pas percer sa maison."
MAT.24.44,"Yihana ni, kalenu bayilama, benu phi, mukuma Mwana wa mutu kakwísa muna tangwa dina lukondi yindula benu.».","Cest pourquoi, vous aussi, tenez-vous prêts, car le Fils de lhomme viendra à lheure où vous ny penserez pas."
MAT.24.45,«Nati si musadi wakwikama yi wa ngangu? Wuna káheka mukwa nzu kiyeka kya basadi bahika ndangu kabahekaka kudya muna tangwa dina difwani?.,"Quel est donc le serviteur fidèle et prudent, que son maître a établi sur ses gens, pour leur donner la nourriture au temps convenable?."
MAT.24.46,"Kyesi kwena musadi wuna, buna kakwísa mukwa nzu, kamuwana bwabuna mu kisalu!.","Heureux ce serviteur, que son maître, à son arrivée, trouvera faisant ainsi!."
MAT.24.47,"Mu kyedika, yiluzimbwadibwa: kamúheka kiyeka kya bima byandi byosu.","Je vous le dis en vérité, il létablira sur tous ses biens."
MAT.24.48,Kaasi yuka ni yandina kakala musadi wa mbi amana kadibanzila muna mbundu yandi: Pfumu wama kalengaku kwisa.,"Mais, si cest un méchant serviteur, qui dise en lui-même: Mon maître tarde à venir."
MAT.24.49,"kayandika kubabeta banduku ba kisalu, amana kadyaka, kanwaka phi kumosi yi babana bisi zela malafu.","sil se met à battre ses compagnons, sil mange et boit avec les ivrognes."
MAT.24.50,kyedika mukwa nzu wuna katúla muna kilumbu kimosi kina kakalaku wayilama musadi wuna yi mu tangwa dina kakondiku zaya;.,le maître de ce serviteur viendra le jour où il ne sy attend pas et à lheure quil ne connaît pas.
MAT.24.51,"kamúheka ndola ya mbuta amana kámusya mu ndonga ya bakavungalosi, kuna kwakala bidilu yi makwenzi.».","il le mettra en pièces, et lui donnera sa part avec les hypocrites: cest là quil y aura des pleurs et des grincements de dents."
MAT.25.1,"«Kinga Kipfumu kya mazilu kifwanani yi bana ba bandumba kumi bábonga mwinda mya bawu, benda tundakana yi yakala dya longu.","Alors le royaume des cieux sera semblable à dix vierges qui, ayant pris leurs lampes, allèrent à la rencontre de lépoux."
MAT.25.2,"Batanu, hana kati dya bawu, báyilamaku amana batanu bahika báyilama.","Cinq dentre elles étaient folles, et cinq sages."
MAT.25.3,"Bana bakonda yilama, buna bábonga mwinda mya bawu, bánataku masi ma bawu.","Les folles, en prenant leurs lampes, ne prirent point dhuile avec elles;."
MAT.25.4,Kaasi batanu bana bayilama bánata masi muna bilekwa yi mwinda mya bawu.,"mais les sages prirent, avec leurs lampes, de lhuile dans des vases."
MAT.25.5,"Bwosu kázingidila yakala mu kukwisa, boosu bahanga balembwi kwabawu amana bánimba.","Comme lépoux tardait, toutes sassoupirent et sendormirent."
MAT.25.6,"Amana mu kisuku kya phipha, kindanda kiditi: Talenu yandu yakala, lubukenu, lwenda mutundakana.","Au milieu de la nuit, on cria: Voici lépoux, allez à sa rencontre!."
MAT.25.7,"Hanga bandumba bana boosu batokami, amana báyidika mwinda mya bawu.","Alors toutes ces vierges se réveillèrent, et préparèrent leurs lampes."
MAT.25.8,"Hanga bana bakonda yilama bazimbudi kwena bana báyilama: Tuhekenu masi menu, kikuma mwinda mya betu mizimi.","Les folles dirent aux sages: Donnez-nous de votre huile, car nos lampes séteignent."
MAT.25.9,"Bana ba mayedi bavutudi: Loni, meku mafwana kikuma kya betu yi benu; mboti lwenda kwena bana bisima tekisa ndangu lwasumba kikuma kya benu.","Les sages répondirent: Non; il ny en aurait pas assez pour nous et pour vous; allez plutôt chez ceux qui en vendent, et achetez-en pour vous."
MAT.25.10,"Bwabuna benda bawu mu kusumba, yakala wátula. Amana bana bakala bayilama bakota yi yandi muna nzu ya mukinzi wa longu, hanga bayafikidi mwelu.","Pendant quelles allaient en acheter, lépoux arriva; celles qui étaient prêtes entrèrent avec lui dans la salle des noces, et la porte fut fermée."
MAT.25.11,"Amana kunima dya tangwa, bisa bandumba bana bakwawu, mu kuzimbula: Tata, Tata, tuyafwadila.","Plus tard, les autres vierges vinrent, et dirent: Seigneur, Seigneur, ouvre-nous."
MAT.25.12,"Kaasi yandi mu kuvutula, wuzimbudi: Mu kyedika, yiluzimbwadi: Yiluzayiku.","Mais il répondit: Je vous le dis en vérité, je ne vous connais pas."
MAT.25.13,"Disongidila, kalakenu bayilama, kikuma luzayiku keti kilumbu keti tangwa.».","Veillez donc, puisque vous ne savez ni le jour, ni lheure."
MAT.25.14,"«Kipfumu kya mazilu kifwanakani hanga mutu mosi, mu kukwenda mu kitambu: watéla basadi bandi amana wábaheka bima byandi.","Il en sera comme dun homme qui, partant pour un voyage, appela ses serviteurs, et leur remit ses biens."
MAT.25.15,"Kwena mosi, mikuta mitanu mya wolu, kwena mukwawu, mikuta myodi mya wolu, amana kwena wuna wa tatu mukuta wumosi, kwena kosu mutu muna ngolu zandi, amana kunima, wenda kwandi mu kitambu.","Il donna cinq talents à lun, deux à lautre, et un au troisième, à chacun selon sa capacité, et il partit."
MAT.25.16,"Buna kenda, musadi wuna wábonga mikuta mitanu, wásadilamya amana wálumbula mitanu myahika.","Aussitôt celui qui avait reçu les cinq talents sen alla, les fit valoir, et il gagna cinq autres talents."
MAT.25.17,"Phila mosi yi wuna wábonga mikuta myodi, wálumbula myodi myahika.","De même, celui qui avait reçu les deux talents en gagna deux autres."
MAT.25.18,"Kaasi wuna wátambula mukuta wumosi wenda wawu, wásima muna mafu amana wázikawa mukuta wa wolu wa pfumu wandi.","Celui qui nen avait reçu quun alla faire un creux dans la terre, et cacha largent de son maître."
MAT.25.19,"«Amana kunima dya tangwa dya lawu, pfumu wa basadi bana wisa, hanga wubatedi ndangu kazaya mutindu wuna básadiladya wolu.","Longtemps après, le maître de ces serviteurs revint, et leur fit rendre compte."
MAT.25.20,"Amana buna kábwesuka wuna wátambula mikuta mitanu, wusongidi hika mitanu mikwawu mu kuzimbula: Pfumu, mikuta mitanu wápheka, tala mitanu mikwawu ndumbudi.","Celui qui avait reçu les cinq talents sapprocha, en apportant cinq autres talents, et il dit: Seigneur, tu mas remis cinq talents; voici, jen ai gagné cinq autres."
MAT.25.21,"Pfumu wandi wumuzimbwadi: Bwa bukheti! Ngeyi wenina musadi wa bukheti yi wa bulemvu. Muna bima bya khunda wukadiki mulemvu, yikúyadika ha thandu ya bima bya lawu, kota mu kyesi kya pfumu waku.","Son maître lui dit: Cest bien, bon et fidèle serviteur; tu as été fidèle en peu de chose, je te confierai beaucoup; entre dans la joie de ton maître."
MAT.25.22,"Buna kábwesuka wuna wátambula mikuta myodi wuzimbudi: Pfumu, mikuta myodi wápheka, tala, mikwawu myodi mina ndumbudi.","Celui qui avait reçu les deux talents sapprocha aussi, et il dit: Seigneur, tu mas remis deux talents; voici, jen ai gagné deux autres."
MAT.25.23,"Pfumu wandi wumuzimbwadi: Bwa bukheti! Musadi wa bukheti yi wa bulemvu, mu bima bya khunda, wisi dikadila wa bulemvu, yikúyadika ha thandu ya bima bya lawu; kota mu kyesi kya pfumu waku.","Son maître lui dit: Cest bien, bon et fidèle serviteur; tu as été fidèle en peu de chose, je te confierai beaucoup; entre dans la joie de ton maître."
MAT.25.24,"Amana buna kábwesuka wuna wátambula mukuta wumosi, wuzimbudi: Tata, bwosu yikuzaya ni ngeyi mukwa mathata, wisi hela muna wakonda kunina, amana wisi wongika hana wakonda mwanga;.","Celui qui navait reçu quun talent sapprocha ensuite, et il dit: Seigneur, je savais que tu es un homme dur, qui moissonnes où tu nas pas semé, et qui amasses où tu nas pas vanné;."
MAT.25.25,"amana mu kubanga, yihanga, tswekiwa mukuta waku mu mafu; tala wawu mukuta waku.","jai eu peur, et je suis allé cacher ton talent dans la terre; voici, prends ce qui est à toi."
MAT.25.26,"Amana pfumu wandi wumuvutwadini: Musadi wambi, mubolu! Wázayabwa ni yisi hela muna yikonda kunina, yisi wongika muna yikonda mwanga?.","Son maître lui répondit: Serviteur méchant et paresseux, tu savais que je moissonne où je nai pas semé, et que jamasse où je nai pas vanné;."
MAT.25.27,"Wadi wakala kwenda sikula mukuta wa wolu dyama kwena bana bisi sala ku banki, amana mu kuvutuka kwama, khadi tambula bina byenina bya meni yi muluta.","il te fallait donc remettre mon argent aux banquiers, et, à mon retour, jaurais retiré ce qui est à moi avec un intérêt."
MAT.25.28,Disongidila ni mutambulenu mukuta wuna wa wolu amana hanenu kwena wuna wenina myawu kumi.,"Otez-lui donc le talent, et donnez-le à celui qui a les dix talents."
MAT.25.29,"Mukuma bahána kwena wuna wenina kyawu, ndangu kakala yi bima bya lawu, kaasi kwena wuna wukondi kima, bamútambula keti kina kenina kyawu.","Car on donnera à celui qui a, et il sera dans labondance, mais à celui qui na pas on ôtera même ce quil a."
MAT.25.30,"Amana musadi wuna wakonda mupfunu, mulosenu ku phenza, muna phipha ya ku phenza; kwakuna kwakala bidilu yi makwenzi.».","Et le serviteur inutile, jetez-le dans les ténèbres du dehors, où il y aura des pleurs et des grincements de dents."
MAT.25.31,"«Tangwa kakwísa Mwana wa mutu mu khembu yandi yi banzyo boosu ha kimosi yi yandi, hanga wuzakadi hana kiti kyandi kya khembu.","Lorsque le Fils de lhomme viendra dans sa gloire, avec tous les anges, il sassiéra sur le trône de sa gloire."
MAT.25.32,"Makanda moosu makhúndakana kuna thwala ya yandi, amana kabáhambula bamosi yi bakwawu, bwosu kisi hambula kalema mikoku yi bakhombu:.","Toutes les nations seront assemblées devant lui. Il séparera les uns davec les autres, comme le berger sépare les brebis davec les boucs;."
MAT.25.33,"hanga wulongiki mikoku kuna koku dyandi dya kitata, amana bakhombu kuna koku dyandi dya kimama.","et il mettra les brebis à sa droite, et les boucs à sa gauche."
MAT.25.34,"Hanga kyamvu wuzimbudi kwena bana bakála ku koku dyandi dya kitata: Alwisa, benu kásambula Tata wama, tambulenu Kipfumu kya mazilu kina báluyidikila tukila buna káhanga tsi.","Alors le roi dira à ceux qui seront à sa droite: Venez, vous qui êtes bénis de mon Père; prenez possession du royaume qui vous a été préparé dès la fondation du monde."
MAT.25.35,"Mukuma, yíkala yi nzala, benu lwápheka bya kudya; yíkala yi kihwinya, benu lwápheka bya kunwa; yíkala munzenza amana benu lwángyamba;.","Car jai eu faim, et vous mavez donné à manger; jai eu soif, et vous mavez donné à boire; jétais étranger, et vous mavez recueilli;."
MAT.25.36,"yíkala khonga, benu lwámvwatisa; yikala bela, benu lwátsadisa; yíkala mu boloku, amana lwisa thala.","jétais nu, et vous mavez vêtu; jétais malade, et vous mavez visité; jétais en prison, et vous êtes venus vers moi."
MAT.25.37,"Amana batu ba masonga bamúvutwala mu kuzimbula: Pfumu, khi tangwa twákumona ngeyi wákala yi nzala, amana twákuheka bya kudya, holo wákala yi kihwinya, twákuheka bya kunwa?.","Les justes lui répondront: Seigneur, quand tavons-nous vu avoir faim, et tavons-nous donné à manger; ou avoir soif, et tavons-nous donné à boire?."
MAT.25.38,"Khi tangwa twákumona, wákala munzenza amana twákuyamba, holo wákala khonga amana twákuvwatisa?.","Quand tavons-nous vu étranger, et tavons-nous recueilli; ou nu, et tavons-nous vêtu?."
MAT.25.39,"Amana khi tangwa twákumona wakala bela holo mu boloku, amana thwisa kutala.","Quand tavons-nous vu malade, ou en prison, et sommes-nous allés vers toi?."
