language,iso_code,variety,region,source,source_url,retrieved_at,record_id,reference,source_text,target_language,target_text,target_text_raw,unit_type,domain,licence,review_status,quality_flags,notes
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,f880584a02c4bab2,kit10k:1038,Buvons à son succès.,Congo Swahili,Tukunywe kwa mafanyikio yake.,Tukunywe kwa mafanyikio yake.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,28e5a09a907bd2f7,kit10k:1039,Il est tombé amoureux avec l'un de ses élèves.,Congo Swahili,Alipenda umoja wa wanafunzi wake.,Alipenda umoja wa wanafunzi wake.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,0319c1b5b46b9159,kit10k:1040,Puis-je avoir un autre verre maintenant ?,Congo Swahili,Je! Minaweza pata kingine kilahuli ya kinywaji sasa?,Je! Minaweza pata kingine kilahuli ya kinywaji sasa?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,a82c9a4187cef8c3,kit10k:1041,L'alcool au volant peut être dangereux.,Congo Swahili,Kutembeza gari na ukiwa mlevi inawezakuwa hatari.,Kutembeza gari na ukiwa mlevi inawezakuwa hatari.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,31fd6b1ca8d2a26c,kit10k:1042,Je prends mon travail au sérieux.,Congo Swahili,Nakamata kazi yangu kwa umakini.,Nakamata kazi yangu kwa umakini.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,4b83c34e051caa4a,kit10k:1043,Cet idiot de Tom aurait dû se douter que le dernier mot de cette phrase serait évidemment pour Mary.,Congo Swahili,Huyo Tom mjinga angepashwa jua kama Mariamu angeelewa neno ya mwisho mwa iyi msemo.,Huyo Tom mjinga angepashwa jua kama Mariamu angeelewa neno ya mwisho mwa iyi msemo (phrase).,sentence,general,CC BY 4.0,verified_source,clean_variant_diff,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3c8f10231ecf8136,kit10k:1044,Je ne voulais pas ça.,Congo Swahili,Sikukuwa nataka hiyi.,Sikukuwa nataka hiyi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,55ceb4c0bbcb9fc8,kit10k:1045,Je me rappelle de votre visage mais pas de votre nom.,Congo Swahili,Nakumbuka sura yako alakini hapana jina yako.,Nakumbuka sura yako alakini hapana jina yako.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,19d046877b16589b,kit10k:1046,Es-tu sûr que tu n'as pas froid?,Congo Swahili,Je! Uko na uhakika kama hausikii baridi?,Je! Uko na uhakika kama hausikii baridi?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3d05f9912a6c6e18,kit10k:1047,Demande à Tom où il est.,Congo Swahili,Muulize Tom iko wapi.,Muulize Tom iko wapi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,08efcb1ca8149bf6,kit10k:1048,Elle est trop jeune pour connaître la vérité.,Congo Swahili,Angali mtoto mudogo sana kujuaukweli.,Angali mtoto mudogo sana kujuaukweli.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,91e0262127b51637,kit10k:1049,"Ok, Tom, ça suffit !",Congo Swahili,"Sawa, Tom, inatosha!","Sawa, Tom, inatosha!",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,e16fbe341c97e930,kit10k:1050,Il me faut celui-ci.,Congo Swahili,Minahitaji hiyi.,Minahitaji hiyi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,eaa82002af09b819,kit10k:1051,Ce cinéma a deux étages.,Congo Swahili,Iyi ukumbi sinema iko na étages mbili.,Iyi ukumbi (salle) sinema iko na étages mbili.,sentence,general,CC BY 4.0,verified_source,clean_variant_diff,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,456bc085b53353f3,kit10k:1052,Le roi se présentera en personne demain soir.,Congo Swahili,Mufalme atajitambulisha yepeke kesho magaribi.,Mufalme atajitambulisha yepeke kesho magaribi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3591eaf788330eef,kit10k:1053,Tom t’a répondu ?,Congo Swahili,Tom alikujibia?,Tom alikujibia?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,5566b4e20838de85,kit10k:1054,Elle a perdu son sang-froid à ce moment là.,Congo Swahili,Alipoteza uvumilivu ile wakati.,Alipoteza uvumilivu ile wakati.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,efbee22619d865b4,kit10k:1055,Dis à Tom que j'ai besoin de son aide.,Congo Swahili,Mwambie Tom kama minahitaji msaada wake.,Mwambie Tom kama minahitaji msaada wake.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,d463ddc9d16040db,kit10k:1056,Marie ne perdait pas de temps.,Congo Swahili,Maria hakuwa napoteza muda.,Maria hakuwa napoteza muda.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,a505d78d50f2e660,kit10k:1057,"Selon moi, elle a raison.",Congo Swahili,"Kwa mtazamo wangu, iko na sheria.","Kwa mtazamo wangu, iko na sheria.",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,bc7e718ba82c7839,kit10k:1058,J'ai vu le film.,Congo Swahili,Niliangalia film.,Niliangalia film.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b0a954582dad3a68,kit10k:1059,Pourquoi est-ce que tu ne viens pas avec nous ?,Congo Swahili,Juu ya nini haukuyi twende pamoya?,Juu ya nini haukuyi twende pamoya?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,613991f434d1c32a,kit10k:1060,Il est fier de ce que son père était un grand scientifique.,Congo Swahili,Anajivunia kuwa baba yake alikuwa mwanasayansi mukubwa.,Anajivunia kuwa baba yake alikuwa mwanasayansi mukubwa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,526d6a1657c6ddd0,kit10k:1061,À demain matin !,Congo Swahili,Tuonane kesho asubui.,Tuonane kesho asubui.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,270763ef8a273976,kit10k:1062,J'espère que quelque chose de bien va se produire avant que la journée soit finie.,Congo Swahili,Natumaini kama kitu kizuri kinatokea kabla ya mwisho ya siku.,Natumaini kama kitu kizuri kinatokea kabla ya mwisho ya siku.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,af82665b27be7d0d,kit10k:1063,Je suis né sur un bateau.,Congo Swahili,Nilizaliwa kwenye mashua.,Nilizaliwa kwenye mashua.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,1ce84d2af00cbcdb,kit10k:1064,Pourquoi ne viendrais-tu pas en parler autour d'une tasse de café ?,Congo Swahili,Juu ya nini hauwezi kuya tuzuingumzie na tukikunywa kahawa?,Juu ya nini hauwezi kuya tuzuingumzie na tukikunywa kahawa?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7f8eda7eaa307a9e,kit10k:1065,Cette vidéo a déjà plus de un million de vues.,Congo Swahili,Iyi video ilishaangaliwa na zaidi ya watu milioni moja,Iyi video ilishaangaliwa na zaidi ya watu milioni moja,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8f10752e77087658,kit10k:1066,Où sont les chaussures ?,Congo Swahili,Biato biko wapi?,Biato biko wapi?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3ddb0888e4120de6,kit10k:1067,Il me faut perdre un peu de poids.,Congo Swahili,Minahitaji kupoteza bilo.,Minahitaji kupoteza bilo (bunene).,sentence,general,CC BY 4.0,verified_source,clean_variant_diff,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,377bbea3233059d6,kit10k:1068,Pourquoi tu souris ?,Congo Swahili,Juu ya nini unacheka?,Juu ya nini unacheka?,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6d51544843bce411,kit10k:1069,J'ai senti quelque chose toucher mes pieds.,Congo Swahili,Nilisikia kitu kinanigusa ku migulu.,Nilisikia kitu kinanigusa ku migulu.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,268c11e6c1aceb94,kit10k:1070,Il n'y a pas d'autre choix.,Congo Swahili,Hakuna chaguo ingine.,Hakuna chaguo ingine.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7ad0942bf0d745a4,kit10k:1071,Je ne chante vraiment pas.,Congo Swahili,Siimbaki kabisa.,Siimbaki kabisa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,8e3c165a5cf844ce,kit10k:1072,Je pense que cela serait très utile.,Congo Swahili,Nazani hiyo itasaidia sana.,Nazani hiyo itasaidia sana.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,78b3843b37dced9f,kit10k:1073,Levez la main.,Congo Swahili,Nawa mikono.,Nawa mikono.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,ed506e6587cb8179,kit10k:1074,Cette peinture devrait rapporter pas mal d'argent aux enchères.,Congo Swahili,Iyi uchoraji inapashwa kupata pesa nyingi kwenye enchères.,Iyi uchoraji inapashwa kupata pesa nyingi kwenye enchères (fasi kwenye wa franga mingi njo banauzishiaka biashara).,sentence,general,CC BY 4.0,verified_source,clean_variant_diff,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,c19a88a669f624e2,kit10k:1075,Ce travail exige un haut degré de compétence.,Congo Swahili,Iyi kazi inahitaji ujuzi mkubwa.,Iyi kazi inahitaji ujuzi mkubwa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,061fcdaad4e7522e,kit10k:1076,Nous avons pensé que ça ne t'a pas plu.,Congo Swahili,Tulizani kama haukuipenda.,Tulizani kama haukuipenda.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,6f4ee6901b47dbf1,kit10k:1077,J'ai dit que je ne m'en souvenais pas.,Congo Swahili,Nilisema kama sikumbuki.,Nilisema kama sikumbuki.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,73f937b45050c007,kit10k:1078,Laisse tomber.,Congo Swahili,Achana nayo.,Achana nayo.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,bfeccd38b2f9d802,kit10k:1079,Tu as peut-être raison.,Congo Swahili,Unaweza kuwa na sheria.,Unaweza kuwa na sheria.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,16757278c81499e8,kit10k:1080,L'honneur existe même parmi les voleurs.,Congo Swahili,Heshima inakuwaka hata mu kundi ya bamwizi.,Heshima inakuwaka hata mu kundi ya bamwizi.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,773b6d5dd7176666,kit10k:1081,Il est là pour te protéger.,Congo Swahili,Iko pale kwa kukulinda.,Iko pale kwa kukulinda.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7bc43b192b16cd45,kit10k:1082,C'est une belle histoire.,Congo Swahili,Ni adisi ya muzuri.,Ni adisi (histoire) ya muzuri.,sentence,general,CC BY 4.0,verified_source,clean_variant_diff,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,49425079030d0e2f,kit10k:1083,Tom n'a jamais entendu Mary mentir.,Congo Swahili,Tom hayawahi kusikia Maria anadanganya.,Tom hayawahi kusikia Maria anadanganya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2dd68fb45dd47af2,kit10k:1084,Mon épouse suit un régime sévère.,Congo Swahili,Mke wangu iko kwenye malishi yenye inaomba uangalifu sana.,Mke wangu iko kwenye malishi yenye inaomba uangalifu sana.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,422b7b68713e73bd,kit10k:1085,Je suppose que c'est une blague.,Congo Swahili,Nazani iyi ni utani.,Nazani iyi ni utani (muzaa).,sentence,general,CC BY 4.0,verified_source,clean_variant_diff,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,25c12e0834a7d0e2,kit10k:1086,Attention de ne pas tomber.,Congo Swahili,Kuwa mwangalifu usianguke.,Kuwa mwangalifu usianguke.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,4cea6dba1f560bda,kit10k:1087,Tu me rases.,Congo Swahili,Unaninyoa.,Unaninyoa.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,818cf23d8a3d9911,kit10k:1088,Il devrait arriver chez toi dans une heure.,Congo Swahili,Angepashwa fika kwako mu saa moya.,Angepashwa fika kwako mu saa moya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,99af7e37f1631339,kit10k:1089,Ne va pas dans un endroit pareil en pleine nuit.,Congo Swahili,Usiende mahali kama iyi busiku.,Usiende mahali kama iyi busiku.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,26639d9952adca18,kit10k:1090,Je vais te surveiller.,Congo Swahili,Nitakuchunguza.,Nitakuchunguza.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,889c7c96cc3fd9f9,kit10k:1091,Elle a terminé son travail.,Congo Swahili,Alimaliza kazi yake.,Alimaliza kazi yake.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,299b2924f16c0ed0,kit10k:1092,Mon père et moi allons à la pèche de temps en temps.,Congo Swahili,Miye na baba yangu tunaendaka kuvua samaki mara kwa mara.,Miye na baba yangu tunaendaka kuvua samaki mara kwa mara.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7702e41d64f14561,kit10k:1093,Il a un fils.,Congo Swahili,Iko na mutoto wa kijana.,Iko na mutoto wa kijana (garcon).,sentence,general,CC BY 4.0,verified_source,clean_variant_diff,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,fd1a7c84e6d1a7b6,kit10k:1094,Je suis ici avec un ami.,Congo Swahili,Niko hapa na rafiki yangu umoya.,Niko hapa na rafiki yangu umoya.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,7d98b74f0df2c22e,kit10k:1095,Tu peux inviter qui tu veux.,Congo Swahili,Unaweza kukaribisha yeyote mwenye unataka.,Unaweza kukaribisha yeyote mwenye unataka.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,71568e5745104ba6,kit10k:1096,Dis bonjour à Jimmy.,Congo Swahili,Salimia Jimmy.,Salimia Jimmy.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,2c2b46cb92966f9e,kit10k:1097,"Au revoir, monde cruel !",Congo Swahili,"Kwaheri, dunia bila huruma!","Kwaheri, dunia bila huruma!",sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,b9baf4a9e906dc5a,kit10k:1098,Tom arrêtait de pleurer.,Congo Swahili,Tom aliacha kulia.,Tom aliacha kulia.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
Congo Swahili,swc,DRC Congo Swahili,Eastern DRC,CLEAR Global Gamayun kit10k,https://huggingface.co/datasets/CLEAR-Global/Gamayun-kits,2026-08-21,3a7eba489eb7ff11,kit10k:1099,Tom a accepté un cadeau coûteux de Mary.,Congo Swahili,Tom alikubali zawadi ya beyi kutoka kwa Maria.,Tom alikubali zawadi ya beyi kutoka kwa Maria.,sentence,general,CC BY 4.0,verified_source,,CLEAR Global source accepted as supplied; validated by a Congo Swahili speaker.
