verse_key,auh,fr
MAT.8.18,"Ulo Yesu abwene ibumba lya mushingulukile, alyebele abasambi bakwe ukuya bushilya bwa bemba.","Jésus, voyant une grande foule autour de lui, donna lordre de passer à lautre bord."
MAT.8.19,"Kafundisha wa mafunde umo alishile no kweba Yesu ati, kasambilisha nkokukonka konse ukoya.","Un scribe sapprocha, et lui dit: Maître, je te suivrai partout où tu iras."
MAT.8.20,"Yesu naye alimwasukile ati, Bamumbwe balikwetepo imimba no tuni tulikwetepo ifinsa, nomba u Mwana wa Muntu ena takwatapo na pa kusaika umutwi.","Jésus lui répondit: Les renards ont des tanières, et les oiseaux du ciel ont des nids; mais le Fils de lhomme na pas où reposer sa tête."
MAT.8.21,"Umusambi umbi naye alyebele Yesu ati, Shikulu lekeni ngale nge kushiika batata.","Un autre, dentre les disciples, lui dit: Seigneur, permets-moi daller dabord ensevelir mon père."
MAT.8.22,"Yesu alimwasukile ati, Leka abakufwa baye kushiika abakufwa banabo, nomba webo twende unkonke.","Mais Jésus lui répondit: Suis-moi, et laisse les morts ensevelir leurs morts."
MAT.8.23,"Elo Yesu apateme mu bwange, na basambi bakwe bali mukonkele.","Il monta dans la barque, et ses disciples le suivirent."
MAT.8.24,"Kabili palya penefye pali bemba palimine ikipuupu ikukulu ikyakuti amaaba yakoima na menshi ukule kwingila mu bwange, apo ninshi Yesu alilele mu bwange.","Et voici, il séleva sur la mer une si grande tempête que la barque était couverte par les flots. Et lui, il dormait."
MAT.8.25,"Abasambi epakwalamusha Yesu no kumwebati, Shikulu, tupusushe tukofwa.","Les disciples sétant approchés le réveillèrent, et dirent: Seigneur, sauve-nous, nous périssons!."
MAT.8.26,"Epakubeba ati, Mweba kiteketelo kinini, nindo mwakwatilo mwenso? Elo alimakene no kukalipila ikipuupu na maaba na bemba alitalele tondolo.","Il leur dit: Pourquoi avez-vous peur, gens de peu de foi? Alors il se leva, menaça les vents et la mer, et il y eut un grand calme."
MAT.8.27,"Abasambi abali nakwe balipapile ikyakwebati batampile no kule kwipusha ati, Muntu wakuba shani uwakwebati ikipuupu na maaba fikomunakila.","Ces hommes furent saisis détonnement: Quel est celui-ci, disaient-ils, à qui obéissent même les vents et la mer?."
MAT.8.28,"Ulo Yesu afikile mu kyalo kya Gadala, bushilya bwa bemba, balimukumenye ku baume babili abafumine mu nshishi, abali ne fibanda, abakukalipisha ikyakuti takwalipo angapitako muli ilyenshila.","Lorsquil fut à lautre bord, dans le pays des Gadaréniens, deux démoniaques, sortant des sépulcres, vinrent au-devant de lui. Ils étaient si furieux que personne nosait passer par là."
MAT.8.29,"Pamuku umowine balipundile ati, Nindo ukofwaya kuli fwebo, Yesu Mwana Lesa? Waisa mu kutukanda ulo inshita tailati kufika.","Et voici, ils sécrièrent: Quy a-t-il entre nous et toi, Fils de Dieu? Es-tu venu ici pour nous tourmenter avant le temps?."
MAT.8.30,Akatalamukila fye palipo umukuni uukulu wa nkumba ishali shikolya.,Il y avait loin deux un grand troupeau de pourceaux qui paissaient.
MAT.8.31,"Ifibanda fyali papatile Yesu ati, Ngamukotutamfya tutumeni tuye mu mukuni wa nkumba.","Les démons priaient Jésus, disant: Si tu nous chasses, envoie-nous dans ce troupeau de pourceaux."
MAT.8.32,Naye Yesu epakufitamfishamo. No mukuni onse wali swatukile mu matelo ya lupili no kuipoosa muli bemba no kufwila mu menshi.,"Il leur dit: Allez! Ils sortirent, et entrèrent dans les pourceaux. Et voici, tout le troupeau se précipita des pentes escarpées dans la mer, et ils périrent dans les eaux."
MAT.8.33,"Ulo abakemi bankumba babutukile, baile kushimikila abekashi bamuli ulya musumba fyonse ifyakitikile ku bantu bali ne fibanda.","Ceux qui les faisaient paître senfuirent, et allèrent dans la ville raconter tout ce qui sétait passé et ce qui était arrivé aux démoniaques."
MAT.8.34,Abantu bonse baile kuli Yesu no kumupapata ati afumemo mu kyalo kyabo.,"Alors toute la ville sortit à la rencontre de Jésus; et, dès quils le virent, ils le supplièrent de quitter leur territoire."
MAT.9.1,"Kabili Yesu pa kupatama mu bwange pa kubwekelamo, aile bushilya bwa bemba, mu musumba mwakwe.","Jésus, étant monté dans une barque, traversa la mer, et alla dans sa ville."
MAT.9.2,"Eko bamuleteele umuntu walwele ubulebe ninshi alilele pamalo. Pa kubona ifyo bamuteketele, Yesu alyebele uwabulebe ati, We mwana, sansamuka apo imembu shobe shaelelwa.","Et voici, on lui amena un paralytique couché sur un lit. Jésus, voyant leur foi, dit au paralytique: Prends courage, mon enfant, tes péchés te sont pardonnés."
MAT.9.3,"Pali kyo, bakafundisha bamafunde balikuisosha ati, Uyu muntu akopontela Lesa.","Sur quoi, quelques scribes dirent au-dedans deux: Cet homme blasphème."
MAT.9.4,"Na Yesu pa kwishiba amatontonkanyo yabo alibebele ati, Nindo mukotontonkanisha ifya bubi mu mitima yenu?.","Et Jésus, connaissant leurs pensées, dit: Pourquoi avez-vous de mauvaises pensées dans vos cœurs?."
MAT.9.5,"Ikyakwanguka apa kindo? Ukwebati, Imembu shobe shaelelwa nangula ukwebati, Alamuka wende.","Car, lequel est le plus aisé, de dire: Tes péchés sont pardonnés, ou de dire: Lève-toi, et marche?."
MAT.9.6,"Epakwebati mwishibe ati Umwana wa Muntu alikwete amaka pesonde ayakwelela imembu. Epakweba uwabulebe ati, Alamuka, senda malo yobe, kabuye kobe kung'anda.","Or, afin que vous sachiez que le Fils de lhomme a sur la terre le pouvoir de pardonner les péchés: Lève-toi, dit-il au paralytique, prends ton lit, et va dans ta maison."
MAT.9.7,Naye epakuya kwakwe kung'anda.,"Et il se leva, et sen alla dans sa maison."
MAT.9.8,"Ulo ibumba lyabwene fi, balipapile sana no kule kulumba Lesa awapeela maka ku bantu.","Quand la foule vit cela, elle fut saisie de crainte, et elle glorifia Dieu, qui a donné aux hommes un tel pouvoir."
MAT.9.9,"Ulo Yesu afuminepo, epakubona umwalalume uweshina lya Mateyo, alikele mung'anda ya musonko. Epakumweba ati, Nkonka. Naye epakwima no kumukonka.","De là étant allé plus loin, Jésus vit un homme assis au lieu des péages, et qui sappelait Matthieu. Il lui dit: Suis-moi. Cet homme se leva, et le suivit."
MAT.9.10,Ulo Yesu bali kulya mung'anda mwaishilepo bakasonkesha na babembu balikele panshi pamo na basambi bakwe.,"Comme Jésus était à table dans la maison, voici, beaucoup de publicains et de gens de mauvaise vie vinrent se mettre à table avec lui et avec ses disciples."
MAT.9.11,"Abafalise pa kubone fi balyebele abasambi bakwe ati, Nindo kafundisha wenu alila pamo na bakasonkesha na babembu.","Les pharisiens virent cela, et ils dirent à ses disciples: Pourquoi votre maître mange-t-il avec les publicains et les gens de mauvaise vie?."
MAT.9.12,"Yesu pa kumfwe fyo alibebele ati, Abatuntulu tabakabila kondapa kano fye abakulwala.","Ce que Jésus ayant entendu, il dit: Ce ne sont pas ceux qui se portent bien qui ont besoin de médecin, mais les malades."
MAT.9.13,"Nomba kabuyeni no kusambilila umo iki kyapilibwila, Nkabila uluse temalambo, ntaishile mu ku kuuta abololoke, kano ababembu.","Allez, et apprenez ce que signifie: Je prends plaisir à la miséricorde, et non aux sacrifices. Car je ne suis pas venu appeler des justes, mais des pécheurs."
MAT.9.14,"Abasambi bakwa Yowane pa kwisa kuli Yesu balimwipwishe ati, Nindo fwebo na Bafalise tufungila ilingi nomba abasambi bobe nindo batafungila.","Alors les disciples de Jean vinrent auprès de Jésus, et dirent: Pourquoi nous et les pharisiens jeûnons-nous, tandis que tes disciples ne jeûnent point?."
MAT.9.15,"Yesu alibasukile ati, Bushe nshindikishi shakwa nshibwinga shibe no bulanda ulo shili pamo na nshibwinga? Nomba inshita ikesa elo nshibwinga akasendwa, ulo lwena kulekufunga.","Jésus leur répondit: Les amis de lépoux peuvent-ils saffliger pendant que lépoux est avec eux? Les jours viendront où lépoux leur sera enlevé, et alors ils jeûneront."
MAT.9.16,"Tapangaba nangu umo angabika ikikamba ikipya pa nsalu yakifuusha, epali ikikamba kipya kyaisakulepula insalu ne kipunda kyakulilako.","Personne ne met une pièce de drap neuf à un vieil habit; car elle emporterait une partie de lhabit, et la déchirure serait pire."
MAT.9.17,"Ekyo tekuti babike umwangashi uutabila munsupa ishakukota, epali shalepuka no mwangashi waitika, waonaikila pamo ne nsupa. Nomba balongesha umwangashi uutabila munsupa ishipya, epakupususha fyonse fibili.","On ne met pas non plus du vin nouveau dans de vieilles outres; autrement, les outres se rompent, le vin se répand, et les outres sont perdues; mais on met le vin nouveau dans des outres neuves, et le vin et les outres se conservent."
MAT.9.18,"Ulo Yesu ali kulanda ifyo, palishilepo intungulushi ya Bayuda imo, ya mufukamina, yalimwebele ati, Umwana wangi kisotwe afwa, nomba wise ngale umutambikepo ukuboko, epakwebati abe umutuntulu.","Tandis quil leur adressait ces paroles, voici, un chef arriva, se prosterna devant lui, et dit: Ma fille est morte il y a un instant; mais viens, impose-lui les mains, et elle vivra."
MAT.9.19,Naye Yesu na basambi bakwe epakumukonka.,"Jésus se leva, et le suivit avec ses disciples."
MAT.9.20,"Elo umwanakashi uwali kulwala umukunko pa myaka ikumi limo naibili naye alikonkele mu numa, no kwisa kwikata ku lusempe lwa nsalu yakwa Yesu.","Et voici, une femme atteinte dune perte de sang depuis douze ans sapprocha par derrière, et toucha le bord de son vêtement."
MAT.9.21,"Pantu mu mutima alyebele ati, Nga nkumyeko fye ku nsalu yakwe, nkopola.","Car elle disait en elle-même: Si je puis seulement toucher son vêtement, je serai guérie."
MAT.9.22,"Yesu pa kupilibuka, amubona, amweba ati, We mwana wangi, koseleshiwa apo ikiteketelo kyobe kilikuposeshe. Pekapo umwanakashi alipolele.","Jésus se retourna, et dit, en la voyant: Prends courage, ma fille, ta foi ta guérie. Et cette femme fut guérie à lheure même."
MAT.9.23,Yesu pa kwingila mung'anda ya ntungulushi alisangilemo bakalisha bakipolilo na bali kuloosha.,"Lorsque Jésus fut arrivé à la maison du chef, et quil vit les joueurs de flûte et la foule bruyante."
MAT.9.24,"Yesu epakubeba ati, Fumineni panse, uyu kisotwe tafwile, alilele fye mutulo. Elo balamuseka.","il leur dit: Retirez-vous; car la jeune fille nest pas morte, mais elle dort. Et ils se moquaient de lui."
MAT.9.25,"Ulo abantu bafumine panse, elo aingilemo no kwikata kisotwe pa kuboko, naye epakwalamuka.","Quand la foule eut été renvoyée, il entra, prit la main de la jeune fille, et la jeune fille se leva."
MAT.9.26,Ne lyashi lya kya kitikile lya sabankanine mu kyalo kyonse.,Le bruit sen répandit dans toute la contrée.
MAT.9.27,"Yesu pakufumapo, abalalume babili abali ni mpofu balimukonkele bakopunda ati, Yesu mwana David, utulangulukileko.","Étant parti de là, Jésus fut suivi par deux aveugles, qui criaient: Aie pitié de nous, Fils de David!."
MAT.9.28,"Ulo Yesu aingile mukati, impofu shilya shibili shalimukonkele, naye epakushipusha ati, Bushe mukoteketela ati nebo kuti namiposha? Nasho shalimwasukile ati, Ee mukwai.","Lorsquil fut arrivé à la maison, les aveugles sapprochèrent de lui, et Jésus leur dit: Croyez-vous que je puisse faire cela? Oui, Seigneur, lui répondirent-ils."
MAT.9.29,"Epakushikata pa menso, Yesu alishebele ati, Nakibe ngefyo muteketele.","Alors il leur toucha les yeux, en disant: Quil vous soit fait selon votre foi."
MAT.9.30,"Pekapo amenso yabo yalisukile no kwamba ukubona. Yesu epakubebekesha ati, Mwiebako muntu nangu umo ikyakitwa pano.",Et leurs yeux souvrirent. Jésus leur fit cette recommandation sévère: Prenez garde que personne ne le sache.
MAT.9.31,"Nomba bena pakufumapo, balisabankenye ilyashi pali Yesu kubekashi bonse aba mukiputulwa kya kilya kyalo.","Mais, dès quils furent sortis, ils répandirent sa renommée dans tout le pays."
MAT.9.32,"Ulo bali kufuma, abantu bambi baliletele kuli Yesu umuntu uutali kulanda pantu ali ne kibanda.","Comme ils sen allaient, voici, on amena à Jésus un démoniaque muet."
MAT.9.33,"Panuma atamfyamo ikibanda, pekapo umuntu epakwambako ukulanda. Bonse balipapile bakoebati, Tatwabonapo ikyakubefi mu Islaeli.","Le démon ayant été chassé, le muet parla. Et la foule étonnée disait: Jamais pareille chose ne sest vue en Israël."
MAT.9.34,"Nomba Abafalise bena balyebele ati, Ni ku maka ya kibanda kikulu eko atamfisha ifibanda.",Mais les pharisiens dirent: Cest par le prince des démons quil chasse les démons.
MAT.9.35,"Ulo Yesu ali kutandalila bantu mu misumba na mu mishi. Alikufunda mu ma Sinagoge no kulekubila Imbila Yabune iya Bufumu, no kulekuposha amalwele ya kupusana pusana no ku konswa konse.","Jésus parcourait toutes les villes et les villages, enseignant dans les synagogues, prêchant la bonne nouvelle du royaume, et guérissant toute maladie et toute infirmité."
MAT.9.36,"Ulo abwene abantu abakuti ubwingi, alibakwatile inkumbu, pantu bali abatakaniwa, abapelelwa kubati ni mbelele shakubulwa kakema.","Voyant la foule, il fut ému de compassion pour elle, parce quelle était languissante et abattue, comme des brebis qui nont point de berger."
MAT.9.37,"Elo aebele abasambi bakwe ati, Ubusomboshi buli kulile, nomba ababomfi bali kepele.","Alors il dit à ses disciples: La moisson est grande, mais il y a peu douvriers."
MAT.9.38,"Ekyo pepeni kuli Shikulu umwine wa busomboshi, pakwebati engatumako ababomfi mwibala lya busomboshi bwakwe.",Priez donc le maître de la moisson denvoyer des ouvriers dans sa moisson.
MAT.10.1,Yesu ali kuutile abasambi ikumi limo na babili no kubapeela maka ya kuposha malwele no kukonswa konse.,"Puis, ayant appelé ses douze disciples, il leur donna le pouvoir de chasser les esprits impurs, et de guérir toute maladie et toute infirmité."
MAT.10.2,"Aya e mashina ya basambi bonse ikumi limo na babili: Uwakwambilapo ni Simoni, uwali kwitikwa ati, Petelo na wabo Andeleya, Yakobo mwana Sebede na wabo Yowane.","Voici les noms des douze apôtres. Le premier, Simon appelé Pierre, et André, son frère; Jacques, fils de Zébédée, et Jean, son frère;."
MAT.10.3,"Filipo na Batolomeo, Toma na Mateyo kasonkesha, Yakobo mwana Alufeyo na Tandeo.","Philippe, et Barthélemy; Thomas, et Matthieu, le publicain; Jacques, fils dAlphée, et Thaddée;."
MAT.10.4,Simoni uwali kuba mwi bumba lya Baseloti na Yuda Iskalioti uwamwalukiile.,"Simon le Cananite, et Judas lIscariot, celui qui livra Jésus."
MAT.10.5,"Yesu alibatumine abasambi no kubebekesha ati, Mwikaya munkende sha Benafyalo nangula ukwingila mu misumba ya bena Samalia.","Tels sont les douze que Jésus envoya, après leur avoir donné les instructions suivantes: Nallez pas vers les païens, et nentrez pas dans les villes des Samaritains;."
MAT.10.6,"Lelo muye fye ku bena Islaeli, imbelele shakuluba.",allez plutôt vers les brebis perdues de la maison dIsraël.
MAT.10.7,"Ulo mukoya, mule kushimika ati, Ubufumu bwa mwiulu buli palamine.","Allez, prêchez, et dites: Le royaume des cieux est proche."
MAT.10.8,"Posheni abakolwala, busheni abakufwa, sangululeni abakuba ne fibashi, mule kutamfya ne fibanda. mwapokelela apafye peeleni apafye.","Guérissez les malades, ressuscitez les morts, purifiez les lépreux, chassez les démons. Vous avez reçu gratuitement, donnez gratuitement."
MAT.10.9,Mwi kasendapo indalama nangu imo mu fikwama.,"Ne prenez ni or, ni argent, ni monnaie, dans vos ceintures;."
MAT.10.10,"Mwi kasendapo nangula kyola nangu malaya yabili, inkwabilo nangu fye ni nkonto. Pantu umubomfi alilingile ukupelwa ikyo akokabila.","ni sac pour le voyage, ni deux tuniques, ni souliers, ni bâton; car louvrier mérite sa nourriture."
MAT.10.11,"Kabili mu musumba no mushi onse mukoyamo, fwayenimo umuntu uulingile epo muye kupulila no kwikalapo mpaka apo mukela.","Dans quelque ville ou village que vous entriez, informez-vous sil sy trouve quelque homme digne de vous recevoir; et demeurez chez lui jusquà ce que vous partiez."
MAT.10.12,Landenimo umutende mung'anda mukoingila.,"En entrant dans la maison, saluez-la;."
MAT.10.13,"Pali ilya ng'anda nga palilingile, lekeni umutende wenu ubepo, nga tefyo lekeni umutende umibwelele.","et, si la maison en est digne, que votre paix vienne sur elle; mais si elle nen est pas digne, que votre paix retourne à vous."
MAT.10.14,"Nga kwabako aba tanga misekelela nangula ukumfwa kuli mwebo, pa kufumapo kunteni ulukungu ku makasa yenu.","Lorsquon ne vous recevra pas et quon nécoutera pas vos paroles, sortez de cette maison ou de cette ville et secouez la poussière de vos pieds."
MAT.10.15,"Nkomyeba mukine ati, pa bushiku bwa bupingushi kikesa kubako mwakubela kuli Sodoma na Gomola ukukila pali ulya musumba.","Je vous le dis en vérité: au jour du jugement, le pays de Sodome et de Gomorrhe sera traité moins rigoureusement que cette ville-là."
MAT.10.16,"Boneni, nkomituma nge mbelele pakati ka mimbulu, mule kukengela kubati ni nsoka, mule kufuuka kubati ni nkunda.","Voici, je vous envoie comme des brebis au milieu des loups. Soyez donc prudents comme les serpents, et simples comme les colombes."
MAT.10.17,"Mule kuiteyanya, pantu bakamikata no kumitwala mufilye no ku mipumawila mu ma Sinagoge.","Mettez-vous en garde contre les hommes; car ils vous livreront aux tribunaux, et ils vous battront de verges dans leurs synagogues;."
MAT.10.18,Kabili bakamitwala ku balashi na kuli bashamfumu epakuba bakamboni bangi kuli bena elo na ku Benafyalo.,"vous serez menés, à cause de moi, devant des gouverneurs et devant des rois, pour servir de témoignage à eux et aux païens."
MAT.10.19,"Nomba nga bamitwala mu kilye, mwi kasakamikwa pafyo mukalanda, pantu pekapo mukebwa ifya kulanda.","Mais, quand on vous livrera, ne vous inquiétez ni de la manière dont vous parlerez ni de ce que vous direz: ce que vous aurez à dire vous sera donné à lheure même;."
MAT.10.20,"Temwebo mukalanda, ni Mupashi wakwa shinwe eukale kulanda ukupitila muli mwebo.","car ce nest pas vous qui parlerez, cest lEsprit de votre Père qui parlera en vous."
MAT.10.21,"Wabo akepaisha wabo, wishi naye akepaisha umwana, abana bakemina abafyashi no kubepaisha.","Le frère livrera son frère à la mort, et le père son enfant; les enfants se soulèveront contre leurs parents, et les feront mourir."
MAT.10.22,"Abantu bonse bakamipatilapo pe shina lyangi, nomba uyo akashipikisha ukushinta ku mpelekesho eukesa kupusuka.","Vous serez haïs de tous, à cause de mon nom; mais celui qui persévérera jusquà la fin sera sauvé."
MAT.10.23,"Ulo mwa pakaswa ku bantu ba mu musumba umo, fulumukileni kuli umbi, nkomyeba ati, ulo mutalapitamo mu misumba yonse iya Islaeli, Umwana wa Muntu ninshi alifikile.","Quand on vous persécutera dans une ville, fuyez dans une autre. Je vous le dis en vérité, vous naurez pas achevé de parcourir les villes dIsraël que le Fils de lhomme sera venu."
MAT.10.24,Takwabapo umusambi uwakukila kafundisha wakwe. Elo umusha naye tangakilapo shikulu wakwe.,"Le disciple nest pas plus que le maître, ni le serviteur plus que son seigneur."
MAT.10.25,"Umusambi kuti kyamulingila fye ukuba nga kafundisha wakwe elo umusha naye nga shikulu wakwe. Apo bali kukuuta umwine wa ng'anda ati ni Beelesebu, nomba pa ba mung'anda yakwe pena enkile.","Il suffit au disciple dêtre traité comme son maître, et au serviteur comme son seigneur. Sils ont appelé le maître de la maison Béelzébul, à combien plus forte raison appelleront-ils ainsi les gens de sa maison!."
MAT.10.26,Mwile kubatiina. Tapalipo ikyakufisama iki takasokoloke nangula ikya kufisama iki takeshibwe.,"Ne les craignez donc point; car il ny a rien de caché qui ne doive être découvert, ni de secret qui ne doive être connu."
MAT.10.27,"Ifyo nalanda kuli mwebo mu mfinshi mwebo muka filandila pa kampalabwa, Ikyo mukomfwa bakolandila mu kantepentepe, muka kipundile pa mitenge.","Ce que je vous dis dans les ténèbres, dites-le en plein jour; et ce qui vous est dit à loreille, prêchez-le sur les toits."
MAT.10.28,Mwile kutiina abepaya fye umubili nomba teti bepayepo umweo. Mulekutiina fye uungonaula umubili no mweo no ku fipoosa mu ngehena.,Ne craignez pas ceux qui tuent le corps et qui ne peuvent tuer lâme; craignez plutôt celui qui peut faire périr lâme et le corps dans la géhenne.
MAT.10.29,Bushe inseeba shibili tashishitishiwa fye pa ndalama iinini? Nomba pali utu tapalipo akaponena panshi ukwakubula ukwishibwa kuli ba wiso.,"Ne vend-on pas deux passereaux pour un sou? Cependant, il nen tombe pas un à terre sans la volonté de votre Père."
MAT.10.30,Apo fye ne mishishi ya mu mitwi yenu yalipendwa.,Et même les cheveux de votre tête sont tous comptés.
MAT.10.31,Ekyo mwilekuba no mwenso apo muli kindeme ukukila napa nseeba ishakuti ubwingi.,Ne craignez donc point: vous valez plus que beaucoup de passereaux.
MAT.10.32,"Umuntu onse uutaba na mwenso pa kunshimbula pa bantu, nandibo nkesa kumushimbula pa kinso kyakwa Tata wa mwiulu.","Cest pourquoi, quiconque me confessera devant les hommes, je le confesserai aussi devant mon Père qui est dans les cieux;."
MAT.10.33,No ukankana pa kinso kya bantu nandibo nkesa kumukanina pa kinso kyakwa Tata wa mwiulu.,"mais quiconque me reniera devant les hommes, je le renierai aussi devant mon Père qui est dans les cieux."
MAT.10.34,"Mwile tontonkanya ati naisa mukuleta umutende pesonde, ayii. Naletapo fye ulupanga.","Ne croyez pas que je sois venu apporter la paix sur la terre; je ne suis pas venu apporter la paix, mais lépée."
MAT.10.35,"Naisa mu kupusanya umwalalume na wishi, no mwana mwanakashi na nyina, umulokashi na nyinafyala.","Car je suis venu mettre la division entre lhomme et son père, entre la fille et sa mère, entre la belle-fille et sa belle-mère;."
MAT.10.36,Mung'anda ya muntu emukasangwapo abalwani bakwe.,et lhomme aura pour ennemis les gens de sa maison.
MAT.10.37,"Uwatemwishapo wishi nangula nyina ukukilapo pali nebo, nangu umwalalume napamo umwanamwanakashi, talingile kuba umusambi wangi.","Celui qui aime son père ou sa mère plus que moi nest pas digne de moi, et celui qui aime son fils ou sa fille plus que moi nest pas digne de moi;."
MAT.10.38,"No utasenda ulupanda lwakwe, talingile kuba umusambi wangi.","celui qui ne prend pas sa croix, et ne me suit pas, nest pas digne de moi."
MAT.10.39,"Uyo onse afwaya ukubakilila umweo wakwe ali no kuulofya, nomba uukalofya umweo wakwe pali nebo, akausanga.","Celui qui conservera sa vie la perdra, et celui qui perdra sa vie à cause de moi la retrouvera."
MAT.10.40,"Uwasekelela mwebo, asekelela nebo, no wansekelela ninshi asekelela uwantumine.","Celui qui vous reçoit me reçoit, et celui qui me reçoit, reçoit celui qui ma envoyé."
MAT.10.41,"Uyo onse uwasekelela kasesema pantu fye ni kasesema akapokako ikilambu kyakwa kasesema no wasekelela umuntu wa bololoke pantu fye mololoke, akapokelapo ikilambu kya muntu wa bololoke.","Celui qui reçoit un prophète en qualité de prophète recevra une récompense de prophète, et celui qui reçoit un juste en qualité de juste recevra une récompense de juste."
MAT.10.42,"Mukine fye, uyo onse uwapeeelako ulukombo lwa menshi ya kutalala kuli aba abakukepesha pantu fye basambi bangi, takalufyepo ikilambu.","Et quiconque donnera seulement un verre deau froide à lun de ces petits parce quil est mon disciple, je vous le dis en vérité, il ne perdra point sa récompense."
MAT.11.1,"Ulo Yesu apwishishe ukwebekesha abasambi bakwe ikumi limo na babili, aile ku misumba ya palamineko iya mu Galile uko ali kufunda no kubila.","Lorsque Jésus eut achevé de donner ses instructions à ses douze disciples, il partit de là, pour enseigner et prêcher dans les villes du pays."
MAT.11.2,"Ulo Yowane ali mu kifungo, alyumfwile ifyo Klistu ali kukita, epakutumako abasambi bakwe.","Jean, ayant entendu parler dans sa prison des œuvres du Christ, lui fit dire par ses disciples:."
MAT.11.3,"Baile kwipusha Yesu ati, Bushe ni webo walingilile ukwisa nangula tule kupembelela umbi.","Es-tu celui qui doit venir, ou devons-nous en attendre un autre?."
MAT.11.4,"Yesu alibasukile ati, Bwekelenimo kuli Yowane muye kumweba ifyo mu koumfwa no kubona.",Jésus leur répondit: Allez rapporter à Jean ce que vous entendez et ce que vous voyez:.
MAT.11.5,"impofu shikobona, ne filema fikoenda, abakuba ne fibashi bakosanguluka, na bankomyamatwi bakoumfwa, abakufwa bakoba no mweo, na balanda bakobililwa Imbila Yabune.","les aveugles voient, les boiteux marchent, les lépreux sont purifiés, les sourds entendent, les morts ressuscitent, et la bonne nouvelle est annoncée aux pauvres."
MAT.11.6,Wakushuka uutaipuntula pa mulandu wangi.,Heureux celui pour qui je ne serai pas une occasion de chute!.
MAT.11.7,"Ulo abatuminwe bali mu kubwekelamo, Yesu naye epakutampa ukulanda ku ma bumba pali Yowane: Ulo mwaile kuli Yowane mu kiswebebe, nindo mwaile kubonako? Litete ilyakupungaila ku mwela.","Comme ils sen allaient, Jésus se mit à dire à la foule, au sujet de Jean: Quêtes-vous allés voir au désert? Un roseau agité par le vent?."
MAT.11.8,Nindo mwaile kubona? Muntu wafwele nsalu shabune? Abafwala ifyo ni balya basangwa kufipango fya mfumu.,"Mais, quêtes-vous allés voir? Un homme vêtu dhabits précieux? Voici, ceux qui portent des habits précieux sont dans les maisons des rois."
MAT.11.9,"Ngebeniko, nindo mwaile kubona? bushe ni Kasesema? Emukwai, kabili uwakukilapo napali kasesema.","Quêtes-vous donc allés voir? Un prophète? Oui, vous dis-je, et plus quun prophète."
MAT.11.10,"Pantu ni pali Yowane epo amalembo yalandila ati, Lesa alilandile ati, Nkatuma intumi ku kumitangilila mu kumipekanishisha inshila.","Car cest celui dont il est écrit: Voici, jenvoie mon messager devant ta face, Pour préparer ton chemin devant toi."
MAT.11.11,"Mukine kine nkomweba ati, Yowane kabatisha mukulupo pali bonse abana ba bantu abafyalwa ku banakashi. Nomba uwakupelekeshapo mu Bufumu bwa mwiulu ena alikililepo pali Yowane.","Je vous le dis en vérité, parmi ceux qui sont nés de femmes, il nen a point paru de plus grand que Jean-Baptiste. Cependant, le plus petit dans le royaume des cieux est plus grand que lui."
MAT.11.12,"Ukufuma apo Yowane kabatisha ali kubila ukushinta pali nomba, Ubufumu bwa mwiulu bwa kulwila na babulwila ebabupoka ku maka.","Depuis le temps de Jean-Baptiste jusquà présent, le royaume des cieux est forcé, et ce sont les violents qui sen emparent."
MAT.11.13,"Ukwisakushinta fye pali Yowane, bakasesema bonse na mafunde yakwa Mose yali kulanda pa Bufumu bwakwa Lesa.",Car tous les prophètes et la loi ont prophétisé jusquà Jean;.
MAT.11.14,"Nga muli iteyenye ukusumina, Yowane wine e Eliya uwalino kwisa.","et, si vous voulez le comprendre, cest lui qui est lÉlie qui devait venir."
MAT.11.15,Uuli na matwi ya kumfwa nga omfwe.,Que celui qui a des oreilles pour entendre entende.
MAT.11.16,"Ni kundo ni ngapalakanyako inkulo ino? Yakuba nga abaike abakoangala mu lubansa lwa kisankano, bakoikuuta ati.","A qui comparerai-je cette génération? Elle ressemble à des enfants assis dans des places publiques, et qui, sadressant à dautres enfants."
MAT.11.17,"Twamilishishe ulwimbo lwa bwinga, mwebo tamwakindile. Mpaka twa mimbila ikimbo kya malilo, kabili mwalikene ukuloosha.","disent: Nous vous avons joué de la flûte, et vous navez pas dansé; nous avons chanté des complaintes, et vous ne vous êtes pas lamentés."
MAT.11.18,"Ulo Yowane alishile, tali kulya nangula ukunwa, bali kumweba ati aliba ne kibanda.","Car Jean est venu, ne mangeant ni ne buvant, et ils disent: Il a un démon."
MAT.11.19,"Elo paisapo Umwana wa Muntu ali kulya no kunwa, bali kumweba ati, kabunduulu kabili munwi, kibusa wa bakasonkesha na babembu. Nomba ifikitwa fya mano yakwa Lesa filashinika muli bukine bwa fitumbukamo.","Le Fils de lhomme est venu, mangeant et buvant, et ils disent: Cest un mangeur et un buveur, un ami des publicains et des gens de mauvaise vie. Mais la sagesse a été justifiée par ses œuvres."
MAT.11.20,Yesu akukalipila bantu mu misumba umo ali kupanga ifisungusho ifyakufula nomba tabalapile.,"Alors il se mit à faire des reproches aux villes dans lesquelles avaient eu lieu la plupart de ses miracles, parce quelles ne sétaient pas repenties."
