source,source_url,translation_url,ref,mashi,french,unit_type,review_status,quality_flags
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:5,"Mûsa abwîra Faraoni mwâmi w’e Mîsiri, erhi: «Ombwîre mangaci go na nênè nagend’ikusengerera, omu nyumpa zâwe, bisigale omu lwîshi mwône.»","Moïse dit à Pharaon: Glorifie-toi sur moi! Pour quand prierai-je l’Éternel en ta faveur, en faveur de tes serviteurs et de ton peuple, afin qu’il retire les grenouilles loin de toi et de tes maisons? Il n’en restera que dans le fleuve.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:6,"Aderha, erhi: «Irhondo.» Mûsa àmushubiza, erhi: «Najira nk’okwo onadesire: Lyo omanya oku ntà wundi oli aka Nyakasane, Nyamuzinda wîrhu,","Il répondit: Pour demain. Et Moïse dit: Il en sera ainsi, afin que tu saches que nul n’est semblable à l’Éternel, notre Dieu.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:7,"ebikere byaciyegûla kuli we, oku nyumpa yâwe, kuli bambali bâwe n’oku lubaga lwâwe, birhasigale omurhali omu lwîshi mwône.»","Les grenouilles s’éloigneront de toi et de tes maisons, de tes serviteurs et de ton peuple; il n’en restera que dans le fleuve.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:8,Mûsa na Aroni banacirhenga ahamwa Faraoni mwâmi w’e Mîsiri. Mûsa àj’isengera Nyakasane kuli ebyo bikere àlibuzagyamwo Faraoni mwâmi w’e Mîsiri.,Moïse et Aaron sortirent de chez Pharaon. Et Moïse cria à l’Éternel au sujet des grenouilles dont il avait frappé Pharaon.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:9,"Nyakasane ayumvîrhiza omusengero gwa Mûsa. Ebikere byàli omu nyumpa, ebyàli omu ngo n’omu mashwa byàfà, byahirigirha.","L’Éternel fit ce que demandait Moïse; et les grenouilles périrent dans les maisons, dans les cours et dans les champs.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:10,"Bàbilundika birundo-birundo, ecihugo coshi cayunjula kabayo.","On les entassa par monceaux, et le pays fut infecté.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:11,"Faraoni mwâmi w’e Mîsiri erhi abona amàbà nk’aluhûka, ashub’izinzibala, àrhaciyumvagya Mûsa na Aroni, nk’oku Nyakasane anaderhaga.","Pharaon, voyant qu’il y avait du relâche, endurcit son cœur, et il n’écouta point Moïse et Aaron, selon ce que l’Éternel avait dit.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:12,"Nyakasane anacibwîra Mûsa, erhi: «Obwîre Aroni, erhi: Lambûla akarhi kâwe, oshûrhe akatulo k’oku idaho, kahinduke mihusha omu cihugo c’e Mîsiri mwoshi.»","L’Éternel dit à Moïse: Dis à Aaron: Étends ta verge, et frappe la poussière de la terre. Elle se changera en poux, dans tout le pays d’Égypte.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:13,"Bàkujira, Aroni alambûla akarhi kâge, akarhimba omu katulo k’oku idaho. Emihusha yalumîra oku bantu n’oku bîntu. Akatulo koshi k’oku idaho kahinduka mihusha omu cihugo coshi c’e Mîsiri.","Ils firent ainsi. Aaron étendit sa main, avec sa verge, et il frappa la poussière de la terre; et elle fut changée en poux sur les hommes et sur les animaux. Toute la poussière de la terre fut changée en poux, dans tout le pays d’Égypte.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:14,"Abakurungu banacirhangula nabo n’amakurungu gâbo mpu bahiva eyo mihusha, ci bayabirwa. Emihusha yayunjula oku bantu n’oku bîntu.",Les magiciens employèrent leurs enchantements pour produire les poux; mais ils ne purent pas. Les poux étaient sur les hommes et sur les animaux.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:15,"Balya bakurungu bàbwîra Faraoni mwâmi w’e Mîsiri, mpu: «Gwamabà munwe gwa Nyamuzinda ogu». Ci omurhima gwa Faraoni mwâmi w’e Mîsiri gwadundaguza. Arhayumvagya Mûsa na Aroni nka kulya Nyakasane anaderhaga.","Et les magiciens dirent à Pharaon: C’est le doigt de Dieu! Le cœur de Pharaon s’endurcit, et il n’écouta point Moïse et Aaron, selon ce que l’Éternel avait dit.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:16,"Nyakasane abwîra Mûsa, erhi: «Ozûke sêzi sêzi, ocibande embere za Faraoni mwâmi w’e Mîsiri, hano akola mpu ajà ebwa lwîshi. Omubwîre, erhi: Ntya kwo Nyakasane adesire: Leka olubaga lwâni lugende, luj’inkolera.»","L’Éternel dit à Moïse: Lève-toi de bon matin, et présente-toi devant Pharaon; il sortira pour aller près de l’eau. Tu lui diras: Ainsi parle l’Éternel: Laisse aller mon peuple, afin qu’il me serve.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:17,"«Akabà orhalesiri olubaga lwâni lugende, narhuma emihusha kuli we, kuli bambali bâwe, oku lubaga lwâwe n’omu nyumpa zâwe. Enyumpa z’Abanya-Mîsiri zoshi zàyunjula bibugu, ciru n’obudaka bayubakakwo.","Si tu ne laisses pas aller mon peuple, je vais envoyer les mouches venimeuses contre toi, contre tes serviteurs, contre ton peuple et contre tes maisons; les maisons des Égyptiens seront remplies de mouches, et le sol en sera couvert.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:18,"“Olwo lusiku najirira ecihugo ca Gosheni kundi kundi, era munda olubaga lwâni luyûbaka; eyo munda yône erhâbe mihusha, lyo omanya oku nie Nyakasane, mbà omu karhî k’ecihugo”.","Mais, en ce jour-là, je distinguerai le pays de Gosen où habite mon peuple, et là il n’y aura point de mouches, afin que tu saches que moi, l’Éternel, je suis au milieu de ce pays.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:19,“Naberûla olubaga lwâni n’olwâwe. Eco cimanyîso irhondo càbà.”»,J’établirai une distinction entre mon peuple et ton peuple. Ce signe sera pour demain.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:20,"Nyakasane anacijira ntyo. Ehitù hy’ebibungu hyanacija omu nyumpa ya Faraoni mwâmi w’e Mîsiri, n’omu nyumpa z’abambali n’omu cihugo coshi; ecihugo coshi cayunjula bibungu.","L’Éternel fit ainsi. Il vint une quantité de mouches venimeuses dans la maison de Pharaon et de ses serviteurs, et tout le pays d’Égypte fut dévasté par les mouches.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:21,"Faraoni mwâmi w’e Mîsiri ahamagala Mûsa na Aroni, ababwîra, erhi: «Gendi, muhêrere Nyamuzinda winyu muno cihugo.»","Pharaon appela Moïse et Aaron et dit: Allez, offrez des sacrifices à votre Dieu dans le pays.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:22,"Mûsa àmushuza, erhi: «Kurhakwânîni okujira ntyo, bulya ebi rhurherekêra Nyakasane, Nyamuzinda wîrhu, Abanya-Mîsiri barhabikwirirwa. Kurhigi rhwankabijirira omu masù gâbo babule kurhubanda amabuye?","Moïse répondit: Il n’est point convenable de faire ainsi; car nous offririons à l’Éternel, notre Dieu, des sacrifices qui sont en abomination aux Égyptiens. Et si nous offrons, sous leurs yeux, des sacrifices qui sont en abomination aux Égyptiens, ne nous lapideront-ils pas?",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:23,"“Ha lugendo lwa nsiku isharhu omu irungu ho rhulonzize okuj’irherekêrera Nyakasane, Nyamuzinda wîrhu, nk’oku ankanarhubwîra.”»","Nous ferons trois journées de marche dans le désert, et nous offrirons des sacrifices à l’Éternel, notre Dieu, selon ce qu’il nous dira.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:24,"Faraoni mwâmi w’e Mîsiri ashuza, erhi: «Nammuleka, mugende munarherekêrere Nyakasane, Nyamuzinda winyu omu irungu. Kwônene murhajaga kuli: Munsengerere nâni.»","Pharaon dit: Je vous laisserai aller, pour offrir à l’Éternel, votre Dieu, des sacrifices dans le désert: seulement, vous ne vous éloignerez pas, en y allant. Priez pour moi.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:25,"Mûsa aderha, erhi: «Kwokwo, nkolaga narhenga hano mwâwe, nj’ishenga Nyakasane, n’irhondo lyonêne ebibugu byarhenga kuli Faraoni mwâmi w’e Mîsiri, kuli bambali bâge n’oku lubaga lwâge. Ci kwône lêro Faraoni mwâmi w’e Mîsiri aleke okurhurheba mpu kandi arhâleka olubaga lugend’irherekêra Nyakasane.»","Moïse répondit: Je vais sortir de chez toi, et je prierai l’Éternel. Demain, les mouches s’éloigneront de Pharaon, de ses serviteurs et de son peuple. Mais, que Pharaon ne trompe plus, en refusant de laisser aller le peuple, pour offrir des sacrifices à l’Éternel.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:26,"Mûsa àrhenga aha mwa Faraoni mwâmi w’e Mîsiri, àj’ishenga Nyakasane.","Moïse sortit de chez Pharaon, et il pria l’Éternel.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:27,"Nyakasane ayumvîrhiza omusengero gwa Mûsa. Ebibugu byàrhengakwo Faraoni mwâmi w’e Mîsiri, oku bambali n’oku lubaga lwâge. Harhasigalaga ciru n’eciguma.","L’Éternel fit ce que demandait Moïse; et les mouches s’éloignèrent de Pharaon, de ses serviteurs et de son peuple. Il n’en resta pas une.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO08.htm,https://ebible.org/fraLSG/EXO08.htm,EXO 8:28,"Ci kwône kandi obwo, Faraoni mwâmi w’e Mîsiri azînzibala, arhalekaga olubaga mpu lugende.","Mais Pharaon, cette fois encore, endurcit son cœur, et il ne laissa point aller le peuple.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:1,"Nyakasane anacibwîra Mûsa, erhi: «Genda, ojè emwa Faraoni mwâmi w’e Mîsiri, omubwîre, erhi: Ntya kwo adesire Nyakasane, Nyamuzinda w’Abayahudi: Leka olubaga lwâni lugende, luj’inkolera.","L’Éternel dit à Moïse: Va vers Pharaon, et tu lui diras: Ainsi parle l’Éternel, le Dieu des Hébreux: Laisse aller mon peuple, afin qu’il me serve.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:2,"“Okashub’ilahira mpu orhalulîka, okashub’iluhanza”,","Si tu refuses de le laisser aller, et si tu le retiens encore,",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:3,"“okuboko kwa Nyakasane kwarhinda oku masô gali omu mashwa gâwe, oku biterusi, oku bihêsi, oku ngamiya, oku nkâfu n’ebibuzi: àbà mulyamo mukali bwenêne”.","voici, la main de l’Éternel sera sur tes troupeaux qui sont dans les champs, sur les chevaux, sur les ânes, sur les chameaux, sur les bœufs et sur les brebis; il y aura une mortalité très grande.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:4,“Nyakasane àhira olubibi omu masô ga bene-Israheli n’ag’Abanya-Mîsiri. Ntà cintu càfà omu masô ga bene-Israheli.”»,"L’Éternel distinguera entre les troupeaux d’Israël et les troupeaux des Égyptiens, et il ne périra rien de tout ce qui est aux enfants d’Israël.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:5,"Nyakasane anacitwa amango, erhi: «Irhondo Nyakasane akola ebyo omu cihugo.»","L’Éternel fixa le temps, et dit: Demain, l’Éternel fera cela dans le pays.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:6,"N’erhi buca, Nyakasane, akola ako kanwa: amasò g’Abanya-Mîsiri goshi gafa, ci omu masô ga bene-Israheli, ntà cintu ciru n’eciguma càfire.","Et l’Éternel fit ainsi, dès le lendemain. Tous les troupeaux des Égyptiens périrent, et il ne périt pas une bête des troupeaux des enfants d’Israël.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:7,Faraoni mwâmi w’e Mîsiri arhuma abajidôsa: «Ntà cintu ciru n’eciguma cafire omu masô ga bene-Israheli.» Ci kurharhumaga omurhima gwa Faraoni mwâmi w’e Mîsiri gurhadundagula; arhalekaga olubaga mpu lugende.,"Pharaon s’informa de ce qui était arrivé; et voici, pas une bête des troupeaux d’Israël n’avait péri. Mais le cœur de Pharaon s’endurcit, et il ne laissa point aller le peuple.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:8,"Nyakasane abwîra Mûsa na Aroni, erhi: «Murhôle bifune bibiri bya muyeye gw’omu itanuru. Mûsa ayish’iguyehûlira e malunga omu masù ga Faraoni mwâmi w’e Mîsiri.","L’Éternel dit à Moïse et à Aaron: Remplissez vos mains de cendre de fournaise, et que Moïse la jette vers le ciel, sous les yeux de Pharaon.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:9,"Hano akatulo kagwo kashandâla omu Mîsiri mwoshi, kanaja kameza emibuha eri nka mahurhe oku bantu n’oku bintu by’omu Mîsiri mwoshi.»","Elle deviendra une poussière qui couvrira tout le pays d’Égypte; et elle produira, dans tout le pays d’Égypte, sur les hommes et sur les animaux, des ulcères formés par une éruption de pustules.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:10,"Bàrhôla omuyeye gw’omu itanuru, bàguyimangana embere za Faraoni mwâmi w’e Mîsiri. Mûsa àgukwêba e malunga, gwâja gwameza emibuha y’amahurhe oku bantu n’oku bintu.","Ils prirent de la cendre de fournaise, et se présentèrent devant Pharaon; Moïse la jeta vers le ciel, et elle produisit sur les hommes et sur les animaux des ulcères formés par une éruption de pustules.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:11,"Abakurungu bayabirwa okubêra embere za Mûsa erhi ago mahurhe garhuma, bulya abakurungu n’Abanya-Mîsiri boshi bàli bayunjwîre mahurhe.","Les magiciens ne purent paraître devant Moïse, à cause des ulcères; car les ulcères étaient sur les magiciens, comme sur tous les Égyptiens.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:12,"Ci Nyakasane àdundaguza omurhima gwa Faraoni mwâmi w’e Mîsiri, arhayumvagya Mûsa na Aroni nk’oku Nyakasane anali abwîzire Mûsa.","L’Éternel endurcit le cœur de Pharaon, et Pharaon n’écouta point Moïse et Aaron, selon ce que l’Éternel avait dit à Moïse.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:13,"Nyakasane anacibwîra Mûsa, erhi: «Ozûke mucêracêra, ocibande embere za Faraoni mwâmi w’e Mîsiri. Omubwîre, erhi: Ntya kwo Nyakasane, Nyamuzinda w’Abayahudi adesire: “Lîka olubaga lwâni lugende, luj’inkolera.”»","L’Éternel dit à Moïse: Lève-toi de bon matin, et présente-toi devant Pharaon. Tu lui diras: Ainsi parle l’Éternel, le Dieu des Hébreux: Laisse aller mon peuple, afin qu’il me serve.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:14,"Bulya lêro nkola narhuma amahanya gâni goshi kuli we, kuli bambali bâwe n’oku lubaga lwâwe lyo omanya oku ntâye oli akâni omu igulu lyoshi.","Car, cette fois, je vais envoyer toutes mes plaies contre ton cœur, contre tes serviteurs et contre ton peuple, afin que tu saches que nul n’est semblable à moi sur toute la terre.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:15,"Ncilekêrerage okuboko kwâni, singa nakuyisire n’ecâhirà we n’olubaga lwâwe, wali wahirigirha omu igulu.","Si j’avais étendu ma main, et que je t’eusse frappé par la mortalité, toi et ton peuple, tu aurais disparu de la terre.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:16,Ci alaga ecàrhumire nakuleka: nti nkuyêreke obuhashe bwâni lyo bamanyîsa izîno lyâni omu igulu lyoshi.,"Mais, je t’ai laissé subsister, afin que tu voies ma puissance, et que l’on publie mon nom par toute la terre.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:17,Woyo ocidwîrhe wahanza olubaga lwâni mpu lurhagendaga.,"Si tu t’élèves encore contre mon peuple, et si tu ne le laisses point aller,",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:18,"Irhondo nka gano mango gonênè naniesa olubula, ludârhi bwenêne, lulya lurhasâg’ibonekana omu Mîsiri kurhenga olusiku àyûbakagwa kuhika buno.","voici, je ferai pleuvoir demain, à cette heure, une grêle tellement forte, qu’il n’y en a point eu de semblable en Égypte depuis le jour où elle a été fondée jusqu’à présent.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:19,"Okanyagye, orhume abaj’iyegemya amasò gâwe na ngasi hyâwe byoshi hiri ebulambo. Ngasi muntu na ngasi cintu biri ebulambo barhayegamizi n’okubihira omu nyumpa, olubula lwabikomanga bife.","Fais donc mettre en sûreté tes troupeaux et tout ce qui est à toi dans les champs. La grêle tombera sur tous les hommes et sur tous les animaux qui se trouveront dans les champs et qui n’auront pas été recueillis dans les maisons, et ils périront.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:20,"Muli bambali ba Faraoni mwâmi w’e Mîsiri, ngasi warhînyire akanwa ka Nyakasane, àyegamya bambali bâge n’amasò;",Ceux des serviteurs de Pharaon qui craignirent la parole de l’Éternel firent retirer dans les maisons leurs serviteurs et leurs troupeaux.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:21,"ci orhàshibiriraga akanwa ka Nyakasane, àlekera abambali n’amasò gâge ebulambo.",Mais ceux qui ne prirent point à cœur la parole de l’Éternel laissèrent leurs serviteurs et leurs troupeaux dans les champs.,verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:22,"Nyakasane abwîra Mûsa, erhi: «Lambûlira okuboko kwâwe emalunga olubula lunie omu cihugo c’e Mîsiri mwoshi, oku bantu n’oku bintu, na kuli ngasi hyasi hyoshi hy’omu cihugo c’e Mîsiri.»","L’Éternel dit à Moïse: Étends ta main vers le ciel; et qu’il tombe de la grêle dans tout le pays d’Égypte sur les hommes, sur les animaux, et sur toutes les herbes des champs, dans le pays d’Égypte.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:23,"Mûsa àlambûlira akarhi kâge emalunga; Nyakasane alulumbikanyayo emikungulo n’olubula; emilazô yacibanda oku idaho, na Nyakasane aniesa olubula omu cihugo c’e Mîsiri.","Moïse étendit sa verge vers le ciel; et l’Éternel envoya des tonnerres et de la grêle, et le feu se promenait sur la terre. L’Éternel fit pleuvoir de la grêle sur le pays d’Égypte.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:24,"Olubula, emilazô eyunjwîre lubula: byàbà bidârhi bwenêne kulya ecihugo c’e Mîsiri cirhâlisag’ibona bundi kurhenga ciri ishanja.","Il tomba de la grêle, et le feu se mêlait avec la grêle; elle était tellement forte qu’il n’y en avait point eu de semblable dans tout le pays d’Égypte depuis qu’il existe comme nation.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:25,"Omwo cihugo c’e Mîsiri mwoshi, olubula lwajonjaga ngasi byânali embuga, abantu n’ebintu; olubula lwajonjaga ngasi hyasi hy’erubala, lwavunanga n’emirhi y’erubala yoshi.","La grêle frappa, dans tout le pays d’Égypte, tout ce qui était dans les champs, depuis les hommes jusqu’aux animaux; la grêle frappa aussi toutes les herbes des champs, et brisa tous les arbres des champs.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:26,"Cihugo ca Gosheni cône olubula lurhahumagakwo, emunda bene-Israheli bâyubakaga.","Ce fut seulement dans le pays de Gosen, où étaient les enfants d’Israël, qu’il n’y eut point de grêle.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:27,"Faraoni mwâmi w’e Mîsiri ahamagala Mûsa na Aroni, ababwîra, erhi: «Lêro, nabwinage oku nabîhire; Nyakasane ye mushinganyanya, nie mubî rhwe n’olubaga lwâni.","Pharaon fit appeler Moïse et Aaron, et leur dit: Cette fois, j’ai péché; c’est l’Éternel qui est le juste, et moi et mon peuple nous sommes les coupables.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:28,"“Mushenge Nyakasane ayimanze emilazô n’olubula: Nammulîka mugende, murhâcilegerere kasanzi kanene.”»","Priez l’Éternel, pour qu’il n’y ait plus de tonnerres et de grêle; et je vous laisserai aller, et l’on ne vous retiendra plus.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:29,"Mûsa àmushuza, erhi: «Hano nantenga muno lugo, nagend’iyinamulira amaboko gâni emunda Nyakasane ali: emilazô yahuba, n’olubula lurhâcinie, lyo omanya oku igulu lyoshi liri lya Nyakasane.","Moïse lui dit: Quand je sortirai de la ville, je lèverai mes mains vers l’Éternel, les tonnerres cesseront et il n’y aura plus de grêle, afin que tu saches que la terre est à l’Éternel.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:30,"“Ci wêhe mwe na bambali bâwe, mmumanyire oku murhacirhînya Nyakasane Nyamuzinda.”»","Mais je sais que toi et tes serviteurs, vous ne craindrez pas encore l’Éternel Dieu.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:31,"Ecitâni n’engano byàtuntumalika, bulya engano yali ekola egwêrhe emihuli, n’ecitâni erhi cayâsa.","Le lin et l’orge avaient été frappés, parce que l’orge était en épis et que c’était la floraison du lin;",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:32,"Engano ejira emigati n’amahemba, byôhe birhatuntumalikaga, bulya birhamera duba.","le froment et l’épeautre n’avaient point été frappés, parce qu’ils sont tardifs.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:33,"Mûsa arhenga aha mwa Faraoni mwâmi w’e Mîsiri n’omu lugo, àyinamulira amaboko gâge emunda Nyakasane ali; emilazô n’olubula byahumba, enkuba erhàcidubukiraga oku idaho.","Moïse sortit de chez Pharaon, pour aller hors de la ville; il leva ses mains vers l’Éternel, les tonnerres et la grêle cessèrent, et la pluie ne tomba plus sur la terre.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:34,"Erhi Faraoni mwâmi w’e Mîsiri abona oku enkuba, olubula n’emilazô byahumbire, ashub’ibîha, ye bo n’abambali bàzinzibala.","Pharaon, voyant que la pluie, la grêle et les tonnerres avaient cessé, continua de pécher, et il endurcit son cœur, lui et ses serviteurs.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO09.htm,https://ebible.org/fraLSG/EXO09.htm,EXO 9:35,"Omurhima gwa Faraoni mwâmi w’e Mîsiri gwazibuha nk’ibuye, arhàlikaga bene-Israheli, nk’oku Nyakasane anali abwîzire Mûsa.","Le cœur de Pharaon s’endurcit, et il ne laissa point aller les enfants d’Israël, selon ce que l’Éternel avait dit par l’intermédiaire de Moïse.",verse,needs_review,
eBible Exodus: shr + fraLSG,https://ebible.org/shr/EXO10.htm,https://ebible.org/fraLSG/EXO10.htm,EXO 10:1,"Nyakasane anacibwîra Mûsa, erhi: «Genda, ojè emwa Faraoni mwâmi w’e Mîsiri, bulya nie nazînzibazize omurhima gwâge n’ogwa bambali bâge, lyo nyukîriza ebirhangâzo byâni ekarhî kâbo,","L’Éternel dit à Moïse: Va vers Pharaon, car j’ai endurci son cœur et le cœur de ses serviteurs, pour faire éclater mes signes au milieu d’eux.",verse,needs_review,
