verse_key,hav,fr
MAT.19.4,"Yeesu abashubiza ntya: «Ka murhasaga gusoma okw'aMandiko Matagatiifu maderhere ntya: ‹Oku murhondero, Nnamahanga alemaga omulume n'omukazi?›.","Il répondit: Navez-vous pas lu que le créateur, au commencement, fit lhomme et la femme."
MAT.19.5,"Anashuba kuderha ntya: ‹Cho girhumire omulume aleka eshe na nyina, anabeera na mukaage, na bombi banaba mubiri muguma.›.","et quil dit: Cest pourquoi lhomme quittera son père et sa mère, et sattachera à sa femme, et les deux deviendront une seule chair?."
MAT.19.6,"Leero, barhachiba babiri, sy'aliko bamaaba muntu muguma. Cho girhumire, echi Nnamahanga ashwekere, harhabaga chiro n'omuntu wagishwekuula.».","Ainsi ils ne sont plus deux, mais ils sont une seule chair. Que lhomme donc ne sépare pas ce que Dieu a joint."
MAT.19.7,"Abo Bafarisaayo, baashuba kumubaza ntya: «Charhumaga leero Muusa arhegeka oku omulume aleme aha mukaage amaruba m'okulekana egihe ashondere kumuyegula?».","Pourquoi donc, lui dirent-ils, Moïse a-t-il prescrit de donner à la femme une lettre de divorce et de la répudier?."
MAT.19.8,"Yeesu abashubiza ntya: «Muusa abayemeereraga oku muleme mwayegula bakenyu, elugulu w'emirhima yenyu mizibu. Aliko gurhenga oku murhondero, birhaliiri ntyo.","Il leur répondit: Cest à cause de la dureté de votre cœur que Moïse vous a permis de répudier vos femmes; au commencement, il nen était pas ainsi."
MAT.19.9,"Leero nyoono mbabwirire oku, nk'omuntu alekeene na mukaage, nka burhali buhushi bonyine burhumire, n'ogushuba gushaba owindi, oyo muntu amenye oku ajirire obuhushi.».","Mais je vous dis que celui qui répudie sa femme, sauf pour infidélité, et qui en épouse une autre, commet un adultère."
MAT.19.10,"Abigirizwa ba Yeesu baaja bamubwira ntya: «Akaba buhushi bonyine bo bwagarhuma omulume alekana na mukaage, gasi ogushaba gurhagwerhe akamaro!».","Ses disciples lui dirent: Si telle est la condition de lhomme à légard de la femme, il nest pas avantageux de se marier."
MAT.19.11,"Yeesu abashubiza ntya: «Abantu booshi barhakagala kuyemeera echi chinwa, barhali balaala bonyine Nnamahanga aheere obuhashe.","Il leur répondit: Tous ne comprennent pas cette parole, mais seulement ceux à qui cela est donné."
MAT.19.12,"Kwenge hali abantu baguma barhagala gushaba, bulaala baburhwaga eyi bali ntazi, abandi bajirirwe ntazi n'abantu, abandi bachijirire bonyine ntazi elugulu w'ogukolera oBwami bwa Nnamahanga. Leero, ola wakagala kuyemeera eyi myaazi, ayiyemeere!».","Car il y a des eunuques qui le sont dès le ventre de leur mère; il y en a qui le sont devenus par les hommes; et il y en a qui se sont rendus tels eux-mêmes, à cause du royaume des cieux. Que celui qui peut comprendre comprenne."
MAT.19.13,"Abantu baguma baja baleerhera Yeesu abaana, y'abalambulire kw'efune omu kubasalirira. Aliko abigirizwa baage bakalihira abo bantu.","Alors on lui amena des petits enfants, afin quil leur imposât les mains et priât pour eux. Mais les disciples les repoussèrent."
MAT.19.14,"Yeesu aja abwira abo bigirizwa baage ntya: «Muleke abaana bayinje emwani, murhalemaga mwababuza, bulaala abantu bali nk'aba baana bo banyina oBwami bw'empingu.».","Et Jésus dit: Laissez les petits enfants, et ne les empêchez pas de venir à moi; car le royaume des cieux est pour ceux qui leur ressemblent."
MAT.19.15,Yeesu agisha abo baana omu kubahira kw'efune. Oku buzinda arhenga ahoola.,"Il leur imposa les mains, et il partit de là."
MAT.19.16,"Enyuma z'ebyo, muntu muguma ayegeera Yeesu, amubaza ntya: «Mwigiriza, menja machi nkwaneene kujira yi mbone akalamo k'esiku n'amango?».","Et voici, un homme sapprocha, et dit à Jésus: Maître, que dois-je faire de bon pour avoir la vie éternelle?."
MAT.19.17,"Yeesu amushubiza ntya: «Girhumire wambaza elugulu wa menja? Hali muguma yenyine onaba mwinja! Leero, akaba oshondere kuja omu kalamo k'okuli, oleme wakenga amarhegeko ma Nnamahanga.».","Il lui répondit: Pourquoi minterroges-tu sur ce qui est bon? Un seul est le bon. Si tu veux entrer dans la vie, observe les commandements. Lesquels? Lui dit-il."
MAT.19.18,"Oyo muntu ashuba kumubaza ntya: «Marhegeko mahe?» Yeesu amushubiza ntya: «Orhalemaga wayirha, orhalemaga wahusha, orhalemaga wazimba, orhalemaga wahamiriza obubeeshi.",Et Jésus répondit: Tu ne tueras point; tu ne commettras point dadultère; tu ne déroberas point; tu ne diras point de faux témoignage;.
MAT.19.19,"oleme wakenga yisho na nyoko, onaleme wasiima abandi nk'oku ogisiima wenyine.».",honore ton père et ta mère; et: tu aimeras ton prochain comme toi-même.
MAT.19.20,"Oyo muntu amubwira ntya: «Ama marhegeko mooshi, gurhenga miira, nanjira nk'oku maderhere. Bichi kandi nkwaneene kujira?».",Le jeune homme lui dit: Jai observé toutes ces choses; que me manque-t-il encore?.
MAT.19.21,"Yeesu ashuba kumubwira ntya: «Akaba oshondere kuba muntu okwaneene, ogende, oguze ebintu byaawe byooshi, n' efuranga wabona, ozigabire abakene. Ntyo, waaba wachibikire obuchire empingu. Oku buzinda, ogaluke onkulikire.».","Jésus lui dit: Si tu veux être parfait, va, vends ce que tu possèdes, donne-le aux pauvres, et tu auras un trésor dans le ciel. Puis viens, et suis-moi."
MAT.19.22,"Aliko, oyo muntu abeere ayunva ntyo, achigendera ey'agayire bweneene, bulaala aligwerhe obuchire bunene.","Après avoir entendu ces paroles, le jeune homme sen alla tout triste; car il avait de grands biens."
MAT.19.23,Yeesu aja abwira abigirizwa baage ntya: «Okuli mbabwirire oku bikomeere omuchire kuja omu Bwami bw'empingu!.,"Jésus dit à ses disciples: Je vous le dis en vérité, un riche entrera difficilement dans le royaume des cieux."
MAT.19.24,"Mbabwirire kandi oku biyoloheere bweneene engamiya kugera omu hirhule hy'esindani, ahaali h'omuchire kuja omu Bwami bwa Nnamahanga.».","Je vous le dis encore, il est plus facile à un chameau de passer par le trou dune aiguille quà un riche dentrer dans le royaume de Dieu."
MAT.19.25,"Abigirizwa baage babeere bayunva ebyo binwa, basoomerwa bweneene. Baabaza ntya: «Nde leero wagachungulwa?».","Les disciples, ayant entendu cela, furent très étonnés, et dirent: Qui peut donc être sauvé?."
MAT.19.26,"Yeesu abaloleereza n'okubabwira ntya: «Ogu mwazi gurhakagalika oku bantu, aliko byooshi byakagalika emwa Nnamahanga.».","Jésus les regarda, et leur dit: Aux hommes cela est impossible, mais à Dieu tout est possible."
MAT.19.27,Petero aja amubwira ntya: «Tala! Rhwabo rhwalekere byooshi rhwanagukulikira. Leero bichi nji rhwabona?».,"Pierre, prenant alors la parole, lui dit: Voici, nous avons tout quitté, et nous tavons suivi; quen sera-t-il pour nous?."
MAT.19.28,"Yeesu ababwira ntya: «Okuli mbabwirire oku, omu gulu lihyaahya, nyoono Mwene oMuntu nji nayikala oku ntebe yaani y'obukuuze. Nenyu ekumi na babiri, mwankulikiire, nji mwayikala oku ntebe ekumi n'ebiri z'echami, omu gucha eshinja z'amooko ekumi na mabiri m'eIsraheeli.","Jésus leur répondit: Je vous le dis en vérité, quand le Fils de lhomme, au renouvellement de toutes choses, sera assis sur le trône de sa gloire, vous qui mavez suivi, vous serez de même assis sur douze trônes, et vous jugerez les douze tribus dIsraël."
MAT.19.29,"«Na ngasi muntu walekere enju yaage, beene baabo n'abaali baabo, eshe na nyina, abaana changwa amashwa, elugulu waani, ayankirira kulusha kali egana. N'oku buzinda, nj'ahaabwa akalamo k'esiku n'amango.","Et quiconque aura quitté, à cause de mon nom, ses frères, ou ses sœurs, ou son père, ou sa mère, ou sa femme, ou ses enfants, ou ses terres, ou ses maisons, recevra le centuple, et héritera la vie éternelle."
MAT.19.30,"Aliko bantu banene bali b'oburhanzi nji baaba bazinda, na banene bali b'obuzinda, nji baaba b'oburhanzi.».","Plusieurs des premiers seront les derniers, et plusieurs des derniers seront les premiers."
MAT.20.1,Yeesu ashuba kuderha ntya: «Obwime bw'empingu bushusheene na nyina eshwa ly'emizabiibu wagendaga eseezi kuja gushonda abakozi b'ogukola omu shwa lyaage.,"Car le royaume des cieux est semblable à un maître de maison qui sortit dès le matin, afin de louer des ouvriers pour sa vigne."
MAT.20.2,Ayunviikana n'abakozi guha ngasi muguma egicheri ch'edinaari oku muzizi. Oku buzinda abarhuma omu shwa lyaage.,"Il convint avec eux dun denier par jour, et il les envoya à sa vigne."
MAT.20.3,"«Zabeere zaaba hoofu saa esharhu z'eseezi, ahuluka kandi. Abona abandi bantu omu mbuga barhagwerhe kaasi.","Il sortit vers la troisième heure, et il en vit dautres qui étaient sur la place sans rien faire."
MAT.20.4,"Ababwira ntya: ‹Nenyu, muje gukola omu shwa lyaani ly'emizabiibu. Nabakamasya nk'oku bihemere.›.","Il leur dit: Allez aussi à ma vigne, et je vous donnerai ce qui sera raisonnable."
MAT.20.5,"Nabo baaja ebwa shwa. «Zabeere zaaba saa ndarhu z'ezuuba, ashuba guhuluka n'ogurhuma abandi bantu omu shwa lyaage. Zabeere zaaba saa mwenda z'egolo, ashuba kujira ntyo.","Et ils y allèrent. Il sortit de nouveau vers la sixième heure et vers la neuvième, et il fit de même."
MAT.20.6,"«Zabeere zaaba hoofu saa kumi na nguma z'egolo, ashuba guhuluka n'ogushuba kubona abandi bantu bali omoola mbuga. Ababaza ntya: ‹Girhumire muyimangire hanoola ezuuba lyooshi buzira gukola?›.","Étant sorti vers la onzième heure, il en trouva dautres qui étaient sur la place, et il leur dit: Pourquoi vous tenez-vous ici toute la journée sans rien faire?."
MAT.20.7,Nabo bamushubiza ntya: ‹Bulaala ntaaye warhuheere akaasi.› Aj'ababwira ntya: ‹Nenyu muje gukola omu shwa lyaani.›.,"Ils lui répondirent: Cest que personne ne nous a loués. Allez aussi à ma vigne, leur dit-il."
MAT.20.8,"«Lyabeere golo, ola nyina eshwa abwira omwimangizi w'akaasi kaage ntya: ‹Hamagala abakozi, onabahe omukamarho gwabo. Aliko, omu kubakamasya, orhonderere oku bala bakozi bayinjaga buzinda, onayuusize oku bala bayinjaga oburhanzi.›.","Quand le soir fut venu, le maître de la vigne dit à son intendant: Appelle les ouvriers, et paie-leur le salaire, en allant des derniers aux premiers."
MAT.20.9,"Bala bakozi bajaaga omu shwa hoofu saa kumi na nguma z'egolo, bahika. Ngasi muguma akamarha gicheri chiguma ch'edinaari.","Ceux de la onzième heure vinrent, et reçurent chacun un denier."
MAT.20.10,"«Na Balaala barhonderaga akaasi eseezi, nabo bahika. Bakengeera oku boowe bakamarha chigabi chinene kulusha. Aliko nabo bakamarha ngasi muguma gicheri chiguma ch'edinaari.","Les premiers vinrent ensuite, croyant recevoir davantage; mais ils reçurent aussi chacun un denier."
MAT.20.11,"«Abo bakozi babeere bakamarha cho, balundumira nyina eshwa.","En le recevant, ils murmurèrent contre le maître de la maison."
MAT.20.12,"Baderha ntya: ‹Aba bakozi bayinjaga buzinda, bakolere akaasi ka saa nguma yonyine. Gurhe wakagala kubakamasya kuguma neerhu, noobo rhwabo rhwaluhire n'ogukola olusiku looshi omu zuuba likalihire!›.","et dirent: Ces derniers nont travaillé quune heure, et tu les traites à légal de nous, qui avons supporté la fatigue du jour et la chaleur."
MAT.20.13,"Aliko nyina eshwa ashubiza muguma wabo ntya: ‹Ego mwira waani, ntagukangire. Ka rhurhaali rhuyunvikeene oku wakolera gicheri chiguma ch'edinaari oku muzizi?.","Il répondit à lun deux: Mon ami, je ne te fais pas tort; nes-tu pas convenu avec moi dun denier?."
MAT.20.14,"Jaaga warhoola omukamarho gwawe, onagende. Byali nsimiisize nyenyine guha omukozi w'obuzinda omukamarho gungana n'ogwawe.","Prends ce qui te revient, et va-ten. Je veux donner à ce dernier autant quà toi."
MAT.20.15,Wooyo okengerere oku ntagwerhe obuhashe b'ogukolesa ebikulo byaani nk'oku nshondere? Changwa ogwerhe obongwa bulaala nyoono ndi muntu mwinja?›».,Ne mest-il pas permis de faire de mon bien ce que je veux? Ou vois-tu de mauvais œil que je sois bon?.
MAT.20.16,"Yeesu ashuba kuderha ntya: «Ntya kubiri, abali bazinda nji baaba barhanzi. N'abali barhanzi nji baaba bazinda.».","Ainsi les derniers seront les premiers, et les premiers seront les derniers."
MAT.20.17,"Lusiku luguma, Yeesu aliiri omu njira ezamukire omu gishagala ch'eYerusaleema. Arhoola entumwa zaage ekumi n'ebiri, aziheka eburhambi. Azibwira ntya:.","Pendant que Jésus montait à Jérusalem, il prit à part les douze disciples, et il leur dit en chemin:."
MAT.20.18,"«Muyunve! Rhwabano rhwazamuukira omu gishagala ch'eYerusaleema. Na mw'echo gishagala, nyoono Mwene oMuntu nahirwa omu maboko m'abakulu b'abadaahwa n'abigiriza b'eRhegeko. Abo bantu, bampana yi nyirhwe.","Voici, nous montons à Jérusalem, et le Fils de lhomme sera livré aux principaux sacrificateurs et aux scribes. Ils le condamneront à mort."
MAT.20.19,"Banampira omu maboko m'abantu barhali Bayaahudi, nabo banshinyagulira, n'onkushuurha bwenene. N'oku buzinda bambamba oku musalaaba. Aliko oku lusiku lwagasharhu nji nafuuka.».","et ils le livreront aux païens, pour quils se moquent de lui, le battent de verges, et le crucifient; et le troisième jour il ressuscitera."
MAT.20.20,"Enyuma w'ebyoola, muka Zebedayo n'abagala bayegeera Yeesu. Oyo mukazi afukama embere zaage omu kumuhema chintu chiguma.","Alors la mère des fils de Zébédée sapprocha de Jésus avec ses fils, et se prosterna, pour lui faire une demande."
MAT.20.21,"Yeesu amubaza ntya: «Bichi oshondere?» Naye amushubiza ntya: «Amango waaba omu Bwami bwawe, orhegeke oku aba baana baani bombi bo bayikalage aha burhambi bwawe. Muguma ekulyo kwawe n'owindi ekulembe kwawe.».","Il lui dit: Que veux-tu? Ordonne, lui dit-elle, que mes deux fils, que voici, soient assis, dans ton royaume, lun à ta droite et lautre à ta gauche."
MAT.20.22,Yeesu abashubiza ntya: «Murhamenyere echi muli mwahema. Ka mwakagala kunywa oku ngumbu y'amalibuko nanywa?» Bamushubiza ntya: «Rhwakagala.».,"Jésus répondit: Vous ne savez ce que vous demandez. Pouvez-vous boire la coupe que je dois boire? Nous le pouvons, dirent-ils."
MAT.20.23,"Yeesu aj'ababwira ntya: «Okuli, eyo ngumbu y'amalibuko, nji mwanayinywa ko. Aliko okuyikaza omuntu ekulyo kwani changwa ekulembe kwani, ebyo birhandolere. Aba nji bayikala ho, Daarha yenyine nj'ahira ho abantu arheganyize.».","Et il leur répondit: Il est vrai que vous boirez ma coupe; mais pour ce qui est dêtre assis à ma droite et à ma gauche, cela ne dépend pas de moi, et ne sera donné quà ceux à qui mon Père la réservé."
MAT.20.24,"Bala bandi bigirizwa ekumi babeere bayunva eyo myaazi, bagaya bwenene elugulu wa bala baana babiri ba Zebedayo.","Les dix, ayant entendu cela, furent indignés contre les deux frères."
MAT.20.25,"Yeesu aja ahamagala abigirizwa baage booshi haguma, n'okubabwira ntya: «Muyinji oku omu bantu barhali Bayaahudi, abaami baabo banarhambula n'erume. N'abakulu baabo banabalibuza.","Jésus les appela, et dit: Vous savez que les chefs des nations les tyrannisent, et que les grands les asservissent."
MAT.20.26,"Aliko, birhalemaga byaba ntyo ahagarhi kenyu. Ahuubwe, oshondere kuba mukulu mu mwabo, abe mukozi wenyu.","Il nen sera pas de même au milieu de vous. Mais quiconque veut être grand parmi vous, quil soit votre serviteur;."
MAT.20.27,"Kandi, oshondere kuba w'oburhanzi mu mwabo, abe muja wenyu.","et quiconque veut être le premier parmi vous, quil soit votre esclave."
MAT.20.28,"Kwenge nyoono Mwene oMuntu ntayinjaga mpu baleme bankolera, aliko nayinjire yi ndeme nakolera abandi, n'oguhaana akalamo kaani yi nchungule bantu banene.».","Cest ainsi que le Fils de lhomme est venu, non pour être servi, mais pour servir et donner sa vie comme la rançon de plusieurs."
MAT.20.29,"Yeesu n'abigirizwa baage, babeere bali barhenga eYeeriko, bantu banene bweneene bamukulikira.","Lorsquils sortirent de Jéricho, une grande foule suivit Jésus."
MAT.20.30,"Haliiri mpumi ebiri zaliiri ziyikeere eburhambi bw'enjira. Ezoola mpumi zabeere zayunva oku Yeesu yeri wagera, zayaama ntya: «Nnaweerhu, Mwene Daawudi! Orhubeere obonjo!».","Et voici, deux aveugles, assis au bord du chemin, entendirent que Jésus passait, et crièrent: Aie pitié de nous, Seigneur, Fils de David!."
MAT.20.31,"Echigusho ch'abantu chabeere chayunva ntyo, chazikalihira n'okuzibwira oku zisire. Aliko ezoola mpumi zoowe, zagendekera kuyaama bweneene ntya: «Nnaweerhu, Mwene Daawudi! Orhubeere obonjo!».","La foule les reprenait, pour les faire taire; mais ils crièrent plus fort: Aie pitié de nous, Seigneur, Fils de David!."
MAT.20.32,"Yeesu ayimanga, azihamagala n'okuzibaza ntya: «Gichi mushondere mbajirirage?».","Jésus sarrêta, les appela, et dit: Que voulez-vous que je vous fasse?."
MAT.20.33,"Nazo zamushubiza ntya: «Nnaweerhu, rhwashonda ameesho meerhu mahumuulwe.».","Ils lui dirent: Seigneur, que nos yeux souvrent."
MAT.20.34,"Yeesu azibeera obonjo, azihuma oku meesho, ho n'aho ameesho maazo mabona. Nazo zaja zamukulikira.","Ému de compassion, Jésus toucha leurs yeux; et aussitôt ils recouvrèrent la vue, et le suivirent."
MAT.21.1,"Yeesu n'abigirizwa baage babeere bali hoofu n'egishagala ch'eYerusaleema, bahika omu gishagala ch'eBetefaage, hoofu n'omusozi gw'eMizeyituuni. Yeesu arhuma bigirizwa baage babiri.","Lorsquils approchèrent de Jérusalem, et quils furent arrivés à Bethphagé, vers la montagne des oliviers, Jésus envoya deux disciples."
MAT.21.2,"ababwira ntya: «Muje omu gishagala chiri embere zenyu. Hano muchigera mo, mwashimaana epunda n'omwana gwayo, bazishwekere haguma. Ezo punda, muzishwekuule, munazinderhere.","en leur disant: Allez au village qui est devant vous; vous trouverez aussitôt une ânesse attachée, et un ânon avec elle; détachez-les, et amenez-les-moi."
MAT.21.3,"Nakaba muntu mulebe ababazize chintu elugulu w'ezo punda, mumushubize oku Nnaweerhu azilagire ko. Ho n'aho, oyo muntu aja abaleka muziheke.».","Si quelquun vous dit quelque chose, vous répondrez: Le Seigneur en a besoin. Et à linstant il les laissera aller."
MAT.21.4,"Ebyo byaabaga ntyo, y'echo chinwa chiyenera, echi Nnawerhu aderhaga kugerera omuleebi ntya:.","Or, ceci arriva afin que saccomplît ce qui avait été annoncé par le prophète:."
MAT.21.5,"«Mubwire aBanyasayuuni ntya: ‹Mulole! Mwami wenyu ayinjire emwenyu, ali mwirhonzi, ayikeere oku punda n'eyo punda echiri chaana.›».","Dites à la fille de Sion: Voici, ton roi vient à toi, Plein de douceur, et monté sur un âne, Sur un ânon, le petit dune ânesse."
MAT.21.6,"Abo bigirizwa bagenda, bajira nk'oku Yeesu abarhegekaga.","Les disciples allèrent, et firent ce que Jésus leur avait ordonné."
MAT.21.7,"Baleerha eyo punda n'echaana chaayo. Baasasa oku zo emyambalo yaabo, Yeesu aja ayikala oku yo.","Ils amenèrent lânesse et lânon, mirent sur eux leurs vêtements, et le firent asseoir dessus."
MAT.21.8,"Chigusho chinene ch'abantu baasasa emyambalo yaabo omu njira, abandi bacha emirhabi y'emirhi, banayisasa omu njira.","La plupart des gens de la foule étendirent leurs vêtements sur le chemin; dautres coupèrent des branches darbres, et en jonchèrent la route."
MAT.21.9,"Bantu banene baliiri balambagira embere zaage n'abaliiri balambagira enyuma zaage, booshi baliiri baderha n'omulenge munene ntya: «Akuuzwe Mwene Daawudi! Agishwe ola oyinjire oku ziino lya Nnaweerhu! Akuuzwe Nnamahanga oli omu mpingu!».",Ceux qui précédaient et ceux qui suivaient Jésus criaient: Hosanna au Fils de David! Béni soit celui qui vient au nom du Seigneur! Hosanna dans les lieux très hauts!.
MAT.21.10,"Yeesu abeere aja omu gishagala ch'eYerusaleema, echo gishagala chooshi chabumba olwamo lunene. Abantu barhondera kubazana ntya: «Oyu ali nde?».","Lorsquil entra dans Jérusalem, toute la ville fut émue, et lon disait: Qui est celui-ci?."
MAT.21.11,"Echo chigusho ch'abantu chashubiza ntya: «Oyuula ali Yeesu, muleebi w'omu gishagala ch'eNazareeti, omu gihugo ch'eGalilaaya.».","La foule répondait: Cest Jésus, le prophète, de Nazareth en Galilée."
MAT.21.12,"Enyuma z'aho, Yeesu aja omu Nju ya Nnamahanga. Alibisya abantu booshi baliiri baguziza n'abaliiri bagulira omu Nju ya Nnamahanga. Ahenya ameeza m'abaliiri bakaaba efuranga, anahenya ebichumbi by'abantu baliiri baguza amaguuku.","Jésus entra dans le temple de Dieu. Il chassa tous ceux qui vendaient et qui achetaient dans le temple; il renversa les tables des changeurs, et les sièges des vendeurs de pigeons."
MAT.21.13,Yeesu aja ababwira ntya: «Biyandikirwe omu Mandiko Matagatiifu ntya: ‹eNju yaani nji yaaba Nju y'amasaala.› Aliko mwabo mwayihindamwire kuba hantu h'ebishumuusi!».,"Et il leur dit: Il est écrit: Ma maison sera appelée une maison de prière. Mais vous, vous en faites une caverne de voleurs."
MAT.21.14,Empumi n'ebirema bahikira Yeesu mw'eyo Nju ya Nnamahanga.,Des aveugles et des boiteux sapprochèrent de lui dans le temple. Et il les guérit.
MAT.21.15,"Aliko abakulu b'abadaahwa n'abigiriza b'eRhegeko lya Muusa babeere babona ebisomereene Yeesu ajiraga, n'okuyunva okw'abaana bali baderha n'omulenge munene omu Nju ya Nnamahanga ntya: «Akuuzwe Mwene Daawudi!», bagaya bwenene.","Mais les principaux sacrificateurs et les scribes furent indignés, à la vue des choses merveilleuses quil avait faites, et des enfants qui criaient dans le temple: Hosanna au Fils de David!."
MAT.21.16,"Echo charhuma babaza Yeesu ntya: «K'oyunvirhe ebinwa aba baana bali baderha?» Naye abashubiza ntya: «Neechi! Nayunvirhe! Leero mwabo murhashubiraga gusoma oku Mandiko Matagatiifu maderhere ntya: ‹Kulengera obuunu bw'abaana badoorho, n'obuunu bw'enjolyaana, walema wabala obukuuze bwawe!› ».","Ils lui dirent: Entends-tu ce quils disent? Oui, leur répondit Jésus. Navez-vous jamais lu ces paroles: Tu as tiré des louanges de la bouche des enfants et de ceux qui sont à la mamelle?."
MAT.21.17,"Oku buzinda, Yeesu aleka abo bantu, arhenga mw'echo gishagala ch'eYerusaleema, anaja kulyaama omu gishagala ch'eBetaniya.","Et, les ayant laissés, il sortit de la ville pour aller à Béthanie, où il passa la nuit."
MAT.21.18,"Bw'abeere bwacha eseezi, oku Yeesu ali agaluka omu gishagala ch'eYerusaleema, ayunva enzara.","Le matin, en retournant à la ville, il eut faim."
MAT.21.19,"Abona omurhi muguma gw'etiini eburhambi bw'enjira, ayegeera hoofu nago. Aliko arhabonaga ko chiro n'elehe liguma, si ebibabi byonyine. Echo charhuma Yeesu aja avuma ogo murhi ntya: «Gurhondera buno, guhika esiku n'amango, orhahiira okayaana chiro n'elehe!» Ho n'aho ogo murhi gwayuuma.","Voyant un figuier sur le chemin, il sen approcha; mais il ny trouva que des feuilles, et il lui dit: Que jamais fruit ne naisse de toi! Et à linstant le figuier sécha."
MAT.21.20,"Abigirizwa ba Yeesu babeere babona ebyoola, basoomerwa bwenene. Baamubaza ntya: «Gurhe ogu murhi gw'etiini gwamayuuma ntya juba?».","Les disciples, qui virent cela, furent étonnés, et dirent: Comment ce figuier est-il devenu sec en un instant?."
MAT.21.21,"Yeesu abashubiza ntya: «Okuli mbabwirire oku akaba mugwerhe obwemeezi buzira kuganganwa, mwakagala kujira ebiila najiriire ogu mutiini. Nji mwanagala kubwira ogu musozi ntya: ‹Chikundula ahoola, onaje guchikabula omu nyanja›, n'ebyoola nji byaaba.","Jésus leur répondit: Je vous le dis en vérité, si vous aviez de la foi et que vous ne doutiez point, non seulement vous feriez ce qui a été fait à ce figuier, mais quand vous diriez à cette montagne: Ote-toi de là et jette-toi dans la mer, cela se ferait."
MAT.21.22,"N'akaba mugwerhe obwemeezi, chooshi mwahema Nnamahanga, abaha cho.».","Tout ce que vous demanderez avec foi par la prière, vous le recevrez."
MAT.21.23,"Enyuma z'aho, Yeesu ashuba kuja omu Nju ya Nnamahanga n'ogurhondera kuyigiriza abantu. Abakulu b'abadaahwa n'abashamuka b'aBayaahudi bamuyegeera n'okumubaza ntya: «Ebi bintu oli wajira, oli wabijira oku buhashe buhe? Na nde waguhaaga bo?».","Jésus se rendit dans le temple, et, pendant quil enseignait, les principaux sacrificateurs et les anciens du peuple vinrent lui dire: Par quelle autorité fais-tu ces choses, et qui ta donné cette autorité?."
MAT.21.24,"Yeesu abashubiza ntya: «Naani, nababaza echibazo chiguma chonyine. Mukanshubiza, naani nababwira oku buhashe bwa nde, ndi najira ebiila.","Jésus leur répondit: Je vous adresserai aussi une question; et, si vous my répondez, je vous dirai par quelle autorité je fais ces choses."
MAT.21.25,"Obuhashe Yohaana aliiri abatiiza mo abantu, ngahe bwarhengeraga? Mumbwire, akonva bwarhengeraga emwa Nnamahanga changwa emw'abantu!» Baja mahwe, banabwirana ntya: «Rhugashubiza oku bwarhengeraga empingu, arhubaza ntya: ‹Leero gichi charhumaga murhamuyemeera?›.","Le baptême de Jean, doù venait-il? Du ciel, ou des hommes? Mais ils raisonnèrent ainsi entre eux; Si nous répondons: Du ciel, il nous dira: Pourquoi donc navez-vous pas cru en lui?."
MAT.21.26,"Na rhukamushubiza oku bwarhengeraga emw'abantu, rhuyuubahire echi chigusho ch'abantu, kwenge booshi bayinji oku Yohaana aliiri muleebi.».","Et si nous répondons: Des hommes, nous avons à craindre la foule, car tous tiennent Jean pour un prophète."
MAT.21.27,"Elugulu w'echoola, bamushubiza ntya: «Rhurhenji!» Yeesu naye ababwira ntya: «Naani ntababwira oku buhashe buhe ndi najira ebi bintu.».","Alors ils répondirent à Jésus: Nous ne savons. Et il leur dit à son tour: Moi non plus, je ne vous dirai pas par quelle autorité je fais ces choses."
MAT.21.28,"Yeesu ashuba kuderha ntya: «Gurhe mubwene elugulu w'ogu mwazi? Haliiri mulume muguma waligwerhe baana baage babiri. Oyo mulume abwira omwana waage murhanzi ntya: ‹Ego mwana waani, zeene oje gushiiba wakola omu shwa lyeerhu ly'emizabiibu.›».","Que vous en semble? Un homme avait deux fils; et, sadressant au premier, il dit: Mon enfant, va travailler aujourdhui dans ma vigne."
MAT.21.29,"Oyo mwana ashubiza ntya: «Nangwa, ntaaja yo!» Aliko enyuma bugeeke agishuba emurhima, anaja gukola.","Il répondit: Je ne veux pas. Ensuite, il se repentit, et il alla."
MAT.21.30,"«Oyo mulume ava abwira omwana waage mudoorho nk'oku abwiraga ola murhanzi. Oyo mwana ashubiza ntya: ‹Neechi daarha, naaja yo!› Aliko arhajaaga yo.","Sadressant à lautre, il dit la même chose. Et ce fils répondit: Je veux bien, seigneur. Et il nalla pas."
MAT.21.31,"«Leero mwaba bombi, nde wajirire obulonza bw'eshe?» Bamushubiza ntya: «Omurhanzi.» Elugulu w'echo, Yeesu aderha ntya: «Okuli mbabwirire, oku abafurhiisa b'amakooli n'abahushi, bo babarhanga kuja omu Bwami bwa Nnamahanga.","Lequel des deux a fait la volonté du père? Ils répondirent: Le premier. Et Jésus leur dit: Je vous le dis en vérité, les publicains et les prostituées vous devanceront dans le royaume de Dieu."
MAT.21.32,"Kwenge Yohaana ahikire mwenyu y'abayereke enjira ekwaneene embere za Nnamahanga, murhamuyemeraga. Aliko abafurhiisa b'amakooli n'abahushi, boowe balimuyemereere. Kandi, chiro akaba mwalibwene ebyo byooshi, murhahindamukaga gurhenga omu byaaha byenyu, yi mumuyemeere.».","Car Jean est venu à vous dans la voie de la justice, et vous navez pas cru en lui. Mais les publicains et les prostituées ont cru en lui; et vous, qui avez vu cela, vous ne vous êtes pas ensuite repentis pour croire en lui."
